-17.374065,-66.158862, Calle San Martín #100, Tupuraya, D12
-17.375925,-66.162311, Calle Canelas #1529, Queru Queru Bajo, D12
-17.369519,-66.170808, Calle San Martín #1530, Cala Cala Este, D12
-17.373176,-66.169149, Calle Bustillos #1531, Tupuraya, D12
-17.392443,-66.168819, Calle Falsuri #1532, Queru Queru Bajo, D12
-17.374168,-66.169763, Av. Blanco Galindo #1533, Cala Cala Este, D12
-17.373550,-66.143370, Calle Canelas #1534, Tupuraya, D12
-17.375057,-66.142480, Calle San Martín #1535, Queru Queru Bajo, D12
-17.374652,-66.143950, Calle Bustillos #1536, Cala Cala Este, D12
-17.385516,-66.174673, Calle Falsuri #1537, Tupuraya, D12
-17.372233,-66.142779, Av. Blanco Galindo #1538, Queru Queru Bajo, D12
-17.370227,-66.161583, Calle Canelas #1539, Cala Cala Este, D12
-17.369765,-66.164944, Calle San Martín #1540, Tupuraya, D12
-17.379450,-66.175596, Calle Bustillos #1541, Queru Queru Bajo, D12
-17.386377,-66.177021, Calle Falsuri #1542, Cala Cala Este, D12
-17.374382,-66.152578, Av. Blanco Galindo #1543, Tupuraya, D12
-17.380714,-66.173031, Calle Canelas #1544, Queru Queru Bajo, D12
-17.371179,-66.164547, Calle San Martín #1545, Cala Cala Este, D12
-17.374742,-66.159467, Calle Bustillos #1546, Tupuraya, D12
-17.392035,-66.168535, Calle Falsuri #1547, Queru Queru Bajo, D12
-17.376635,-66.173734, Av. Blanco Galindo #1548, Cala Cala Este, D12
-17.369424,-66.169701, Calle Canelas #1549, Tupuraya, D12
-17.379311,-66.159946, Calle San Martín #1550, Queru Queru Bajo, D12
-17.367284,-66.159256, Calle Bustillos #1551, Cala Cala Este, D12
-17.373599,-66.155611, Calle Falsuri #1552, Tupuraya, D12
-17.380444,-66.170715, Av. Blanco Galindo #1553, Queru Queru Bajo, D12
-17.375243,-66.150656, Calle Canelas #1554, Cala Cala Este, D12
-17.381798,-66.172952, Calle San Martín #1555, Tupuraya, D12
-17.374360,-66.146836, Calle Bustillos #1556, Queru Queru Bajo, D12
-17.369787,-66.151814, Calle Falsuri #1557, Cala Cala Este, D12
-17.381358,-66.165977, Av. Blanco Galindo #1558, Tupuraya, D12
-17.374104,-66.171793, Calle Canelas #1559, Queru Queru Bajo, D12
-17.374233,-66.167461, Calle San Martín #1560, Cala Cala Este, D12
-17.367968,-66.157694, Calle Bustillos #1561, Tupuraya, D12
-17.370486,-66.157591, Calle Falsuri #1562, Queru Queru Bajo, D12
-17.375955,-66.154863, Av. Blanco Galindo #1563, Cala Cala Este, D12
-17.383061,-66.176410, Calle Canelas #1564, Tupuraya, D12
-17.370501,-66.159970, Calle San Martín #1565, Queru Queru Bajo, D12
-17.373726,-66.141003, Calle Bustillos #1566, Cala Cala Este, D12
-17.376175,-66.167357, Calle Falsuri #1567, Tupuraya, D12
-17.368847,-66.150658, Av. Blanco Galindo #1568, Queru Queru Bajo, D12
-17.377273,-66.161517, Calle Canelas #1569, Cala Cala Este, D12
-17.371276,-66.155611, Calle San Martín #1570, Tupuraya, D12
-17.380459,-66.160128, Calle Bustillos #1571, Queru Queru Bajo, D12
-17.390811,-66.177426, Calle Falsuri #1572, Cala Cala Este, D12
-17.391395,-66.168986, Av. Blanco Galindo #1573, Tupuraya, D12
-17.386430,-66.172026, Calle Canelas #1574, Queru Queru Bajo, D12
-17.375254,-66.161345, Calle San Martín #1575, Cala Cala Este, D12
-17.392021,-66.168349, Calle Bustillos #1576, Tupuraya, D12
-17.377235,-66.172758, Calle Falsuri #1577, Queru Queru Bajo, D12
-17.369559,-66.173534, Av. Blanco Galindo #1578, Cala Cala Este, D12
-17.369527,-66.167292, Calle Canelas #1579, Tupuraya, D12
-17.369690,-66.173356, Calle San Martín #1580, Queru Queru Bajo, D12
-17.391533,-66.169950, Calle Bustillos #1581, Cala Cala Este, D12
-17.374148,-66.149228, Calle Falsuri #1582, Tupuraya, D12
-17.376092,-66.166859, Av. Blanco Galindo #1583, Queru Queru Bajo, D12
-17.367295,-66.171400, Calle Canelas #1584, Cala Cala Este, D12
-17.371089,-66.174479, Calle San Martín #1585, Tupuraya, D12
-17.387772,-66.169577, Calle Bustillos #1586, Queru Queru Bajo, D12
-17.374488,-66.141460, Calle Falsuri #1587, Cala Cala Este, D12
-17.391795,-66.169605, Av. Blanco Galindo #1588, Tupuraya, D12
-17.372626,-66.163380, Calle Canelas #1589, Queru Queru Bajo, D12
-17.389125,-66.171993, Calle San Martín #1590, Cala Cala Este, D12
-17.377080,-66.174937, Calle Bustillos #1591, Tupuraya, D12
-17.375082,-66.154923, Calle Falsuri #1592, Queru Queru Bajo, D12
-17.388174,-66.167147, Av. Blanco Galindo #1593, Cala Cala Este, D12
-17.391171,-66.171497, Calle Canelas #1594, Tupuraya, D12
-17.376669,-66.173048, Calle San Martín #1595, Queru Queru Bajo, D12
-17.387490,-66.165979, Calle Bustillos #1596, Cala Cala Este, D12
-17.369229,-66.164629, Calle Falsuri #1597, Tupuraya, D12
-17.371690,-66.161578, Av. Blanco Galindo #1598, Queru Queru Bajo, D12
-17.373605,-66.148898, Calle Canelas #1599, Cala Cala Este, D12
-17.379483,-66.165704, Calle San Martín #1600, Tupuraya, D12
-17.382875,-66.166914, Calle Bustillos #1601, Queru Queru Bajo, D12
-17.375837,-66.146492, Calle Falsuri #1602, Cala Cala Este, D12
-17.391662,-66.174091, Av. Blanco Galindo #1603, Tupuraya, D12
-17.390407,-66.172959, Calle Canelas #1604, Queru Queru Bajo, D12
-17.376607,-66.165392, Calle San Martín #1605, Cala Cala Este, D12
-17.368852,-66.153655, Calle Bustillos #1606, Tupuraya, D12
-17.373907,-66.159442, Calle Falsuri #1607, Queru Queru Bajo, D12
-17.366770,-66.173481, Av. Blanco Galindo #1608, Cala Cala Este, D12
-17.373573,-66.166127, Calle Canelas #1609, Tupuraya, D12
-17.371484,-66.143951, Calle San Martín #1610, Queru Queru Bajo, D12
-17.371047,-66.159949, Calle Bustillos #1611, Cala Cala Este, D12
-17.382422,-66.174439, Calle Falsuri #1612, Tupuraya, D12
-17.380170,-66.168982, Av. Blanco Galindo #1613, Queru Queru Bajo, D12
-17.373077,-66.145889, Calle Canelas #1614, Cala Cala Este, D12
-17.381968,-66.168968, Calle San Martín #1615, Tupuraya, D12
-17.376686,-66.153336, Calle Bustillos #1616, Queru Queru Bajo, D12
-17.390303,-66.175770, Calle Falsuri #1617, Cala Cala Este, D12
-17.378580,-66.165014, Av. Blanco Galindo #1618, Tupuraya, D12
-17.384526,-66.176321, Calle Canelas #1619, Queru Queru Bajo, D12
-17.372908,-66.139273, Calle San Martín #1620, Cala Cala Este, D12
-17.370652,-66.154333, Calle Bustillos #1621, Tupuraya, D12
-17.381666,-66.162985, Calle Falsuri #1622, Queru Queru Bajo, D12
-17.371355,-66.158739, Av. Blanco Galindo #1623, Cala Cala Este, D12
-17.374886,-66.159294, Calle Canelas #1624, Tupuraya, D12
-17.374523,-66.144286, Calle San Martín #1625, Queru Queru Bajo, D12
-17.367131,-66.170980, Calle Bustillos #1626, Cala Cala Este, D12
-17.370485,-66.158516, Calle Falsuri #1627, Tupuraya, D12
-17.382619,-66.165071, Av. Blanco Galindo #1628, Queru Queru Bajo, D12
-17.368105,-66.173163, Calle Canelas #1629, Cala Cala Este, D12
-17.373819,-66.160792, Calle San Martín #1630, Tupuraya, D12
-17.370040,-66.147137, Calle Bustillos #1631, Queru Queru Bajo, D12
-17.382409,-66.174729, Calle Falsuri #1632, Cala Cala Este, D12
-17.381350,-66.162114, Av. Blanco Galindo #1633, Tupuraya, D12
-17.367807,-66.168796, Calle Canelas #1634, Queru Queru Bajo, D12
-17.366636,-66.160685, Calle San Martín #1635, Cala Cala Este, D12
-17.367103,-66.163936, Calle Bustillos #1636, Tupuraya, D12
-17.380205,-66.167162, Calle Falsuri #1637, Queru Queru Bajo, D12
-17.368862,-66.159533, Av. Blanco Galindo #1638, Cala Cala Este, D12
-17.373646,-66.175785, Calle Canelas #1639, Tupuraya, D12
-17.376439,-66.162208, Calle San Martín #1640, Queru Queru Bajo, D12
-17.373728,-66.165498, Calle Bustillos #1641, Cala Cala Este, D12
-17.376327,-66.150715, Calle Falsuri #1642, Tupuraya, D12
-17.368543,-66.168375, Av. Blanco Galindo #1643, Queru Queru Bajo, D12
-17.376547,-66.152802, Calle Canelas #1644, Cala Cala Este, D12
-17.370995,-66.173975, Calle San Martín #1645, Tupuraya, D12
-17.371900,-66.154530, Calle Bustillos #1646, Queru Queru Bajo, D12
-17.373106,-66.144049, Calle Falsuri #1647, Cala Cala Este, D12
-17.382812,-66.167944, Av. Blanco Galindo #1648, Tupuraya, D12
-17.372785,-66.170136, Calle Canelas #1649, Queru Queru Bajo, D12
-17.391487,-66.176698, Calle San Martín #1650, Cala Cala Este, D12
-17.368433,-66.156561, Calle Bustillos #1651, Tupuraya, D12
-17.369722,-66.170749, Calle Falsuri #1652, Queru Queru Bajo, D12
-17.371623,-66.144114, Av. Blanco Galindo #1653, Cala Cala Este, D12
-17.370834,-66.166591, Calle Canelas #1654, Tupuraya, D12
-17.382185,-66.165531, Calle San Martín #1655, Queru Queru Bajo, D12
-17.372760,-66.139943, Calle Bustillos #1656, Cala Cala Este, D12
-17.368002,-66.170812, Calle Falsuri #1657, Tupuraya, D12
-17.379814,-66.162313, Av. Blanco Galindo #1658, Queru Queru Bajo, D12
-17.375395,-66.158926, Calle Canelas #1659, Cala Cala Este, D12
-17.370318,-66.153660, Calle San Martín #1660, Tupuraya, D12
-17.374234,-66.174969, Calle Bustillos #1661, Queru Queru Bajo, D12
-17.376227,-66.171377, Calle Falsuri #1662, Cala Cala Este, D12
-17.371992,-66.153544, Av. Blanco Galindo #1663, Tupuraya, D12
-17.374682,-66.175789, Calle Canelas #1664, Queru Queru Bajo, D12
-17.385283,-66.170277, Calle San Martín #1665, Cala Cala Este, D12
-17.376761,-66.150921, Calle Bustillos #1666, Tupuraya, D12
-17.371810,-66.142504, Calle Falsuri #1667, Queru Queru Bajo, D12
-17.391854,-66.170952, Av. Blanco Galindo #1668, Cala Cala Este, D12
-17.373652,-66.162982, Calle Canelas #1669, Tupuraya, D12
-17.370750,-66.159200, Calle San Martín #1670, Queru Queru Bajo, D12
-17.372198,-66.160552, Calle Bustillos #1671, Cala Cala Este, D12
-17.371804,-66.141315, Calle Falsuri #1672, Tupuraya, D12
-17.371658,-66.158041, Av. Blanco Galindo #1673, Queru Queru Bajo, D12
-17.373464,-66.160831, Calle Canelas #1674, Cala Cala Este, D12
-17.374382,-66.175003, Calle San Martín #1675, Tupuraya, D12
-17.377216,-66.156108, Calle Bustillos #1676, Queru Queru Bajo, D12
-17.380077,-66.171642, Calle Falsuri #1677, Cala Cala Este, D12
-17.375170,-66.159266, Av. Blanco Galindo #1678, Tupuraya, D12
-17.386081,-66.168406, Calle Canelas #1679, Queru Queru Bajo, D12
-17.384193,-66.165784, Calle San Martín #1680, Cala Cala Este, D12
-17.385605,-66.167628, Calle Bustillos #1681, Tupuraya, D12
-17.367294,-66.166538, Calle Falsuri #1682, Queru Queru Bajo, D12
-17.368124,-66.150070, Av. Blanco Galindo #1683, Cala Cala Este, D12
-17.373463,-66.140551, Calle Canelas #1684, Tupuraya, D12
-17.368519,-66.155000, Calle San Martín #1685, Queru Queru Bajo, D12
-17.375062,-66.143924, Calle Bustillos #1686, Cala Cala Este, D12
-17.373513,-66.141522, Calle Falsuri #1687, Tupuraya, D12
-17.372845,-66.150843, Av. Blanco Galindo #1688, Queru Queru Bajo, D12
-17.389965,-66.177384, Calle Canelas #1689, Cala Cala Este, D12
-17.373921,-66.143447, Calle San Martín #1690, Tupuraya, D12
-17.370165,-66.150785, Calle Bustillos #1691, Queru Queru Bajo, D12
-17.369637,-66.175096, Calle Falsuri #1692, Cala Cala Este, D12
-17.367929,-66.163602, Av. Blanco Galindo #1693, Tupuraya, D12
-17.379686,-66.162357, Calle Canelas #1694, Queru Queru Bajo, D12
-17.375409,-66.140490, Calle San Martín #1695, Cala Cala Este, D12
-17.376283,-66.161730, Calle Bustillos #1696, Tupuraya, D12
-17.368703,-66.156624, Calle Falsuri #1697, Queru Queru Bajo, D12
-17.377313,-66.167009, Av. Blanco Galindo #1698, Cala Cala Este, D12
-17.382130,-66.165217, Calle Canelas #1699, Tupuraya, D12
-17.377174,-66.150199, Calle San Martín #1700, Queru Queru Bajo, D12
-17.387180,-66.169673, Calle Bustillos #1701, Cala Cala Este, D12
-17.371542,-66.140839, Calle Falsuri #1702, Tupuraya, D12
-17.377468,-66.162409, Av. Blanco Galindo #1703, Queru Queru Bajo, D12
-17.370068,-66.149910, Calle Canelas #1704, Cala Cala Este, D12
-17.370686,-66.167107, Calle San Martín #1705, Tupuraya, D12
-17.371019,-66.175757, Calle Bustillos #1706, Queru Queru Bajo, D12
-17.379856,-66.162470, Calle Falsuri #1707, Cala Cala Este, D12
-17.374882,-66.155633, Av. Blanco Galindo #1708, Tupuraya, D12
-17.391163,-66.169121, Calle Canelas #1709, Queru Queru Bajo, D12
-17.374206,-66.164986, Calle San Martín #1710, Cala Cala Este, D12
-17.391155,-66.174979, Calle Bustillos #1711, Tupuraya, D12
-17.375664,-66.166234, Calle Falsuri #1712, Queru Queru Bajo, D12
-17.379926,-66.161352, Av. Blanco Galindo #1713, Cala Cala Este, D12
-17.371232,-66.161348, Calle Canelas #1714, Tupuraya, D12
-17.390592,-66.173524, Calle San Martín #1715, Queru Queru Bajo, D12
-17.390333,-66.178336, Calle Bustillos #1716, Cala Cala Este, D12
-17.374346,-66.153334, Calle Falsuri #1717, Tupuraya, D12
-17.374282,-66.156301, Av. Blanco Galindo #1718, Queru Queru Bajo, D12
-17.379091,-66.164124, Calle Canelas #1719, Cala Cala Este, D12
-17.383280,-66.165626, Calle San Martín #1720, Tupuraya, D12
-17.380842,-66.161745, Calle Bustillos #1721, Queru Queru Bajo, D12
-17.371707,-66.161275, Calle Falsuri #1722, Cala Cala Este, D12
-17.379788,-66.172812, Av. Blanco Galindo #1723, Tupuraya, D12
-17.371454,-66.172175, Calle Canelas #1724, Queru Queru Bajo, D12
-17.383601,-66.168151, Calle San Martín #1725, Cala Cala Este, D12
-17.372270,-66.154977, Calle Bustillos #1726, Tupuraya, D12
-17.390620,-66.176189, Calle Falsuri #1727, Queru Queru Bajo, D12
-17.390841,-66.168944, Av. Blanco Galindo #1728, Cala Cala Este, D12
-17.369318,-66.161234, Calle Canelas #1729, Tupuraya, D12
-17.387070,-66.172434, Calle San Martín #1730, Queru Queru Bajo, D12
-17.371851,-66.156282, Calle Bustillos #1731, Cala Cala Este, D12
-17.372840,-66.145428, Calle Falsuri #1732, Tupuraya, D12
-17.370227,-66.168061, Av. Blanco Galindo #1733, Queru Queru Bajo, D12
-17.389792,-66.177086, Calle Canelas #1734, Cala Cala Este, D12
-17.375193,-66.171743, Calle San Martín #1735, Tupuraya, D12
-17.373349,-66.168649, Calle Bustillos #1736, Queru Queru Bajo, D12
-17.387130,-66.172647, Calle Falsuri #1737, Cala Cala Este, D12
-17.384105,-66.165015, Av. Blanco Galindo #1738, Tupuraya, D12
-17.370189,-66.145619, Calle Canelas #1739, Queru Queru Bajo, D12
-17.375349,-66.155669, Calle San Martín #1740, Cala Cala Este, D12
-17.387432,-66.175724, Calle Bustillos #1741, Tupuraya, D12
-17.384595,-66.172515, Calle Falsuri #1742, Queru Queru Bajo, D12
-17.391335,-66.178136, Av. Blanco Galindo #1743, Cala Cala Este, D12
-17.371830,-66.168589, Calle Canelas #1744, Tupuraya, D12
-17.379825,-66.173152, Calle San Martín #1745, Queru Queru Bajo, D12
-17.369312,-66.173144, Calle Bustillos #1746, Cala Cala Este, D12
-17.373685,-66.150632, Calle Falsuri #1747, Tupuraya, D12
-17.371357,-66.164001, Av. Blanco Galindo #1748, Queru Queru Bajo, D12
-17.376378,-66.144523, Calle Canelas #1749, Cala Cala Este, D12
-17.374947,-66.174411, Calle San Martín #1750, Tupuraya, D12
-17.388266,-66.170845, Calle Bustillos #1751, Queru Queru Bajo, D12
-17.368312,-66.151788, Calle Falsuri #1752, Cala Cala Este, D12
-17.389447,-66.172218, Av. Blanco Galindo #1753, Tupuraya, D12
-17.372853,-66.149010, Calle Canelas #1754, Queru Queru Bajo, D12
-17.380686,-66.167854, Calle San Martín #1755, Cala Cala Este, D12
-17.375949,-66.158393, Calle Bustillos #1756, Tupuraya, D12
-17.392848,-66.170523, Calle Falsuri #1757, Queru Queru Bajo, D12
-17.380558,-66.175152, Av. Blanco Galindo #1758, Cala Cala Este, D12
-17.376691,-66.172722, Calle Canelas #1759, Tupuraya, D12
-17.385683,-66.167293, Calle San Martín #1760, Queru Queru Bajo, D12
-17.373792,-66.152136, Calle Bustillos #1761, Cala Cala Este, D12
-17.377166,-66.160451, Calle Falsuri #1762, Tupuraya, D12
-17.374629,-66.139741, Av. Blanco Galindo #1763, Queru Queru Bajo, D12
-17.382284,-66.164465, Calle Canelas #1764, Cala Cala Este, D12
-17.372836,-66.167710, Calle San Martín #1765, Tupuraya, D12
-17.370890,-66.169728, Calle Bustillos #1766, Queru Queru Bajo, D12
-17.372759,-66.147824, Calle Falsuri #1767, Cala Cala Este, D12
-17.382391,-66.163191, Av. Blanco Galindo #1768, Tupuraya, D12
-17.391107,-66.172062, Calle Canelas #1769, Queru Queru Bajo, D12
-17.377971,-66.174970, Calle San Martín #1770, Cala Cala Este, D12
-17.380945,-66.170300, Calle Bustillos #1771, Tupuraya, D12
-17.377391,-66.148705, Calle Falsuri #1772, Queru Queru Bajo, D12
-17.390514,-66.178332, Av. Blanco Galindo #1773, Cala Cala Este, D12
-17.376489,-66.149550, Calle Canelas #1774, Tupuraya, D12
-17.371046,-66.175660, Calle San Martín #1775, Queru Queru Bajo, D12
-17.367929,-66.164711, Calle Bustillos #1776, Cala Cala Este, D12
-17.383342,-66.169556, Calle Falsuri #1777, Tupuraya, D12
-17.376433,-66.160669, Av. Blanco Galindo #1778, Queru Queru Bajo, D12
-17.371469,-66.159615, Calle Canelas #1779, Cala Cala Este, D12
-17.385085,-66.166705, Calle San Martín #1780, Tupuraya, D12
-17.383375,-66.165593, Calle Bustillos #1781, Queru Queru Bajo, D12
-17.370574,-66.159452, Calle Falsuri #1782, Cala Cala Este, D12
-17.369903,-66.154285, Av. Blanco Galindo #1783, Tupuraya, D12
-17.382315,-66.163210, Calle Canelas #1784, Queru Queru Bajo, D12
-17.373225,-66.153328, Calle San Martín #1785, Cala Cala Este, D12
-17.379561,-66.165840, Calle Bustillos #1786, Tupuraya, D12
-17.370035,-66.161534, Calle Falsuri #1787, Queru Queru Bajo, D12
-17.376439,-66.165519, Av. Blanco Galindo #1788, Cala Cala Este, D12
-17.381089,-66.174007, Calle Canelas #1789, Tupuraya, D12
-17.392972,-66.168949, Calle San Martín #1790, Queru Queru Bajo, D12
-17.368697,-66.160606, Calle Bustillos #1791, Cala Cala Este, D12
-17.368317,-66.164141, Calle Falsuri #1792, Tupuraya, D12
-17.373229,-66.161280, Av. Blanco Galindo #1793, Queru Queru Bajo, D12
-17.376542,-66.164920, Calle Canelas #1794, Cala Cala Este, D12
-17.369276,-66.153971, Calle San Martín #1795, Tupuraya, D12
-17.370734,-66.158322, Calle Bustillos #1796, Queru Queru Bajo, D12
-17.388664,-66.178193, Calle Falsuri #1797, Cala Cala Este, D12
-17.371715,-66.163705, Av. Blanco Galindo #1798, Tupuraya, D12
-17.377062,-66.174586, Calle Canelas #1799, Queru Queru Bajo, D12
-17.370084,-66.168557, Calle San Martín #1800, Cala Cala Este, D12
-17.369760,-66.166062, Calle Bustillos #1801, Tupuraya, D12
-17.378959,-66.171338, Calle Falsuri #1802, Queru Queru Bajo, D12
-17.374333,-66.143357, Av. Blanco Galindo #1803, Cala Cala Este, D12
-17.380011,-66.174623, Calle Canelas #1804, Tupuraya, D12
-17.375110,-66.167782, Calle San Martín #1805, Queru Queru Bajo, D12
-17.370861,-66.152495, Calle Bustillos #1806, Cala Cala Este, D12
-17.383983,-66.175114, Calle Falsuri #1807, Tupuraya, D12
-17.376724,-66.154257, Av. Blanco Galindo #1808, Queru Queru Bajo, D12
-17.382403,-66.164779, Calle Canelas #1809, Cala Cala Este, D12
-17.381258,-66.173432, Calle San Martín #1810, Tupuraya, D12
-17.372086,-66.140294, Calle Bustillos #1811, Queru Queru Bajo, D12
-17.367879,-66.163346, Calle Falsuri #1812, Cala Cala Este, D12
-17.374085,-66.172150, Av. Blanco Galindo #1813, Tupuraya, D12
-17.371751,-66.164719, Calle Canelas #1814, Queru Queru Bajo, D12
-17.390785,-66.177118, Calle San Martín #1815, Cala Cala Este, D12
-17.368832,-66.170955, Calle Bustillos #1816, Tupuraya, D12
-17.370776,-66.164823, Calle Falsuri #1817, Queru Queru Bajo, D12
-17.370095,-66.169358, Av. Blanco Galindo #1818, Cala Cala Este, D12
-17.368570,-66.156489, Calle Canelas #1819, Tupuraya, D12
-17.368987,-66.156084, Calle San Martín #1820, Queru Queru Bajo, D12
-17.370787,-66.155980, Calle Bustillos #1821, Cala Cala Este, D12
-17.388741,-66.173968, Calle Falsuri #1822, Tupuraya, D12
-17.371693,-66.150090, Av. Blanco Galindo #1823, Queru Queru Bajo, D12
-17.370093,-66.151700, Calle Canelas #1824, Cala Cala Este, D12
-17.391108,-66.176303, Calle San Martín #1825, Tupuraya, D12
-17.372717,-66.155914, Calle Bustillos #1826, Queru Queru Bajo, D12
-17.385532,-66.165413, Calle Falsuri #1827, Cala Cala Este, D12
-17.368697,-66.149739, Av. Blanco Galindo #1828, Tupuraya, D12
-17.390368,-66.167304, Calle Canelas #1829, Queru Queru Bajo, D12
-17.369922,-66.167537, Calle San Martín #1830, Cala Cala Este, D12
-17.386763,-66.176648, Calle Bustillos #1831, Tupuraya, D12
-17.375390,-66.167382, Calle Falsuri #1832, Queru Queru Bajo, D12
-17.374099,-66.156620, Av. Blanco Galindo #1833, Cala Cala Este, D12
-17.371549,-66.162165, Calle Canelas #1834, Tupuraya, D12
-17.377934,-66.156976, Calle San Martín #1835, Queru Queru Bajo, D12
-17.383564,-66.170931, Calle Bustillos #1836, Cala Cala Este, D12
-17.371624,-66.171786, Calle Falsuri #1837, Tupuraya, D12
