-17.360417,-66.151182, Calle Alemania #100, Cala Cala, D2
-17.343669,-66.187123, Av. Circunvalación #1622, Temporal Pampa, D2
-17.345623,-66.184951, Calle Mendoza #1623, Mayorazgo, D2
-17.353027,-66.169085, Calle Litoral #1624, Cala Cala, D2
-17.341367,-66.193921, Calle Alemania #1625, Temporal Pampa, D2
-17.359101,-66.150965, Calle Ecuador #1626, Mayorazgo, D2
-17.365240,-66.158805, Av. Circunvalación #1627, Cala Cala, D2
-17.350314,-66.176502, Calle Mendoza #1628, Temporal Pampa, D2
-17.355716,-66.162912, Calle Litoral #1629, Mayorazgo, D2
-17.357366,-66.170269, Calle Alemania #1630, Cala Cala, D2
-17.343007,-66.188307, Calle Ecuador #1631, Temporal Pampa, D2
-17.344580,-66.197030, Av. Circunvalación #1632, Mayorazgo, D2
-17.339744,-66.187049, Calle Mendoza #1633, Cala Cala, D2
-17.363041,-66.166869, Calle Litoral #1634, Temporal Pampa, D2
-17.348144,-66.168768, Calle Alemania #1635, Mayorazgo, D2
-17.353660,-66.174771, Calle Ecuador #1636, Cala Cala, D2
-17.357247,-66.151892, Av. Circunvalación #1637, Temporal Pampa, D2
-17.358915,-66.157232, Calle Mendoza #1638, Mayorazgo, D2
-17.345371,-66.176536, Calle Litoral #1639, Cala Cala, D2
-17.357438,-66.159827, Calle Alemania #1640, Temporal Pampa, D2
-17.343704,-66.177990, Calle Ecuador #1641, Mayorazgo, D2
-17.360066,-66.166500, Av. Circunvalación #1642, Cala Cala, D2
-17.344514,-66.177672, Calle Mendoza #1643, Temporal Pampa, D2
-17.358718,-66.160874, Calle Litoral #1644, Mayorazgo, D2
-17.357285,-66.165794, Calle Alemania #1645, Cala Cala, D2
-17.365296,-66.152645, Calle Ecuador #1646, Temporal Pampa, D2
-17.349294,-66.174735, Av. Circunvalación #1647, Mayorazgo, D2
-17.338079,-66.181856, Calle Mendoza #1648, Cala Cala, D2
-17.339715,-66.194036, Calle Litoral #1649, Temporal Pampa, D2
-17.348678,-66.174395, Calle Alemania #1650, Mayorazgo, D2
-17.359671,-66.154226, Calle Ecuador #1651, Cala Cala, D2
-17.353876,-66.167790, Av. Circunvalación #1652, Temporal Pampa, D2
-17.351210,-66.186857, Calle Mendoza #1653, Mayorazgo, D2
-17.361380,-66.154852, Calle Litoral #1654, Cala Cala, D2
-17.354260,-66.177953, Calle Alemania #1655, Temporal Pampa, D2
-17.347156,-66.175045, Calle Ecuador #1656, Mayorazgo, D2
-17.352522,-66.175342, Av. Circunvalación #1657, Cala Cala, D2
-17.345531,-66.190180, Calle Mendoza #1658, Temporal Pampa, D2
-17.348145,-66.177664, Calle Litoral #1659, Mayorazgo, D2
-17.358604,-66.179131, Calle Alemania #1660, Cala Cala, D2
-17.343896,-66.184448, Calle Ecuador #1661, Temporal Pampa, D2
-17.351332,-66.162513, Av. Circunvalación #1662, Mayorazgo, D2
-17.352079,-66.183439, Calle Mendoza #1663, Cala Cala, D2
-17.349397,-66.190024, Calle Litoral #1664, Temporal Pampa, D2
-17.338743,-66.189061, Calle Alemania #1665, Mayorazgo, D2
-17.355402,-66.167362, Calle Ecuador #1666, Cala Cala, D2
-17.355659,-66.182138, Av. Circunvalación #1667, Temporal Pampa, D2
-17.349674,-66.178761, Calle Mendoza #1668, Mayorazgo, D2
-17.363412,-66.173831, Calle Litoral #1669, Cala Cala, D2
-17.357539,-66.181359, Calle Alemania #1670, Temporal Pampa, D2
-17.363382,-66.171603, Calle Ecuador #1671, Mayorazgo, D2
-17.350609,-66.164276, Av. Circunvalación #1672, Cala Cala, D2
-17.343541,-66.176279, Calle Mendoza #1673, Temporal Pampa, D2
-17.360283,-66.168985, Calle Litoral #1674, Mayorazgo, D2
-17.351155,-66.172759, Calle Alemania #1675, Cala Cala, D2
-17.352311,-66.187285, Calle Ecuador #1676, Temporal Pampa, D2
-17.346560,-66.189459, Av. Circunvalación #1677, Mayorazgo, D2
-17.348583,-66.169406, Calle Mendoza #1678, Cala Cala, D2
-17.359620,-66.157215, Calle Litoral #1679, Temporal Pampa, D2
-17.365126,-66.153236, Calle Alemania #1680, Mayorazgo, D2
-17.347263,-66.186563, Calle Ecuador #1681, Cala Cala, D2
-17.363077,-66.164756, Av. Circunvalación #1682, Temporal Pampa, D2
-17.358482,-66.159535, Calle Mendoza #1683, Mayorazgo, D2
-17.360376,-66.176130, Calle Litoral #1684, Cala Cala, D2
-17.355780,-66.171887, Calle Alemania #1685, Temporal Pampa, D2
-17.345201,-66.198089, Calle Ecuador #1686, Mayorazgo, D2
-17.357879,-66.166889, Av. Circunvalación #1687, Cala Cala, D2
-17.345625,-66.191902, Calle Mendoza #1688, Temporal Pampa, D2
-17.349354,-66.170586, Calle Litoral #1689, Mayorazgo, D2
-17.365124,-66.168748, Calle Alemania #1690, Cala Cala, D2
-17.353629,-66.170601, Calle Ecuador #1691, Temporal Pampa, D2
-17.364432,-66.158685, Av. Circunvalación #1692, Mayorazgo, D2
-17.359782,-66.155756, Calle Mendoza #1693, Cala Cala, D2
-17.346877,-66.190867, Calle Litoral #1694, Temporal Pampa, D2
-17.341548,-66.189867, Calle Alemania #1695, Mayorazgo, D2
-17.361455,-66.155141, Calle Ecuador #1696, Cala Cala, D2
-17.364446,-66.158790, Av. Circunvalación #1697, Temporal Pampa, D2
-17.362291,-66.150891, Calle Mendoza #1698, Mayorazgo, D2
-17.343546,-66.192723, Calle Litoral #1699, Cala Cala, D2
-17.343128,-66.184554, Calle Alemania #1700, Temporal Pampa, D2
-17.343278,-66.186427, Calle Ecuador #1701, Mayorazgo, D2
-17.365199,-66.151344, Av. Circunvalación #1702, Cala Cala, D2
-17.354417,-66.157011, Calle Mendoza #1703, Temporal Pampa, D2
-17.352251,-66.172741, Calle Litoral #1704, Mayorazgo, D2
-17.362883,-66.176506, Calle Alemania #1705, Cala Cala, D2
-17.359545,-66.158451, Calle Ecuador #1706, Temporal Pampa, D2
-17.340249,-66.187608, Av. Circunvalación #1707, Mayorazgo, D2
-17.342183,-66.178666, Calle Mendoza #1708, Cala Cala, D2
-17.354696,-66.181051, Calle Litoral #1709, Temporal Pampa, D2
-17.340768,-66.193525, Calle Alemania #1710, Mayorazgo, D2
-17.351667,-66.165194, Calle Ecuador #1711, Cala Cala, D2
-17.363351,-66.171639, Av. Circunvalación #1712, Temporal Pampa, D2
-17.351958,-66.161502, Calle Mendoza #1713, Mayorazgo, D2
-17.357764,-66.169111, Calle Litoral #1714, Cala Cala, D2
-17.362548,-66.153008, Calle Alemania #1715, Temporal Pampa, D2
-17.347186,-66.189547, Calle Ecuador #1716, Mayorazgo, D2
-17.342856,-66.185328, Av. Circunvalación #1717, Cala Cala, D2
-17.337473,-66.186878, Calle Mendoza #1718, Temporal Pampa, D2
-17.348921,-66.187508, Calle Litoral #1719, Mayorazgo, D2
-17.337995,-66.188990, Calle Alemania #1720, Cala Cala, D2
-17.347341,-66.192238, Calle Ecuador #1721, Temporal Pampa, D2
-17.358010,-66.172226, Av. Circunvalación #1722, Mayorazgo, D2
-17.340029,-66.193823, Calle Mendoza #1723, Cala Cala, D2
-17.340256,-66.188952, Calle Litoral #1724, Temporal Pampa, D2
-17.364487,-66.152412, Calle Alemania #1725, Mayorazgo, D2
-17.353369,-66.159404, Calle Ecuador #1726, Cala Cala, D2
-17.341888,-66.176066, Av. Circunvalación #1727, Temporal Pampa, D2
-17.353124,-66.172267, Calle Mendoza #1728, Mayorazgo, D2
-17.357003,-66.153222, Calle Litoral #1729, Cala Cala, D2
-17.357641,-66.167092, Calle Alemania #1730, Temporal Pampa, D2
-17.344734,-66.180102, Calle Ecuador #1731, Mayorazgo, D2
-17.345832,-66.175072, Av. Circunvalación #1732, Cala Cala, D2
-17.363858,-66.156473, Calle Mendoza #1733, Temporal Pampa, D2
-17.352752,-66.174291, Calle Litoral #1734, Mayorazgo, D2
-17.348468,-66.180787, Calle Alemania #1735, Cala Cala, D2
-17.347913,-66.173766, Calle Ecuador #1736, Temporal Pampa, D2
-17.349022,-66.166415, Av. Circunvalación #1737, Mayorazgo, D2
-17.362908,-66.178509, Calle Mendoza #1738, Cala Cala, D2
-17.357519,-66.178948, Calle Litoral #1739, Temporal Pampa, D2
-17.337756,-66.190576, Calle Alemania #1740, Mayorazgo, D2
-17.348526,-66.174677, Calle Ecuador #1741, Cala Cala, D2
-17.352055,-66.179040, Av. Circunvalación #1742, Temporal Pampa, D2
-17.352429,-66.187837, Calle Mendoza #1743, Mayorazgo, D2
-17.358463,-66.180034, Calle Litoral #1744, Cala Cala, D2
-17.345205,-66.178496, Calle Alemania #1745, Temporal Pampa, D2
-17.360632,-66.151769, Calle Ecuador #1746, Mayorazgo, D2
-17.351638,-66.183564, Av. Circunvalación #1747, Cala Cala, D2
-17.357650,-66.157472, Calle Mendoza #1748, Temporal Pampa, D2
-17.337632,-66.182419, Calle Litoral #1749, Mayorazgo, D2
-17.354526,-66.162206, Calle Alemania #1750, Cala Cala, D2
-17.349965,-66.189301, Calle Ecuador #1751, Temporal Pampa, D2
-17.354880,-66.164584, Av. Circunvalación #1752, Mayorazgo, D2
-17.360024,-66.152735, Calle Mendoza #1753, Cala Cala, D2
-17.349005,-66.191266, Calle Litoral #1754, Temporal Pampa, D2
-17.347047,-66.173043, Calle Alemania #1755, Mayorazgo, D2
-17.357672,-66.159845, Calle Ecuador #1756, Cala Cala, D2
-17.350375,-66.167866, Av. Circunvalación #1757, Temporal Pampa, D2
-17.341380,-66.185868, Calle Mendoza #1758, Mayorazgo, D2
-17.345391,-66.183573, Calle Litoral #1759, Cala Cala, D2
-17.355303,-66.156242, Calle Alemania #1760, Temporal Pampa, D2
-17.351142,-66.174774, Calle Ecuador #1761, Mayorazgo, D2
-17.354450,-66.181809, Av. Circunvalación #1762, Cala Cala, D2
-17.349898,-66.193443, Calle Mendoza #1763, Temporal Pampa, D2
-17.347942,-66.192927, Calle Litoral #1764, Mayorazgo, D2
-17.352473,-66.167608, Calle Alemania #1765, Cala Cala, D2
-17.347781,-66.177917, Calle Ecuador #1766, Temporal Pampa, D2
-17.359422,-66.169019, Av. Circunvalación #1767, Mayorazgo, D2
-17.354990,-66.169170, Calle Mendoza #1768, Cala Cala, D2
-17.353546,-66.170950, Calle Litoral #1769, Temporal Pampa, D2
-17.347405,-66.193315, Calle Alemania #1770, Mayorazgo, D2
-17.337281,-66.193105, Calle Ecuador #1771, Cala Cala, D2
-17.344854,-66.179626, Av. Circunvalación #1772, Temporal Pampa, D2
-17.340424,-66.184721, Calle Mendoza #1773, Mayorazgo, D2
-17.351209,-66.174228, Calle Litoral #1774, Cala Cala, D2
-17.347796,-66.177852, Calle Alemania #1775, Temporal Pampa, D2
-17.338893,-66.184785, Calle Ecuador #1776, Mayorazgo, D2
-17.361490,-66.156692, Av. Circunvalación #1777, Cala Cala, D2
-17.356180,-66.164568, Calle Mendoza #1778, Temporal Pampa, D2
-17.364296,-66.176470, Calle Litoral #1779, Mayorazgo, D2
-17.360635,-66.173652, Calle Alemania #1780, Cala Cala, D2
-17.349262,-66.193245, Calle Ecuador #1781, Temporal Pampa, D2
-17.364323,-66.150898, Av. Circunvalación #1782, Mayorazgo, D2
-17.349451,-66.182421, Calle Mendoza #1783, Cala Cala, D2
-17.354674,-66.179695, Calle Litoral #1784, Temporal Pampa, D2
-17.341893,-66.192816, Calle Alemania #1785, Mayorazgo, D2
-17.344783,-66.197947, Calle Ecuador #1786, Cala Cala, D2
-17.347176,-66.183568, Av. Circunvalación #1787, Temporal Pampa, D2
-17.355257,-66.175810, Calle Mendoza #1788, Mayorazgo, D2
-17.359042,-66.166747, Calle Litoral #1789, Cala Cala, D2
-17.348003,-66.167519, Calle Alemania #1790, Temporal Pampa, D2
-17.353556,-66.183924, Calle Ecuador #1791, Mayorazgo, D2
-17.350376,-66.177170, Av. Circunvalación #1792, Cala Cala, D2
-17.349327,-66.180035, Calle Mendoza #1793, Temporal Pampa, D2
-17.339260,-66.184889, Calle Litoral #1794, Mayorazgo, D2
-17.342057,-66.188929, Calle Alemania #1795, Cala Cala, D2
-17.342224,-66.181598, Calle Ecuador #1796, Temporal Pampa, D2
-17.352383,-66.185976, Av. Circunvalación #1797, Mayorazgo, D2
-17.349572,-66.178907, Calle Mendoza #1798, Cala Cala, D2
-17.350855,-66.177486, Calle Litoral #1799, Temporal Pampa, D2
-17.359866,-66.168213, Calle Alemania #1800, Mayorazgo, D2
-17.346700,-66.184413, Calle Ecuador #1801, Cala Cala, D2
-17.347227,-66.170544, Av. Circunvalación #1802, Temporal Pampa, D2
-17.344511,-66.193829, Calle Mendoza #1803, Mayorazgo, D2
-17.351108,-66.179091, Calle Litoral #1804, Cala Cala, D2
-17.345518,-66.196174, Calle Alemania #1805, Temporal Pampa, D2
-17.357754,-66.150825, Calle Ecuador #1806, Mayorazgo, D2
-17.362561,-66.179337, Av. Circunvalación #1807, Cala Cala, D2
-17.353357,-66.180124, Calle Mendoza #1808, Temporal Pampa, D2
-17.359334,-66.180102, Calle Litoral #1809, Mayorazgo, D2
-17.349146,-66.191707, Calle Alemania #1810, Cala Cala, D2
-17.345721,-66.175751, Calle Ecuador #1811, Temporal Pampa, D2
-17.355540,-66.179004, Av. Circunvalación #1812, Mayorazgo, D2
-17.364622,-66.175932, Calle Mendoza #1813, Cala Cala, D2
-17.365820,-66.153347, Calle Litoral #1814, Temporal Pampa, D2
-17.358889,-66.171186, Calle Alemania #1815, Mayorazgo, D2
-17.364234,-66.153711, Calle Ecuador #1816, Cala Cala, D2
-17.339645,-66.183034, Av. Circunvalación #1817, Temporal Pampa, D2
-17.361628,-66.178417, Calle Mendoza #1818, Mayorazgo, D2
-17.355539,-66.168818, Calle Litoral #1819, Cala Cala, D2
-17.357647,-66.162075, Calle Alemania #1820, Temporal Pampa, D2
-17.346774,-66.178465, Calle Ecuador #1821, Mayorazgo, D2
-17.356057,-66.164910, Av. Circunvalación #1822, Cala Cala, D2
-17.346450,-66.195505, Calle Mendoza #1823, Temporal Pampa, D2
-17.352647,-66.177052, Calle Litoral #1824, Mayorazgo, D2
-17.352473,-66.160558, Calle Alemania #1825, Cala Cala, D2
-17.356320,-66.154253, Calle Ecuador #1826, Temporal Pampa, D2
-17.345135,-66.195034, Av. Circunvalación #1827, Mayorazgo, D2
-17.342304,-66.174409, Calle Mendoza #1828, Cala Cala, D2
-17.350545,-66.184620, Calle Litoral #1829, Temporal Pampa, D2
-17.362384,-66.176657, Calle Alemania #1830, Mayorazgo, D2
-17.357478,-66.171889, Calle Ecuador #1831, Cala Cala, D2
-17.363070,-66.153184, Av. Circunvalación #1832, Temporal Pampa, D2
-17.359165,-66.159737, Calle Mendoza #1833, Mayorazgo, D2
-17.360790,-66.181588, Calle Litoral #1834, Cala Cala, D2
-17.349028,-66.179530, Calle Alemania #1835, Temporal Pampa, D2
-17.365576,-66.156768, Calle Ecuador #1836, Mayorazgo, D2
-17.359311,-66.163814, Av. Circunvalación #1837, Cala Cala, D2
-17.346408,-66.171257, Calle Mendoza #1838, Temporal Pampa, D2
-17.349812,-66.169218, Calle Litoral #1839, Mayorazgo, D2
-17.344217,-66.178107, Calle Alemania #1840, Cala Cala, D2
-17.341814,-66.194568, Calle Ecuador #1841, Temporal Pampa, D2
-17.349371,-66.174542, Av. Circunvalación #1842, Mayorazgo, D2
-17.346490,-66.194822, Calle Mendoza #1843, Cala Cala, D2
-17.356051,-66.164179, Calle Litoral #1844, Temporal Pampa, D2
-17.356447,-66.159401, Calle Alemania #1845, Mayorazgo, D2
-17.342678,-66.193670, Calle Ecuador #1846, Cala Cala, D2
-17.363359,-66.155601, Av. Circunvalación #1847, Temporal Pampa, D2
-17.348684,-66.185608, Calle Mendoza #1848, Mayorazgo, D2
-17.363854,-66.157642, Calle Litoral #1849, Cala Cala, D2
-17.362842,-66.165927, Calle Alemania #1850, Temporal Pampa, D2
-17.360940,-66.153135, Calle Ecuador #1851, Mayorazgo, D2
-17.349312,-66.191462, Av. Circunvalación #1852, Cala Cala, D2
-17.340276,-66.195448, Calle Mendoza #1853, Temporal Pampa, D2
-17.346497,-66.172026, Calle Litoral #1854, Mayorazgo, D2
-17.342162,-66.190071, Calle Alemania #1855, Cala Cala, D2
-17.349660,-66.180673, Calle Ecuador #1856, Temporal Pampa, D2
-17.358451,-66.170101, Av. Circunvalación #1857, Mayorazgo, D2
-17.348588,-66.179417, Calle Mendoza #1858, Cala Cala, D2
-17.349543,-66.165643, Calle Litoral #1859, Temporal Pampa, D2
-17.357117,-66.158462, Calle Alemania #1860, Mayorazgo, D2
-17.350785,-66.179561, Calle Ecuador #1861, Cala Cala, D2
-17.352664,-66.183440, Av. Circunvalación #1862, Temporal Pampa, D2
-17.354142,-66.176692, Calle Mendoza #1863, Mayorazgo, D2
-17.356884,-66.162076, Calle Litoral #1864, Cala Cala, D2
-17.359611,-66.163287, Calle Alemania #1865, Temporal Pampa, D2
-17.365291,-66.157418, Calle Ecuador #1866, Mayorazgo, D2
-17.337459,-66.182494, Av. Circunvalación #1867, Cala Cala, D2
-17.345329,-66.180071, Calle Mendoza #1868, Temporal Pampa, D2
-17.348074,-66.176741, Calle Litoral #1869, Mayorazgo, D2
-17.341700,-66.191689, Calle Alemania #1870, Cala Cala, D2
-17.355865,-66.163450, Calle Ecuador #1871, Temporal Pampa, D2
-17.356361,-66.165449, Av. Circunvalación #1872, Mayorazgo, D2
-17.342496,-66.177171, Calle Mendoza #1873, Cala Cala, D2
-17.360724,-66.157459, Calle Litoral #1874, Temporal Pampa, D2
-17.346015,-66.175344, Calle Alemania #1875, Mayorazgo, D2
-17.346777,-66.189189, Calle Ecuador #1876, Cala Cala, D2
-17.353665,-66.185688, Av. Circunvalación #1877, Temporal Pampa, D2
-17.358521,-66.150521, Calle Mendoza #1878, Mayorazgo, D2
-17.340275,-66.176860, Calle Litoral #1879, Cala Cala, D2
-17.361849,-66.165601, Calle Alemania #1880, Temporal Pampa, D2
-17.357470,-66.157453, Calle Ecuador #1881, Mayorazgo, D2
-17.353290,-66.163128, Av. Circunvalación #1882, Cala Cala, D2
-17.354212,-66.157261, Calle Mendoza #1883, Temporal Pampa, D2
-17.342369,-66.189161, Calle Litoral #1884, Mayorazgo, D2
-17.357287,-66.154549, Calle Alemania #1885, Cala Cala, D2
-17.358527,-66.167898, Calle Ecuador #1886, Temporal Pampa, D2
-17.356271,-66.176684, Av. Circunvalación #1887, Mayorazgo, D2
-17.354983,-66.167687, Calle Mendoza #1888, Cala Cala, D2
-17.354614,-66.176264, Calle Litoral #1889, Temporal Pampa, D2
-17.352786,-66.185770, Calle Alemania #1890, Mayorazgo, D2
-17.359814,-66.178802, Calle Ecuador #1891, Cala Cala, D2
-17.356492,-66.155837, Av. Circunvalación #1892, Temporal Pampa, D2
-17.346407,-66.176479, Calle Mendoza #1893, Mayorazgo, D2
-17.352178,-66.169381, Calle Litoral #1894, Cala Cala, D2
-17.358607,-66.168769, Calle Alemania #1895, Temporal Pampa, D2
-17.345313,-66.190929, Calle Ecuador #1896, Mayorazgo, D2
-17.351298,-66.164150, Av. Circunvalación #1897, Cala Cala, D2
-17.360740,-66.161602, Calle Mendoza #1898, Temporal Pampa, D2
-17.348357,-66.180495, Calle Litoral #1899, Mayorazgo, D2
-17.345156,-66.189800, Calle Alemania #1900, Cala Cala, D2
-17.362075,-66.160729, Calle Ecuador #1901, Temporal Pampa, D2
-17.356637,-66.176384, Av. Circunvalación #1902, Mayorazgo, D2
-17.363417,-66.150427, Calle Mendoza #1903, Cala Cala, D2
-17.365166,-66.156685, Calle Litoral #1904, Temporal Pampa, D2
-17.362955,-66.161357, Calle Alemania #1905, Mayorazgo, D2
-17.345612,-66.191400, Calle Ecuador #1906, Cala Cala, D2
-17.359982,-66.165430, Av. Circunvalación #1907, Temporal Pampa, D2
-17.342271,-66.188052, Calle Mendoza #1908, Mayorazgo, D2
-17.352208,-66.166631, Calle Litoral #1909, Cala Cala, D2
-17.353659,-66.164356, Calle Alemania #1910, Temporal Pampa, D2
-17.342864,-66.191197, Calle Ecuador #1911, Mayorazgo, D2
-17.341368,-66.192367, Av. Circunvalación #1912, Cala Cala, D2
-17.347151,-66.185056, Calle Mendoza #1913, Temporal Pampa, D2
-17.353324,-66.159658, Calle Litoral #1914, Mayorazgo, D2
-17.344395,-66.195151, Calle Alemania #1915, Cala Cala, D2
-17.362796,-66.169954, Calle Ecuador #1916, Temporal Pampa, D2
-17.337970,-66.190983, Av. Circunvalación #1917, Mayorazgo, D2
-17.359960,-66.163727, Calle Mendoza #1918, Cala Cala, D2
-17.349549,-66.167309, Calle Litoral #1919, Temporal Pampa, D2
-17.348477,-66.176529, Calle Alemania #1920, Mayorazgo, D2
-17.341075,-66.177791, Calle Ecuador #1921, Cala Cala, D2
-17.353189,-66.166728, Av. Circunvalación #1922, Temporal Pampa, D2
-17.361048,-66.158051, Calle Mendoza #1923, Mayorazgo, D2
-17.359010,-66.158154, Calle Litoral #1924, Cala Cala, D2
-17.345126,-66.172686, Calle Alemania #1925, Temporal Pampa, D2
-17.342833,-66.182155, Calle Ecuador #1926, Mayorazgo, D2
-17.356261,-66.168207, Av. Circunvalación #1927, Cala Cala, D2
-17.343041,-66.181196, Calle Mendoza #1928, Temporal Pampa, D2
-17.356334,-66.152401, Calle Litoral #1929, Mayorazgo, D2
-17.359026,-66.180921, Calle Alemania #1930, Cala Cala, D2
-17.363711,-66.167329, Calle Ecuador #1931, Temporal Pampa, D2
-17.357409,-66.175162, Av. Circunvalación #1932, Mayorazgo, D2
-17.346947,-66.178193, Calle Mendoza #1933, Cala Cala, D2
-17.347494,-66.181045, Calle Litoral #1934, Temporal Pampa, D2
-17.345917,-66.191474, Calle Alemania #1935, Mayorazgo, D2
-17.341258,-66.188636, Calle Ecuador #1936, Cala Cala, D2
-17.352599,-66.165260, Av. Circunvalación #1937, Temporal Pampa, D2
-17.351034,-66.189864, Calle Mendoza #1938, Mayorazgo, D2
-17.348562,-66.185540, Calle Litoral #1939, Cala Cala, D2
-17.354979,-66.164075, Calle Alemania #1940, Temporal Pampa, D2
-17.346869,-66.179020, Calle Ecuador #1941, Mayorazgo, D2
-17.362594,-66.169433, Av. Circunvalación #1942, Cala Cala, D2
-17.354776,-66.171276, Calle Mendoza #1943, Temporal Pampa, D2
-17.354677,-66.157850, Calle Litoral #1944, Mayorazgo, D2
-17.355878,-66.157955, Calle Alemania #1945, Cala Cala, D2
-17.342343,-66.186423, Calle Ecuador #1946, Temporal Pampa, D2
-17.350314,-66.185578, Av. Circunvalación #1947, Mayorazgo, D2
-17.360999,-66.167003, Calle Mendoza #1948, Cala Cala, D2
-17.345371,-66.192376, Calle Litoral #1949, Temporal Pampa, D2
-17.354156,-66.174751, Calle Alemania #1950, Mayorazgo, D2
-17.345679,-66.186114, Calle Ecuador #1951, Cala Cala, D2
-17.362369,-66.180201, Av. Circunvalación #1952, Temporal Pampa, D2
-17.340401,-66.180264, Calle Mendoza #1953, Mayorazgo, D2
-17.362881,-66.153483, Calle Litoral #1954, Cala Cala, D2
-17.346775,-66.179627, Calle Alemania #1955, Temporal Pampa, D2
-17.344334,-66.197875, Calle Ecuador #1956, Mayorazgo, D2
-17.344599,-66.196204, Av. Circunvalación #1957, Cala Cala, D2
