-17.407483,-66.175647, Av. Blanco Galindo #100, Hipódromo, D4
-17.393691,-66.176017, Calle Melchor Pérez #1307, La Chimba, D4
-17.386141,-66.202531, Calle Jordán #1308, Coña Coña, D4
-17.387994,-66.198836, Calle Portales #1309, Hipódromo, D4
-17.393504,-66.186958, Av. Blanco Galindo #1310, La Chimba, D4
-17.401376,-66.187099, Calle Tupuraya #1311, Coña Coña, D4
-17.384576,-66.205521, Calle Melchor Pérez #1312, Hipódromo, D4
-17.401685,-66.176839, Calle Jordán #1313, La Chimba, D4
-17.386212,-66.197522, Calle Portales #1314, Coña Coña, D4
-17.393102,-66.199950, Av. Blanco Galindo #1315, Hipódromo, D4
-17.408018,-66.174998, Calle Tupuraya #1316, La Chimba, D4
-17.382657,-66.203252, Calle Melchor Pérez #1317, Coña Coña, D4
-17.397061,-66.206660, Calle Jordán #1318, Hipódromo, D4
-17.397238,-66.170769, Calle Portales #1319, La Chimba, D4
-17.406697,-66.183462, Av. Blanco Galindo #1320, Coña Coña, D4
-17.394176,-66.176610, Calle Tupuraya #1321, Hipódromo, D4
-17.399036,-66.211100, Calle Melchor Pérez #1322, La Chimba, D4
-17.382694,-66.205344, Calle Jordán #1323, Coña Coña, D4
-17.398434,-66.196845, Calle Portales #1324, Hipódromo, D4
-17.409559,-66.178714, Av. Blanco Galindo #1325, La Chimba, D4
-17.403352,-66.178345, Calle Tupuraya #1326, Coña Coña, D4
-17.405259,-66.178802, Calle Melchor Pérez #1327, Hipódromo, D4
-17.397371,-66.186611, Calle Jordán #1328, La Chimba, D4
-17.391136,-66.205280, Calle Portales #1329, Coña Coña, D4
-17.394332,-66.176948, Av. Blanco Galindo #1330, Hipódromo, D4
-17.396606,-66.181757, Calle Tupuraya #1331, La Chimba, D4
-17.404871,-66.172226, Calle Melchor Pérez #1332, Coña Coña, D4
-17.384221,-66.198110, Calle Jordán #1333, Hipódromo, D4
-17.397312,-66.181330, Calle Portales #1334, La Chimba, D4
-17.396787,-66.201726, Av. Blanco Galindo #1335, Coña Coña, D4
-17.408218,-66.199165, Calle Tupuraya #1336, Hipódromo, D4
-17.405385,-66.177000, Calle Melchor Pérez #1337, La Chimba, D4
-17.389396,-66.202628, Calle Jordán #1338, Coña Coña, D4
-17.388019,-66.198548, Calle Portales #1339, Hipódromo, D4
-17.394790,-66.196419, Av. Blanco Galindo #1340, La Chimba, D4
-17.400296,-66.193860, Calle Tupuraya #1341, Coña Coña, D4
-17.398454,-66.190912, Calle Melchor Pérez #1342, Hipódromo, D4
-17.398480,-66.174621, Calle Jordán #1343, La Chimba, D4
-17.397424,-66.170643, Calle Portales #1344, Coña Coña, D4
-17.399707,-66.197360, Av. Blanco Galindo #1345, Hipódromo, D4
-17.391070,-66.202678, Calle Tupuraya #1346, La Chimba, D4
-17.394018,-66.197072, Calle Melchor Pérez #1347, Coña Coña, D4
-17.388825,-66.203174, Calle Jordán #1348, Hipódromo, D4
-17.395066,-66.170752, Calle Portales #1349, La Chimba, D4
-17.405823,-66.182601, Av. Blanco Galindo #1350, Coña Coña, D4
-17.404886,-66.184957, Calle Tupuraya #1351, Hipódromo, D4
-17.401267,-66.171842, Calle Melchor Pérez #1352, La Chimba, D4
-17.395600,-66.179866, Calle Jordán #1353, Coña Coña, D4
-17.405823,-66.174394, Calle Portales #1354, Hipódromo, D4
-17.399851,-66.172720, Av. Blanco Galindo #1355, La Chimba, D4
-17.395415,-66.182371, Calle Tupuraya #1356, Coña Coña, D4
-17.404677,-66.186677, Calle Melchor Pérez #1357, Hipódromo, D4
-17.401706,-66.186323, Calle Jordán #1358, La Chimba, D4
-17.406253,-66.177845, Calle Portales #1359, Coña Coña, D4
-17.384643,-66.205727, Av. Blanco Galindo #1360, Hipódromo, D4
-17.402275,-66.184806, Calle Tupuraya #1361, La Chimba, D4
-17.404333,-66.185212, Calle Melchor Pérez #1362, Coña Coña, D4
-17.398456,-66.186210, Calle Jordán #1363, Hipódromo, D4
-17.394161,-66.195741, Calle Portales #1364, La Chimba, D4
-17.397807,-66.201835, Av. Blanco Galindo #1365, Coña Coña, D4
-17.395804,-66.206852, Calle Tupuraya #1366, Hipódromo, D4
-17.408001,-66.198159, Calle Melchor Pérez #1367, La Chimba, D4
-17.404438,-66.187619, Calle Jordán #1368, Coña Coña, D4
-17.396344,-66.202592, Calle Portales #1369, Hipódromo, D4
-17.387113,-66.198216, Av. Blanco Galindo #1370, La Chimba, D4
-17.401450,-66.182557, Calle Tupuraya #1371, Coña Coña, D4
-17.394772,-66.193875, Calle Melchor Pérez #1372, Hipódromo, D4
-17.397707,-66.203759, Calle Jordán #1373, La Chimba, D4
-17.410151,-66.179126, Calle Portales #1374, Coña Coña, D4
-17.383035,-66.204727, Av. Blanco Galindo #1375, Hipódromo, D4
-17.387764,-66.201578, Calle Tupuraya #1376, La Chimba, D4
-17.398505,-66.185990, Calle Melchor Pérez #1377, Coña Coña, D4
-17.393858,-66.192284, Calle Jordán #1378, Hipódromo, D4
-17.398201,-66.181921, Calle Portales #1379, La Chimba, D4
-17.399811,-66.186365, Av. Blanco Galindo #1380, Coña Coña, D4
-17.386985,-66.202202, Calle Tupuraya #1381, Hipódromo, D4
-17.394656,-66.176513, Calle Melchor Pérez #1382, La Chimba, D4
-17.397090,-66.199258, Calle Jordán #1383, Coña Coña, D4
-17.396126,-66.183739, Calle Portales #1384, Hipódromo, D4
-17.387281,-66.198461, Av. Blanco Galindo #1385, La Chimba, D4
-17.393268,-66.189948, Calle Tupuraya #1386, Coña Coña, D4
-17.399961,-66.185750, Calle Melchor Pérez #1387, Hipódromo, D4
-17.396108,-66.181029, Calle Jordán #1388, La Chimba, D4
-17.405778,-66.184000, Calle Portales #1389, Coña Coña, D4
-17.398030,-66.184403, Av. Blanco Galindo #1390, Hipódromo, D4
-17.398633,-66.186211, Calle Tupuraya #1391, La Chimba, D4
-17.408359,-66.179186, Calle Melchor Pérez #1392, Coña Coña, D4
-17.397660,-66.179041, Calle Jordán #1393, Hipódromo, D4
-17.396113,-66.203065, Calle Portales #1394, La Chimba, D4
-17.384992,-66.201847, Av. Blanco Galindo #1395, Coña Coña, D4
-17.393164,-66.199853, Calle Tupuraya #1396, Hipódromo, D4
-17.383900,-66.204629, Calle Melchor Pérez #1397, La Chimba, D4
-17.398771,-66.191061, Calle Jordán #1398, Coña Coña, D4
-17.397768,-66.179348, Calle Portales #1399, Hipódromo, D4
-17.402958,-66.175023, Av. Blanco Galindo #1400, La Chimba, D4
-17.394231,-66.203393, Calle Tupuraya #1401, Coña Coña, D4
-17.399030,-66.183011, Calle Melchor Pérez #1402, Hipódromo, D4
-17.397935,-66.179760, Calle Jordán #1403, La Chimba, D4
-17.385448,-66.200068, Calle Portales #1404, Coña Coña, D4
-17.398814,-66.176604, Av. Blanco Galindo #1405, Hipódromo, D4
-17.399620,-66.186751, Calle Tupuraya #1406, La Chimba, D4
-17.397748,-66.205456, Calle Melchor Pérez #1407, Coña Coña, D4
-17.389676,-66.197515, Calle Jordán #1408, Hipódromo, D4
-17.398929,-66.208540, Calle Portales #1409, La Chimba, D4
-17.396245,-66.201207, Av. Blanco Galindo #1410, Coña Coña, D4
-17.400600,-66.197363, Calle Tupuraya #1411, Hipódromo, D4
-17.400868,-66.187695, Calle Melchor Pérez #1412, La Chimba, D4
-17.397063,-66.202143, Calle Jordán #1413, Coña Coña, D4
-17.402382,-66.197368, Calle Portales #1414, Hipódromo, D4
-17.401334,-66.172930, Av. Blanco Galindo #1415, La Chimba, D4
-17.382342,-66.200650, Calle Tupuraya #1416, Coña Coña, D4
-17.404827,-66.180711, Calle Melchor Pérez #1417, Hipódromo, D4
-17.405730,-66.186943, Calle Jordán #1418, La Chimba, D4
-17.397156,-66.175661, Calle Portales #1419, Coña Coña, D4
-17.395413,-66.189502, Av. Blanco Galindo #1420, Hipódromo, D4
-17.400493,-66.197336, Calle Tupuraya #1421, La Chimba, D4
-17.386221,-66.200045, Calle Melchor Pérez #1422, Coña Coña, D4
-17.401937,-66.171863, Calle Jordán #1423, Hipódromo, D4
-17.396835,-66.174432, Calle Portales #1424, La Chimba, D4
-17.395249,-66.184320, Av. Blanco Galindo #1425, Coña Coña, D4
-17.394077,-66.184129, Calle Tupuraya #1426, Hipódromo, D4
-17.397508,-66.179189, Calle Melchor Pérez #1427, La Chimba, D4
-17.398502,-66.211601, Calle Jordán #1428, Coña Coña, D4
-17.381499,-66.198389, Calle Portales #1429, Hipódromo, D4
-17.401938,-66.181725, Av. Blanco Galindo #1430, La Chimba, D4
-17.394033,-66.180452, Calle Tupuraya #1431, Coña Coña, D4
-17.393094,-66.200738, Calle Melchor Pérez #1432, Hipódromo, D4
-17.383694,-66.202725, Calle Jordán #1433, La Chimba, D4
-17.395955,-66.181179, Calle Portales #1434, Coña Coña, D4
-17.386790,-66.199479, Av. Blanco Galindo #1435, Hipódromo, D4
-17.404942,-66.188012, Calle Tupuraya #1436, La Chimba, D4
-17.396634,-66.172488, Calle Melchor Pérez #1437, Coña Coña, D4
-17.387369,-66.207265, Calle Jordán #1438, Hipódromo, D4
-17.406741,-66.176053, Calle Portales #1439, La Chimba, D4
-17.396609,-66.194761, Av. Blanco Galindo #1440, Coña Coña, D4
-17.400042,-66.200027, Calle Tupuraya #1441, Hipódromo, D4
-17.400331,-66.171317, Calle Melchor Pérez #1442, La Chimba, D4
-17.398330,-66.193267, Calle Jordán #1443, Coña Coña, D4
-17.408372,-66.182144, Calle Portales #1444, Hipódromo, D4
-17.402779,-66.178954, Av. Blanco Galindo #1445, La Chimba, D4
-17.398988,-66.184992, Calle Tupuraya #1446, Coña Coña, D4
-17.398746,-66.174451, Calle Melchor Pérez #1447, Hipódromo, D4
-17.395699,-66.209795, Calle Jordán #1448, La Chimba, D4
-17.406824,-66.198737, Calle Portales #1449, Coña Coña, D4
-17.399382,-66.212164, Av. Blanco Galindo #1450, Hipódromo, D4
-17.399343,-66.188319, Calle Tupuraya #1451, La Chimba, D4
-17.382329,-66.198229, Calle Melchor Pérez #1452, Coña Coña, D4
-17.399615,-66.209080, Calle Jordán #1453, Hipódromo, D4
-17.403625,-66.177019, Calle Portales #1454, La Chimba, D4
-17.392859,-66.206045, Av. Blanco Galindo #1455, Coña Coña, D4
-17.396281,-66.171935, Calle Tupuraya #1456, Hipódromo, D4
-17.400338,-66.179821, Calle Melchor Pérez #1457, La Chimba, D4
-17.406013,-66.189354, Calle Jordán #1458, Coña Coña, D4
-17.396008,-66.171346, Calle Portales #1459, Hipódromo, D4
-17.393512,-66.185776, Av. Blanco Galindo #1460, La Chimba, D4
-17.382735,-66.201749, Calle Tupuraya #1461, Coña Coña, D4
-17.399013,-66.178494, Calle Melchor Pérez #1462, Hipódromo, D4
-17.399012,-66.182289, Calle Jordán #1463, La Chimba, D4
-17.400777,-66.183271, Calle Portales #1464, Coña Coña, D4
-17.404718,-66.185772, Av. Blanco Galindo #1465, Hipódromo, D4
-17.400118,-66.171282, Calle Tupuraya #1466, La Chimba, D4
-17.405768,-66.185079, Calle Melchor Pérez #1467, Coña Coña, D4
-17.398042,-66.187542, Calle Jordán #1468, Hipódromo, D4
-17.393659,-66.179055, Calle Portales #1469, La Chimba, D4
-17.398903,-66.207960, Av. Blanco Galindo #1470, Coña Coña, D4
-17.399512,-66.213894, Calle Tupuraya #1471, Hipódromo, D4
-17.384644,-66.202881, Calle Melchor Pérez #1472, La Chimba, D4
-17.397402,-66.201354, Calle Jordán #1473, Coña Coña, D4
-17.395459,-66.191636, Calle Portales #1474, Hipódromo, D4
-17.397910,-66.174047, Av. Blanco Galindo #1475, La Chimba, D4
-17.395841,-66.195554, Calle Tupuraya #1476, Coña Coña, D4
-17.401968,-66.173115, Calle Melchor Pérez #1477, Hipódromo, D4
-17.383991,-66.200853, Calle Jordán #1478, La Chimba, D4
-17.389135,-66.204618, Calle Portales #1479, Coña Coña, D4
-17.399078,-66.197045, Av. Blanco Galindo #1480, Hipódromo, D4
-17.409352,-66.180438, Calle Tupuraya #1481, La Chimba, D4
-17.399306,-66.180400, Calle Melchor Pérez #1482, Coña Coña, D4
-17.405642,-66.198840, Calle Jordán #1483, Hipódromo, D4
-17.396840,-66.197196, Calle Portales #1484, La Chimba, D4
-17.399458,-66.214183, Av. Blanco Galindo #1485, Coña Coña, D4
-17.410399,-66.181953, Calle Tupuraya #1486, Hipódromo, D4
-17.397629,-66.211360, Calle Melchor Pérez #1487, La Chimba, D4
-17.406214,-66.185760, Calle Jordán #1488, Coña Coña, D4
-17.405126,-66.179609, Calle Portales #1489, Hipódromo, D4
-17.388117,-66.207155, Av. Blanco Galindo #1490, La Chimba, D4
-17.392698,-66.197830, Calle Tupuraya #1491, Coña Coña, D4
-17.408244,-66.174731, Calle Melchor Pérez #1492, Hipódromo, D4
-17.397250,-66.184243, Calle Jordán #1493, La Chimba, D4
-17.381793,-66.198683, Calle Portales #1494, Coña Coña, D4
-17.383515,-66.201061, Av. Blanco Galindo #1495, Hipódromo, D4
-17.400472,-66.191035, Calle Tupuraya #1496, La Chimba, D4
-17.396311,-66.174969, Calle Melchor Pérez #1497, Coña Coña, D4
-17.382984,-66.197958, Calle Jordán #1498, Hipódromo, D4
-17.395606,-66.191725, Calle Portales #1499, La Chimba, D4
-17.395135,-66.181604, Av. Blanco Galindo #1500, Coña Coña, D4
-17.405770,-66.177091, Calle Tupuraya #1501, Hipódromo, D4
-17.396557,-66.192270, Calle Melchor Pérez #1502, La Chimba, D4
-17.389096,-66.198202, Calle Jordán #1503, Coña Coña, D4
-17.394742,-66.192759, Calle Portales #1504, Hipódromo, D4
-17.404859,-66.183803, Av. Blanco Galindo #1505, La Chimba, D4
-17.403541,-66.175109, Calle Tupuraya #1506, Coña Coña, D4
-17.385342,-66.206265, Calle Melchor Pérez #1507, Hipódromo, D4
-17.406364,-66.182501, Calle Jordán #1508, La Chimba, D4
-17.405842,-66.185493, Calle Portales #1509, Coña Coña, D4
-17.393819,-66.185489, Av. Blanco Galindo #1510, Hipódromo, D4
-17.397625,-66.212193, Calle Tupuraya #1511, La Chimba, D4
-17.396641,-66.209546, Calle Melchor Pérez #1512, Coña Coña, D4
-17.398167,-66.175117, Calle Jordán #1513, Hipódromo, D4
-17.397753,-66.213082, Calle Portales #1514, La Chimba, D4
-17.396249,-66.201564, Av. Blanco Galindo #1515, Coña Coña, D4
-17.396212,-66.187281, Calle Tupuraya #1516, Hipódromo, D4
-17.406648,-66.198242, Calle Melchor Pérez #1517, La Chimba, D4
-17.384938,-66.200804, Calle Jordán #1518, Coña Coña, D4
-17.395146,-66.202841, Calle Portales #1519, Hipódromo, D4
-17.408628,-66.180396, Av. Blanco Galindo #1520, La Chimba, D4
-17.398909,-66.184995, Calle Tupuraya #1521, Coña Coña, D4
-17.400379,-66.171169, Calle Melchor Pérez #1522, Hipódromo, D4
-17.405009,-66.172596, Calle Jordán #1523, La Chimba, D4
-17.396685,-66.193797, Calle Portales #1524, Coña Coña, D4
-17.395844,-66.189931, Av. Blanco Galindo #1525, Hipódromo, D4
-17.396908,-66.204195, Calle Tupuraya #1526, La Chimba, D4
-17.398499,-66.207913, Calle Melchor Pérez #1527, Coña Coña, D4
-17.384219,-66.207559, Calle Jordán #1528, Hipódromo, D4
-17.384555,-66.200395, Calle Portales #1529, La Chimba, D4
-17.399662,-66.211393, Av. Blanco Galindo #1530, Coña Coña, D4
-17.382877,-66.200893, Calle Tupuraya #1531, Hipódromo, D4
-17.394864,-66.195096, Calle Melchor Pérez #1532, La Chimba, D4
-17.403247,-66.187667, Calle Jordán #1533, Coña Coña, D4
-17.408858,-66.177106, Calle Portales #1534, Hipódromo, D4
-17.401453,-66.181022, Av. Blanco Galindo #1535, La Chimba, D4
-17.396492,-66.191677, Calle Tupuraya #1536, Coña Coña, D4
-17.391028,-66.205111, Calle Melchor Pérez #1537, Hipódromo, D4
-17.397733,-66.179164, Calle Jordán #1538, La Chimba, D4
-17.402769,-66.170042, Calle Portales #1539, Coña Coña, D4
-17.397626,-66.209444, Av. Blanco Galindo #1540, Hipódromo, D4
-17.392032,-66.199166, Calle Tupuraya #1541, La Chimba, D4
-17.406050,-66.178038, Calle Melchor Pérez #1542, Coña Coña, D4
-17.396050,-66.209946, Calle Jordán #1543, Hipódromo, D4
-17.384857,-66.204382, Calle Portales #1544, La Chimba, D4
-17.394536,-66.181057, Av. Blanco Galindo #1545, Coña Coña, D4
-17.402380,-66.171014, Calle Tupuraya #1546, Hipódromo, D4
-17.400683,-66.170344, Calle Melchor Pérez #1547, La Chimba, D4
-17.397878,-66.172935, Calle Jordán #1548, Coña Coña, D4
-17.398586,-66.197038, Calle Portales #1549, Hipódromo, D4
-17.400629,-66.190845, Av. Blanco Galindo #1550, La Chimba, D4
-17.393907,-66.192294, Calle Tupuraya #1551, Coña Coña, D4
-17.385830,-66.196566, Calle Melchor Pérez #1552, Hipódromo, D4
-17.399771,-66.186205, Calle Jordán #1553, La Chimba, D4
-17.384578,-66.205441, Calle Portales #1554, Coña Coña, D4
-17.398821,-66.176605, Av. Blanco Galindo #1555, Hipódromo, D4
-17.387898,-66.203757, Calle Tupuraya #1556, La Chimba, D4
-17.401380,-66.184482, Calle Melchor Pérez #1557, Coña Coña, D4
-17.394372,-66.176124, Calle Jordán #1558, Hipódromo, D4
-17.406465,-66.176848, Calle Portales #1559, La Chimba, D4
-17.397958,-66.179918, Av. Blanco Galindo #1560, Coña Coña, D4
-17.399171,-66.175476, Calle Tupuraya #1561, Hipódromo, D4
-17.394631,-66.189752, Calle Melchor Pérez #1562, La Chimba, D4
-17.396188,-66.200561, Calle Jordán #1563, Coña Coña, D4
-17.399018,-66.168980, Calle Portales #1564, Hipódromo, D4
-17.404966,-66.187561, Av. Blanco Galindo #1565, La Chimba, D4
-17.401252,-66.169838, Calle Tupuraya #1566, Coña Coña, D4
-17.397737,-66.192726, Calle Melchor Pérez #1567, Hipódromo, D4
-17.383572,-66.198872, Calle Jordán #1568, La Chimba, D4
-17.396375,-66.178471, Calle Portales #1569, Coña Coña, D4
-17.383421,-66.201529, Av. Blanco Galindo #1570, Hipódromo, D4
-17.408067,-66.182727, Calle Tupuraya #1571, La Chimba, D4
-17.393457,-66.186015, Calle Melchor Pérez #1572, Coña Coña, D4
-17.404848,-66.189018, Calle Jordán #1573, Hipódromo, D4
-17.403864,-66.181376, Calle Portales #1574, La Chimba, D4
-17.388738,-66.201640, Av. Blanco Galindo #1575, Coña Coña, D4
-17.399459,-66.194280, Calle Tupuraya #1576, Hipódromo, D4
-17.396605,-66.201144, Calle Melchor Pérez #1577, La Chimba, D4
-17.395447,-66.171562, Calle Jordán #1578, Coña Coña, D4
-17.398457,-66.192658, Calle Portales #1579, Hipódromo, D4
-17.391297,-66.204480, Av. Blanco Galindo #1580, La Chimba, D4
-17.403814,-66.177667, Calle Tupuraya #1581, Coña Coña, D4
-17.402323,-66.187032, Calle Melchor Pérez #1582, Hipódromo, D4
-17.396600,-66.180475, Calle Jordán #1583, La Chimba, D4
-17.384111,-66.200183, Calle Portales #1584, Coña Coña, D4
-17.395017,-66.183038, Av. Blanco Galindo #1585, Hipódromo, D4
-17.388504,-66.197397, Calle Tupuraya #1586, La Chimba, D4
-17.408490,-66.179897, Calle Melchor Pérez #1587, Coña Coña, D4
-17.395501,-66.173736, Calle Jordán #1588, Hipódromo, D4
-17.386470,-66.200536, Calle Portales #1589, La Chimba, D4
-17.396331,-66.189371, Av. Blanco Galindo #1590, Coña Coña, D4
-17.390203,-66.200275, Calle Tupuraya #1591, Hipódromo, D4
-17.399290,-66.189061, Calle Melchor Pérez #1592, La Chimba, D4
-17.394949,-66.174886, Calle Jordán #1593, Coña Coña, D4
-17.394060,-66.207930, Calle Portales #1594, Hipódromo, D4
-17.396194,-66.189825, Av. Blanco Galindo #1595, La Chimba, D4
-17.399312,-66.210545, Calle Tupuraya #1596, Coña Coña, D4
-17.399542,-66.172750, Calle Melchor Pérez #1597, Hipódromo, D4
-17.406253,-66.171663, Calle Jordán #1598, La Chimba, D4
-17.404559,-66.197308, Calle Portales #1599, Coña Coña, D4
-17.400861,-66.173542, Av. Blanco Galindo #1600, Hipódromo, D4
-17.397743,-66.169836, Calle Tupuraya #1601, La Chimba, D4
-17.408276,-66.179830, Calle Melchor Pérez #1602, Coña Coña, D4
-17.394835,-66.189618, Calle Jordán #1603, Hipódromo, D4
-17.406982,-66.198775, Calle Portales #1604, La Chimba, D4
-17.398213,-66.185470, Av. Blanco Galindo #1605, Coña Coña, D4
-17.400911,-66.196833, Calle Tupuraya #1606, Hipódromo, D4
-17.406763,-66.198078, Calle Melchor Pérez #1607, La Chimba, D4
-17.386038,-66.199286, Calle Jordán #1608, Coña Coña, D4
-17.398364,-66.170424, Calle Portales #1609, Hipódromo, D4
-17.398032,-66.196075, Av. Blanco Galindo #1610, La Chimba, D4
-17.393157,-66.201621, Calle Tupuraya #1611, Coña Coña, D4
-17.387613,-66.205752, Calle Melchor Pérez #1612, Hipódromo, D4
-17.397268,-66.175254, Calle Jordán #1613, La Chimba, D4
-17.395573,-66.175874, Calle Portales #1614, Coña Coña, D4
-17.399828,-66.173198, Av. Blanco Galindo #1615, Hipódromo, D4
-17.402376,-66.187151, Calle Tupuraya #1616, La Chimba, D4
-17.402968,-66.172153, Calle Melchor Pérez #1617, Coña Coña, D4
-17.398354,-66.196513, Calle Jordán #1618, Hipódromo, D4
-17.386182,-66.201365, Calle Portales #1619, La Chimba, D4
-17.397133,-66.206220, Av. Blanco Galindo #1620, Coña Coña, D4
-17.407320,-66.173544, Calle Tupuraya #1621, Hipódromo, D4
-17.394483,-66.184243, Calle Melchor Pérez #1622, La Chimba, D4
-17.384648,-66.203877, Calle Jordán #1623, Coña Coña, D4
-17.400134,-66.170232, Calle Portales #1624, Hipódromo, D4
-17.399782,-66.191064, Av. Blanco Galindo #1625, La Chimba, D4
-17.391387,-66.199392, Calle Tupuraya #1626, Coña Coña, D4
-17.399349,-66.205592, Calle Melchor Pérez #1627, Hipódromo, D4
-17.397917,-66.179130, Calle Jordán #1628, La Chimba, D4
-17.402516,-66.180730, Calle Portales #1629, Coña Coña, D4
