-17.433056,-66.138849, Calle Roma #100, Ticti Norte, D8
-17.447606,-66.121552, Calle Hamburgo #1531, Ticti Norte, D8
-17.468367,-66.113050, Calle Ticti #1532, Valle Hermoso, D8
-17.444877,-66.134966, Calle Sierra Nevada #1533, Ushpa Ushpa, D8
-17.456704,-66.120386, Calle Colorado #1534, Ticti Norte, D8
-17.471548,-66.106300, Calle Roma #1535, Valle Hermoso, D8
-17.461927,-66.097985, Calle Hamburgo #1536, Ushpa Ushpa, D8
-17.445206,-66.123768, Calle Ticti #1537, Ticti Norte, D8
-17.445066,-66.132752, Calle Sierra Nevada #1538, Valle Hermoso, D8
-17.455853,-66.100798, Calle Colorado #1539, Ushpa Ushpa, D8
-17.441382,-66.102912, Calle Roma #1540, Ticti Norte, D8
-17.434191,-66.145242, Calle Hamburgo #1541, Valle Hermoso, D8
-17.440645,-66.138623, Calle Ticti #1542, Ushpa Ushpa, D8
-17.481293,-66.106065, Calle Sierra Nevada #1543, Ticti Norte, D8
-17.429076,-66.133344, Calle Colorado #1544, Valle Hermoso, D8
-17.434383,-66.136896, Calle Roma #1545, Ushpa Ushpa, D8
-17.474983,-66.110816, Calle Hamburgo #1546, Ticti Norte, D8
-17.434249,-66.142886, Calle Ticti #1547, Valle Hermoso, D8
-17.446457,-66.122907, Calle Sierra Nevada #1548, Ushpa Ushpa, D8
-17.479834,-66.106157, Calle Colorado #1549, Ticti Norte, D8
-17.432309,-66.133090, Calle Roma #1550, Valle Hermoso, D8
-17.437649,-66.132513, Calle Hamburgo #1551, Ushpa Ushpa, D8
-17.472574,-66.102642, Calle Ticti #1552, Ticti Norte, D8
-17.477438,-66.104455, Calle Sierra Nevada #1553, Valle Hermoso, D8
-17.474150,-66.088445, Calle Colorado #1554, Ushpa Ushpa, D8
-17.466138,-66.094724, Calle Roma #1555, Ticti Norte, D8
-17.467652,-66.090288, Calle Hamburgo #1556, Valle Hermoso, D8
-17.444825,-66.102459, Calle Ticti #1557, Ushpa Ushpa, D8
-17.460421,-66.092086, Calle Sierra Nevada #1558, Ticti Norte, D8
-17.482507,-66.098378, Calle Colorado #1559, Valle Hermoso, D8
-17.471098,-66.108449, Calle Roma #1560, Ushpa Ushpa, D8
-17.429963,-66.141733, Calle Hamburgo #1561, Ticti Norte, D8
-17.429226,-66.139102, Calle Ticti #1562, Valle Hermoso, D8
-17.442795,-66.123489, Calle Sierra Nevada #1563, Ushpa Ushpa, D8
-17.435967,-66.137113, Calle Colorado #1564, Ticti Norte, D8
-17.460617,-66.105618, Calle Roma #1565, Valle Hermoso, D8
-17.473049,-66.107389, Calle Hamburgo #1566, Ushpa Ushpa, D8
-17.479178,-66.098595, Calle Ticti #1567, Ticti Norte, D8
-17.439698,-66.101570, Calle Sierra Nevada #1568, Valle Hermoso, D8
-17.447415,-66.126538, Calle Colorado #1569, Ushpa Ushpa, D8
-17.471950,-66.086327, Calle Roma #1570, Ticti Norte, D8
-17.476383,-66.107200, Calle Hamburgo #1571, Valle Hermoso, D8
-17.448820,-66.097034, Calle Ticti #1572, Ushpa Ushpa, D8
-17.433642,-66.146356, Calle Sierra Nevada #1573, Ticti Norte, D8
-17.459251,-66.090107, Calle Colorado #1574, Valle Hermoso, D8
-17.460362,-66.101361, Calle Roma #1575, Ushpa Ushpa, D8
-17.481346,-66.102364, Calle Hamburgo #1576, Ticti Norte, D8
-17.438008,-66.100807, Calle Ticti #1577, Valle Hermoso, D8
-17.461804,-66.113899, Calle Sierra Nevada #1578, Ushpa Ushpa, D8
-17.435691,-66.143418, Calle Colorado #1579, Ticti Norte, D8
-17.431060,-66.141674, Calle Roma #1580, Valle Hermoso, D8
-17.465965,-66.093283, Calle Hamburgo #1581, Ushpa Ushpa, D8
-17.447695,-66.130704, Calle Ticti #1582, Ticti Norte, D8
-17.446747,-66.125749, Calle Sierra Nevada #1583, Valle Hermoso, D8
-17.430780,-66.144524, Calle Colorado #1584, Ushpa Ushpa, D8
-17.448181,-66.120911, Calle Roma #1585, Ticti Norte, D8
-17.458740,-66.122130, Calle Hamburgo #1586, Valle Hermoso, D8
-17.474088,-66.108735, Calle Ticti #1587, Ushpa Ushpa, D8
-17.448109,-66.101013, Calle Sierra Nevada #1588, Ticti Norte, D8
-17.472814,-66.086440, Calle Colorado #1589, Valle Hermoso, D8
-17.428068,-66.139308, Calle Roma #1590, Ushpa Ushpa, D8
-17.460693,-66.105562, Calle Hamburgo #1591, Ticti Norte, D8
-17.465460,-66.109147, Calle Ticti #1592, Valle Hermoso, D8
-17.466633,-66.110753, Calle Sierra Nevada #1593, Ushpa Ushpa, D8
-17.461303,-66.102051, Calle Colorado #1594, Ticti Norte, D8
-17.451675,-66.096181, Calle Roma #1595, Valle Hermoso, D8
-17.460941,-66.094417, Calle Hamburgo #1596, Ushpa Ushpa, D8
-17.471942,-66.102862, Calle Ticti #1597, Ticti Norte, D8
-17.466393,-66.087131, Calle Sierra Nevada #1598, Valle Hermoso, D8
-17.473135,-66.097766, Calle Colorado #1599, Ushpa Ushpa, D8
-17.440982,-66.132765, Calle Roma #1600, Ticti Norte, D8
-17.469804,-66.091197, Calle Hamburgo #1601, Valle Hermoso, D8
-17.447963,-66.120405, Calle Ticti #1602, Ushpa Ushpa, D8
-17.448213,-66.129792, Calle Sierra Nevada #1603, Ticti Norte, D8
-17.440215,-66.137080, Calle Colorado #1604, Valle Hermoso, D8
-17.463185,-66.101224, Calle Roma #1605, Ushpa Ushpa, D8
-17.427001,-66.139665, Calle Hamburgo #1606, Ticti Norte, D8
-17.445729,-66.133251, Calle Ticti #1607, Valle Hermoso, D8
-17.445366,-66.129576, Calle Sierra Nevada #1608, Ushpa Ushpa, D8
-17.469635,-66.101550, Calle Colorado #1609, Ticti Norte, D8
-17.471039,-66.096947, Calle Roma #1610, Valle Hermoso, D8
-17.455736,-66.122637, Calle Hamburgo #1611, Ushpa Ushpa, D8
-17.457099,-66.122957, Calle Ticti #1612, Ticti Norte, D8
-17.435754,-66.138840, Calle Sierra Nevada #1613, Valle Hermoso, D8
-17.449621,-66.095879, Calle Colorado #1614, Ushpa Ushpa, D8
-17.468832,-66.087003, Calle Roma #1615, Ticti Norte, D8
-17.434938,-66.130134, Calle Hamburgo #1616, Valle Hermoso, D8
-17.433194,-66.147574, Calle Ticti #1617, Ushpa Ushpa, D8
-17.463422,-66.089185, Calle Sierra Nevada #1618, Ticti Norte, D8
-17.461012,-66.096724, Calle Colorado #1619, Valle Hermoso, D8
-17.436341,-66.141440, Calle Roma #1620, Ushpa Ushpa, D8
-17.466615,-66.114089, Calle Hamburgo #1621, Ticti Norte, D8
-17.444824,-66.097913, Calle Ticti #1622, Valle Hermoso, D8
-17.438028,-66.128717, Calle Sierra Nevada #1623, Ushpa Ushpa, D8
-17.474240,-66.092102, Calle Colorado #1624, Ticti Norte, D8
-17.438215,-66.130726, Calle Roma #1625, Valle Hermoso, D8
-17.441341,-66.130865, Calle Hamburgo #1626, Ushpa Ushpa, D8
-17.480369,-66.096682, Calle Ticti #1627, Ticti Norte, D8
-17.452405,-66.127177, Calle Sierra Nevada #1628, Valle Hermoso, D8
-17.465787,-66.092972, Calle Colorado #1629, Ushpa Ushpa, D8
-17.439237,-66.127360, Calle Roma #1630, Ticti Norte, D8
-17.466125,-66.100895, Calle Hamburgo #1631, Valle Hermoso, D8
-17.430935,-66.133121, Calle Ticti #1632, Ushpa Ushpa, D8
-17.471090,-66.101641, Calle Sierra Nevada #1633, Ticti Norte, D8
-17.469968,-66.096685, Calle Colorado #1634, Valle Hermoso, D8
-17.464326,-66.090929, Calle Roma #1635, Ushpa Ushpa, D8
-17.479759,-66.097424, Calle Hamburgo #1636, Ticti Norte, D8
-17.445294,-66.097726, Calle Ticti #1637, Valle Hermoso, D8
-17.444116,-66.126034, Calle Sierra Nevada #1638, Ushpa Ushpa, D8
-17.463611,-66.118967, Calle Colorado #1639, Ticti Norte, D8
-17.473553,-66.108807, Calle Roma #1640, Valle Hermoso, D8
-17.466025,-66.109134, Calle Hamburgo #1641, Ushpa Ushpa, D8
-17.463426,-66.094651, Calle Ticti #1642, Ticti Norte, D8
-17.461123,-66.099084, Calle Sierra Nevada #1643, Valle Hermoso, D8
-17.459612,-66.119004, Calle Colorado #1644, Ushpa Ushpa, D8
-17.456509,-66.106122, Calle Roma #1645, Ticti Norte, D8
-17.457626,-66.117530, Calle Hamburgo #1646, Valle Hermoso, D8
-17.443526,-66.100206, Calle Ticti #1647, Ushpa Ushpa, D8
-17.468918,-66.104945, Calle Sierra Nevada #1648, Ticti Norte, D8
-17.465359,-66.114497, Calle Colorado #1649, Valle Hermoso, D8
-17.426488,-66.136234, Calle Roma #1650, Ushpa Ushpa, D8
-17.466514,-66.107479, Calle Hamburgo #1651, Ticti Norte, D8
-17.457003,-66.106269, Calle Ticti #1652, Valle Hermoso, D8
-17.457871,-66.105978, Calle Sierra Nevada #1653, Ushpa Ushpa, D8
-17.454031,-66.094736, Calle Colorado #1654, Ticti Norte, D8
-17.444230,-66.134911, Calle Roma #1655, Valle Hermoso, D8
-17.460573,-66.120396, Calle Hamburgo #1656, Ushpa Ushpa, D8
-17.457399,-66.100927, Calle Ticti #1657, Ticti Norte, D8
-17.458255,-66.106796, Calle Sierra Nevada #1658, Valle Hermoso, D8
-17.459261,-66.103718, Calle Colorado #1659, Ushpa Ushpa, D8
-17.472482,-66.097035, Calle Roma #1660, Ticti Norte, D8
-17.455781,-66.098864, Calle Hamburgo #1661, Valle Hermoso, D8
-17.448698,-66.096082, Calle Ticti #1662, Ushpa Ushpa, D8
-17.427431,-66.138675, Calle Sierra Nevada #1663, Ticti Norte, D8
-17.435424,-66.133856, Calle Colorado #1664, Valle Hermoso, D8
-17.464379,-66.101332, Calle Roma #1665, Ushpa Ushpa, D8
-17.455872,-66.098352, Calle Hamburgo #1666, Ticti Norte, D8
-17.481529,-66.102794, Calle Ticti #1667, Valle Hermoso, D8
-17.451076,-66.127818, Calle Sierra Nevada #1668, Ushpa Ushpa, D8
-17.445906,-66.134403, Calle Colorado #1669, Ticti Norte, D8
-17.467684,-66.094921, Calle Roma #1670, Valle Hermoso, D8
-17.442220,-66.128906, Calle Hamburgo #1671, Ushpa Ushpa, D8
-17.444900,-66.132326, Calle Ticti #1672, Ticti Norte, D8
-17.463947,-66.109249, Calle Sierra Nevada #1673, Valle Hermoso, D8
-17.437741,-66.142434, Calle Colorado #1674, Ushpa Ushpa, D8
-17.452169,-66.095705, Calle Roma #1675, Ticti Norte, D8
-17.475900,-66.088866, Calle Hamburgo #1676, Valle Hermoso, D8
-17.465106,-66.114044, Calle Ticti #1677, Ushpa Ushpa, D8
-17.461023,-66.102353, Calle Sierra Nevada #1678, Ticti Norte, D8
-17.479318,-66.094059, Calle Colorado #1679, Valle Hermoso, D8
-17.441300,-66.140212, Calle Roma #1680, Ushpa Ushpa, D8
-17.468889,-66.091809, Calle Hamburgo #1681, Ticti Norte, D8
-17.445065,-66.135508, Calle Ticti #1682, Valle Hermoso, D8
-17.474831,-66.100303, Calle Sierra Nevada #1683, Ushpa Ushpa, D8
-17.481435,-66.106494, Calle Colorado #1684, Ticti Norte, D8
-17.456696,-66.103330, Calle Roma #1685, Valle Hermoso, D8
-17.468726,-66.102130, Calle Hamburgo #1686, Ushpa Ushpa, D8
-17.435107,-66.133576, Calle Ticti #1687, Ticti Norte, D8
-17.430986,-66.133043, Calle Sierra Nevada #1688, Valle Hermoso, D8
-17.444390,-66.123554, Calle Colorado #1689, Ushpa Ushpa, D8
-17.463007,-66.100334, Calle Roma #1690, Ticti Norte, D8
-17.478550,-66.091203, Calle Hamburgo #1691, Valle Hermoso, D8
-17.475708,-66.090589, Calle Ticti #1692, Ushpa Ushpa, D8
-17.466322,-66.100719, Calle Sierra Nevada #1693, Ticti Norte, D8
-17.455151,-66.124747, Calle Colorado #1694, Valle Hermoso, D8
-17.433126,-66.137170, Calle Roma #1695, Ushpa Ushpa, D8
-17.453507,-66.122184, Calle Hamburgo #1696, Ticti Norte, D8
-17.437614,-66.139959, Calle Ticti #1697, Valle Hermoso, D8
-17.427040,-66.140359, Calle Sierra Nevada #1698, Ushpa Ushpa, D8
-17.471745,-66.100857, Calle Colorado #1699, Ticti Norte, D8
-17.476310,-66.093148, Calle Roma #1700, Valle Hermoso, D8
-17.478502,-66.102878, Calle Hamburgo #1701, Ushpa Ushpa, D8
-17.461360,-66.114766, Calle Ticti #1702, Ticti Norte, D8
-17.450391,-66.095559, Calle Sierra Nevada #1703, Valle Hermoso, D8
-17.463380,-66.110963, Calle Colorado #1704, Ushpa Ushpa, D8
-17.430114,-66.147696, Calle Roma #1705, Ticti Norte, D8
-17.456983,-66.094925, Calle Hamburgo #1706, Valle Hermoso, D8
-17.471741,-66.103460, Calle Ticti #1707, Ushpa Ushpa, D8
-17.466867,-66.105955, Calle Sierra Nevada #1708, Ticti Norte, D8
-17.475809,-66.103596, Calle Colorado #1709, Valle Hermoso, D8
-17.468318,-66.086976, Calle Roma #1710, Ushpa Ushpa, D8
-17.446237,-66.101783, Calle Hamburgo #1711, Ticti Norte, D8
-17.455012,-66.100377, Calle Ticti #1712, Valle Hermoso, D8
-17.464704,-66.087774, Calle Sierra Nevada #1713, Ushpa Ushpa, D8
-17.438259,-66.132304, Calle Colorado #1714, Ticti Norte, D8
-17.458234,-66.119162, Calle Roma #1715, Valle Hermoso, D8
-17.457830,-66.119513, Calle Hamburgo #1716, Ushpa Ushpa, D8
-17.469657,-66.092860, Calle Ticti #1717, Ticti Norte, D8
-17.476346,-66.104063, Calle Sierra Nevada #1718, Valle Hermoso, D8
-17.427800,-66.143583, Calle Colorado #1719, Ushpa Ushpa, D8
-17.427115,-66.140250, Calle Roma #1720, Ticti Norte, D8
-17.465637,-66.097561, Calle Hamburgo #1721, Valle Hermoso, D8
-17.452850,-66.120975, Calle Ticti #1722, Ushpa Ushpa, D8
-17.440664,-66.141546, Calle Sierra Nevada #1723, Ticti Norte, D8
-17.462712,-66.115190, Calle Colorado #1724, Valle Hermoso, D8
-17.480845,-66.093683, Calle Roma #1725, Ushpa Ushpa, D8
-17.434636,-66.145655, Calle Hamburgo #1726, Ticti Norte, D8
-17.458900,-66.091369, Calle Ticti #1727, Valle Hermoso, D8
-17.449889,-66.099763, Calle Sierra Nevada #1728, Ushpa Ushpa, D8
-17.453400,-66.119331, Calle Colorado #1729, Ticti Norte, D8
-17.463436,-66.101849, Calle Roma #1730, Valle Hermoso, D8
-17.475634,-66.096388, Calle Hamburgo #1731, Ushpa Ushpa, D8
-17.474733,-66.107260, Calle Ticti #1732, Ticti Norte, D8
-17.474499,-66.093514, Calle Sierra Nevada #1733, Valle Hermoso, D8
-17.425515,-66.137710, Calle Colorado #1734, Ushpa Ushpa, D8
-17.453399,-66.124409, Calle Roma #1735, Ticti Norte, D8
-17.471658,-66.101832, Calle Hamburgo #1736, Valle Hermoso, D8
-17.467847,-66.103774, Calle Ticti #1737, Ushpa Ushpa, D8
-17.442374,-66.123309, Calle Sierra Nevada #1738, Ticti Norte, D8
-17.437330,-66.140170, Calle Colorado #1739, Valle Hermoso, D8
-17.440311,-66.139014, Calle Roma #1740, Ushpa Ushpa, D8
-17.466794,-66.103065, Calle Hamburgo #1741, Ticti Norte, D8
-17.470051,-66.110080, Calle Ticti #1742, Valle Hermoso, D8
-17.476027,-66.087662, Calle Sierra Nevada #1743, Ushpa Ushpa, D8
-17.444085,-66.130359, Calle Colorado #1744, Ticti Norte, D8
-17.452141,-66.099957, Calle Roma #1745, Valle Hermoso, D8
-17.463099,-66.086295, Calle Hamburgo #1746, Ushpa Ushpa, D8
-17.460136,-66.116656, Calle Ticti #1747, Ticti Norte, D8
-17.461059,-66.113809, Calle Sierra Nevada #1748, Valle Hermoso, D8
-17.477725,-66.101695, Calle Colorado #1749, Ushpa Ushpa, D8
-17.441565,-66.123270, Calle Roma #1750, Ticti Norte, D8
-17.459919,-66.099981, Calle Hamburgo #1751, Valle Hermoso, D8
-17.467345,-66.097843, Calle Ticti #1752, Ushpa Ushpa, D8
-17.466045,-66.096940, Calle Sierra Nevada #1753, Ticti Norte, D8
-17.470955,-66.094509, Calle Colorado #1754, Valle Hermoso, D8
-17.466459,-66.107129, Calle Roma #1755, Ushpa Ushpa, D8
-17.466013,-66.089551, Calle Hamburgo #1756, Ticti Norte, D8
-17.443031,-66.131448, Calle Ticti #1757, Valle Hermoso, D8
-17.441029,-66.100784, Calle Sierra Nevada #1758, Ushpa Ushpa, D8
-17.471703,-66.088573, Calle Colorado #1759, Ticti Norte, D8
-17.465825,-66.111910, Calle Roma #1760, Valle Hermoso, D8
-17.473679,-66.090038, Calle Hamburgo #1761, Ushpa Ushpa, D8
-17.428920,-66.138626, Calle Ticti #1762, Ticti Norte, D8
-17.457015,-66.096888, Calle Sierra Nevada #1763, Valle Hermoso, D8
-17.436927,-66.136805, Calle Colorado #1764, Ushpa Ushpa, D8
-17.470103,-66.099473, Calle Roma #1765, Ticti Norte, D8
-17.433075,-66.141243, Calle Hamburgo #1766, Valle Hermoso, D8
-17.452290,-66.099552, Calle Ticti #1767, Ushpa Ushpa, D8
-17.430888,-66.138038, Calle Sierra Nevada #1768, Ticti Norte, D8
-17.473092,-66.090935, Calle Colorado #1769, Valle Hermoso, D8
-17.461440,-66.105366, Calle Roma #1770, Ushpa Ushpa, D8
-17.452482,-66.119038, Calle Hamburgo #1771, Ticti Norte, D8
-17.457224,-66.090799, Calle Ticti #1772, Valle Hermoso, D8
-17.440785,-66.102860, Calle Sierra Nevada #1773, Ushpa Ushpa, D8
-17.454268,-66.125162, Calle Colorado #1774, Ticti Norte, D8
-17.456022,-66.103149, Calle Roma #1775, Valle Hermoso, D8
-17.462430,-66.102954, Calle Hamburgo #1776, Ushpa Ushpa, D8
-17.477694,-66.092585, Calle Ticti #1777, Ticti Norte, D8
-17.481068,-66.101351, Calle Sierra Nevada #1778, Valle Hermoso, D8
-17.449126,-66.122002, Calle Colorado #1779, Ushpa Ushpa, D8
-17.467784,-66.098149, Calle Roma #1780, Ticti Norte, D8
-17.446898,-66.098359, Calle Hamburgo #1781, Valle Hermoso, D8
-17.436746,-66.134002, Calle Ticti #1782, Ushpa Ushpa, D8
-17.459978,-66.110703, Calle Sierra Nevada #1783, Ticti Norte, D8
-17.470035,-66.099735, Calle Colorado #1784, Valle Hermoso, D8
-17.460583,-66.118001, Calle Roma #1785, Ushpa Ushpa, D8
-17.431564,-66.145079, Calle Hamburgo #1786, Ticti Norte, D8
-17.435625,-66.132551, Calle Ticti #1787, Valle Hermoso, D8
-17.436373,-66.133620, Calle Sierra Nevada #1788, Ushpa Ushpa, D8
-17.457479,-66.093994, Calle Colorado #1789, Ticti Norte, D8
-17.453141,-66.124569, Calle Roma #1790, Valle Hermoso, D8
-17.473137,-66.104084, Calle Hamburgo #1791, Ushpa Ushpa, D8
-17.450531,-66.119444, Calle Ticti #1792, Ticti Norte, D8
-17.446364,-66.100681, Calle Sierra Nevada #1793, Valle Hermoso, D8
-17.477149,-66.097162, Calle Colorado #1794, Ushpa Ushpa, D8
-17.463432,-66.116598, Calle Roma #1795, Ticti Norte, D8
-17.465367,-66.104168, Calle Hamburgo #1796, Valle Hermoso, D8
-17.473768,-66.089903, Calle Ticti #1797, Ushpa Ushpa, D8
-17.430401,-66.137510, Calle Sierra Nevada #1798, Ticti Norte, D8
-17.462831,-66.116868, Calle Colorado #1799, Valle Hermoso, D8
-17.434399,-66.132330, Calle Roma #1800, Ushpa Ushpa, D8
-17.438314,-66.141215, Calle Hamburgo #1801, Ticti Norte, D8
-17.461870,-66.088744, Calle Ticti #1802, Valle Hermoso, D8
-17.475117,-66.088029, Calle Sierra Nevada #1803, Ushpa Ushpa, D8
-17.450489,-66.102578, Calle Colorado #1804, Ticti Norte, D8
-17.457619,-66.091868, Calle Roma #1805, Valle Hermoso, D8
-17.438743,-66.143313, Calle Hamburgo #1806, Ushpa Ushpa, D8
-17.475501,-66.109012, Calle Ticti #1807, Ticti Norte, D8
-17.429259,-66.146474, Calle Sierra Nevada #1808, Valle Hermoso, D8
-17.442351,-66.138312, Calle Colorado #1809, Ushpa Ushpa, D8
-17.427301,-66.141021, Calle Roma #1810, Ticti Norte, D8
-17.481838,-66.101269, Calle Hamburgo #1811, Valle Hermoso, D8
-17.464289,-66.092052, Calle Ticti #1812, Ushpa Ushpa, D8
-17.430153,-66.132717, Calle Sierra Nevada #1813, Ticti Norte, D8
-17.452858,-66.095589, Calle Colorado #1814, Valle Hermoso, D8
-17.464881,-66.112004, Calle Roma #1815, Ushpa Ushpa, D8
-17.443485,-66.120779, Calle Hamburgo #1816, Ticti Norte, D8
-17.464924,-66.091518, Calle Ticti #1817, Valle Hermoso, D8
-17.483429,-66.097400, Calle Sierra Nevada #1818, Ushpa Ushpa, D8
-17.454204,-66.094293, Calle Colorado #1819, Ticti Norte, D8
-17.465828,-66.085254, Calle Roma #1820, Valle Hermoso, D8
-17.449084,-66.120840, Calle Hamburgo #1821, Ushpa Ushpa, D8
-17.483146,-66.102320, Calle Ticti #1822, Ticti Norte, D8
-17.449358,-66.122970, Calle Sierra Nevada #1823, Valle Hermoso, D8
-17.456623,-66.101825, Calle Colorado #1824, Ushpa Ushpa, D8
-17.442605,-66.131272, Calle Roma #1825, Ticti Norte, D8
-17.438219,-66.130256, Calle Hamburgo #1826, Valle Hermoso, D8
-17.469822,-66.106349, Calle Ticti #1827, Ushpa Ushpa, D8
-17.438341,-66.137753, Calle Sierra Nevada #1828, Ticti Norte, D8
-17.437845,-66.133982, Calle Colorado #1829, Valle Hermoso, D8
-17.447765,-66.100935, Calle Roma #1830, Ushpa Ushpa, D8
-17.430761,-66.145542, Calle Hamburgo #1831, Ticti Norte, D8
-17.463242,-66.115616, Calle Ticti #1832, Valle Hermoso, D8
-17.438415,-66.134084, Calle Sierra Nevada #1833, Ushpa Ushpa, D8
-17.480009,-66.096473, Calle Colorado #1834, Ticti Norte, D8
-17.451843,-66.126718, Calle Roma #1835, Valle Hermoso, D8
-17.454994,-66.119722, Calle Hamburgo #1836, Ushpa Ushpa, D8
-17.441036,-66.133171, Calle Ticti #1837, Ticti Norte, D8
-17.463250,-66.095134, Calle Sierra Nevada #1838, Valle Hermoso, D8
-17.452781,-66.125892, Calle Colorado #1839, Ushpa Ushpa, D8
-17.451706,-66.094329, Calle Roma #1840, Ticti Norte, D8
-17.439171,-66.139752, Calle Hamburgo #1841, Valle Hermoso, D8
-17.460364,-66.088881, Calle Ticti #1842, Ushpa Ushpa, D8
-17.440063,-66.141737, Calle Sierra Nevada #1843, Ticti Norte, D8
-17.441358,-66.137176, Calle Colorado #1844, Valle Hermoso, D8
-17.466585,-66.085461, Calle Roma #1845, Ushpa Ushpa, D8
-17.461209,-66.111395, Calle Hamburgo #1846, Ticti Norte, D8
-17.437541,-66.133380, Calle Ticti #1847, Valle Hermoso, D8
-17.432092,-66.146257, Calle Sierra Nevada #1848, Ushpa Ushpa, D8
-17.462811,-66.099615, Calle Colorado #1849, Ticti Norte, D8
-17.451946,-66.101509, Calle Roma #1850, Valle Hermoso, D8
-17.461259,-66.120050, Calle Hamburgo #1851, Ushpa Ushpa, D8
-17.468339,-66.107245, Calle Ticti #1852, Ticti Norte, D8
-17.451487,-66.099974, Calle Sierra Nevada #1853, Valle Hermoso, D8
-17.454140,-66.125269, Calle Colorado #1854, Ushpa Ushpa, D8
-17.438557,-66.130096, Calle Roma #1855, Ticti Norte, D8
-17.467083,-66.102331, Calle Hamburgo #1856, Valle Hermoso, D8
-17.439711,-66.135865, Calle Ticti #1857, Ushpa Ushpa, D8
-17.466660,-66.102491, Calle Sierra Nevada #1858, Ticti Norte, D8
-17.473424,-66.110423, Calle Colorado #1859, Valle Hermoso, D8
-17.465176,-66.105099, Calle Roma #1860, Ushpa Ushpa, D8
-17.433629,-66.140321, Calle Hamburgo #1861, Ticti Norte, D8
-17.433001,-66.144527, Calle Ticti #1862, Valle Hermoso, D8
-17.460230,-66.121663, Calle Sierra Nevada #1863, Ushpa Ushpa, D8
-17.433420,-66.132062, Calle Colorado #1864, Ticti Norte, D8
-17.474371,-66.104240, Calle Roma #1865, Valle Hermoso, D8
-17.444113,-66.122874, Calle Hamburgo #1866, Ushpa Ushpa, D8
-17.434557,-66.144535, Calle Ticti #1867, Ticti Norte, D8
-17.459126,-66.098294, Calle Sierra Nevada #1868, Valle Hermoso, D8
-17.464492,-66.104669, Calle Colorado #1869, Ushpa Ushpa, D8
-17.436899,-66.130262, Calle Roma #1870, Ticti Norte, D8
-17.474831,-66.088870, Calle Hamburgo #1871, Valle Hermoso, D8
-17.439145,-66.141400, Calle Ticti #1872, Ushpa Ushpa, D8
-17.448823,-66.130474, Calle Sierra Nevada #1873, Ticti Norte, D8
-17.444109,-66.135147, Calle Colorado #1874, Valle Hermoso, D8
-17.455150,-66.123412, Calle Roma #1875, Ushpa Ushpa, D8
-17.459927,-66.088632, Calle Hamburgo #1876, Ticti Norte, D8
-17.467182,-66.104224, Calle Ticti #1877, Valle Hermoso, D8
-17.466402,-66.101870, Calle Sierra Nevada #1878, Ushpa Ushpa, D8
-17.472872,-66.100924, Calle Colorado #1879, Ticti Norte, D8
-17.477660,-66.101884, Calle Roma #1880, Valle Hermoso, D8
-17.433284,-66.130846, Calle Hamburgo #1881, Ushpa Ushpa, D8
