-17.442000,-66.170180, Calle Tamborada #100, Pukara Grande, D9
-17.481576,-66.216695, Calle Esperanza #3199, Pukara Grande, D9
-17.471094,-66.199486, Calle Tamborada #3200, 1ro de Mayo, D9
-17.442339,-66.220813, Calle San Benito #3201, Tamborada Pukarita, D9
-17.490425,-66.168837, Calle Abaroa #3202, Pukara Grande, D9
-17.455519,-66.168747, Calle 1ro de Mayo #3203, 1ro de Mayo, D9
-17.465231,-66.207933, Calle Esperanza #3204, Tamborada Pukarita, D9
-17.475105,-66.236702, Calle Tamborada #3205, Pukara Grande, D9
-17.465567,-66.223118, Calle San Benito #3206, 1ro de Mayo, D9
-17.439261,-66.217945, Calle Abaroa #3207, Tamborada Pukarita, D9
-17.492703,-66.155800, Calle 1ro de Mayo #3208, Pukara Grande, D9
-17.469867,-66.211832, Calle Esperanza #3209, 1ro de Mayo, D9
-17.436566,-66.174216, Calle Tamborada #3210, Tamborada Pukarita, D9
-17.493297,-66.192658, Calle San Benito #3211, Pukara Grande, D9
-17.427693,-66.219237, Calle Abaroa #3212, 1ro de Mayo, D9
-17.473460,-66.193692, Calle 1ro de Mayo #3213, Tamborada Pukarita, D9
-17.450632,-66.186955, Calle Esperanza #3214, Pukara Grande, D9
-17.461790,-66.236246, Calle Tamborada #3215, 1ro de Mayo, D9
-17.408733,-66.215527, Calle San Benito #3216, Tamborada Pukarita, D9
-17.451610,-66.210936, Calle Abaroa #3217, Pukara Grande, D9
-17.471993,-66.237461, Calle 1ro de Mayo #3218, 1ro de Mayo, D9
-17.479694,-66.178348, Calle Esperanza #3219, Tamborada Pukarita, D9
-17.501074,-66.162717, Calle Tamborada #3220, Pukara Grande, D9
-17.496686,-66.157827, Calle San Benito #3221, 1ro de Mayo, D9
-17.420359,-66.223627, Calle Abaroa #3222, Tamborada Pukarita, D9
-17.463343,-66.210529, Calle 1ro de Mayo #3223, Pukara Grande, D9
-17.460038,-66.242777, Calle Esperanza #3224, 1ro de Mayo, D9
-17.476095,-66.218427, Calle Tamborada #3225, Tamborada Pukarita, D9
-17.420573,-66.216296, Calle San Benito #3226, Pukara Grande, D9
-17.479333,-66.204741, Calle Abaroa #3227, 1ro de Mayo, D9
-17.410995,-66.202319, Calle 1ro de Mayo #3228, Tamborada Pukarita, D9
-17.477480,-66.247456, Calle Esperanza #3229, Pukara Grande, D9
-17.405012,-66.206406, Calle Tamborada #3230, 1ro de Mayo, D9
-17.478762,-66.252419, Calle San Benito #3231, Tamborada Pukarita, D9
-17.465474,-66.194709, Calle Abaroa #3232, Pukara Grande, D9
-17.436874,-66.198252, Calle 1ro de Mayo #3233, 1ro de Mayo, D9
-17.503485,-66.161784, Calle Esperanza #3234, Tamborada Pukarita, D9
-17.480906,-66.229216, Calle Tamborada #3235, Pukara Grande, D9
-17.452403,-66.231548, Calle San Benito #3236, 1ro de Mayo, D9
-17.497929,-66.177234, Calle Abaroa #3237, Tamborada Pukarita, D9
-17.474845,-66.207733, Calle 1ro de Mayo #3238, Pukara Grande, D9
-17.454956,-66.211835, Calle Esperanza #3239, 1ro de Mayo, D9
-17.470657,-66.166435, Calle Tamborada #3240, Tamborada Pukarita, D9
-17.424803,-66.195817, Calle San Benito #3241, Pukara Grande, D9
-17.476245,-66.235412, Calle Abaroa #3242, 1ro de Mayo, D9
-17.472445,-66.203132, Calle 1ro de Mayo #3243, Tamborada Pukarita, D9
-17.423395,-66.204085, Calle Esperanza #3244, Pukara Grande, D9
-17.471502,-66.189067, Calle Tamborada #3245, 1ro de Mayo, D9
-17.479196,-66.202512, Calle San Benito #3246, Tamborada Pukarita, D9
-17.442050,-66.191097, Calle Abaroa #3247, Pukara Grande, D9
-17.439800,-66.215152, Calle 1ro de Mayo #3248, 1ro de Mayo, D9
-17.460025,-66.197641, Calle Esperanza #3249, Tamborada Pukarita, D9
-17.463991,-66.199657, Calle Tamborada #3250, Pukara Grande, D9
-17.492901,-66.162350, Calle San Benito #3251, 1ro de Mayo, D9
-17.413277,-66.196761, Calle Abaroa #3252, Tamborada Pukarita, D9
-17.472018,-66.163862, Calle 1ro de Mayo #3253, Pukara Grande, D9
-17.419173,-66.193749, Calle Esperanza #3254, 1ro de Mayo, D9
-17.426812,-66.185578, Calle Tamborada #3255, Tamborada Pukarita, D9
-17.423769,-66.202428, Calle San Benito #3256, Pukara Grande, D9
-17.462959,-66.200155, Calle Abaroa #3257, 1ro de Mayo, D9
-17.442305,-66.225884, Calle 1ro de Mayo #3258, Tamborada Pukarita, D9
-17.445761,-66.195838, Calle Esperanza #3259, Pukara Grande, D9
-17.458371,-66.238448, Calle Tamborada #3260, 1ro de Mayo, D9
-17.443987,-66.223347, Calle San Benito #3261, Tamborada Pukarita, D9
-17.414423,-66.216941, Calle Abaroa #3262, Pukara Grande, D9
-17.469409,-66.247170, Calle 1ro de Mayo #3263, 1ro de Mayo, D9
-17.471118,-66.180032, Calle Esperanza #3264, Tamborada Pukarita, D9
-17.462156,-66.206101, Calle Tamborada #3265, Pukara Grande, D9
-17.438497,-66.168855, Calle San Benito #3266, 1ro de Mayo, D9
-17.432658,-66.214896, Calle Abaroa #3267, Tamborada Pukarita, D9
-17.460402,-66.221411, Calle 1ro de Mayo #3268, Pukara Grande, D9
-17.431934,-66.209271, Calle Esperanza #3269, 1ro de Mayo, D9
-17.430521,-66.190983, Calle Tamborada #3270, Tamborada Pukarita, D9
-17.459002,-66.172101, Calle San Benito #3271, Pukara Grande, D9
-17.483177,-66.166095, Calle Abaroa #3272, 1ro de Mayo, D9
-17.499132,-66.183990, Calle 1ro de Mayo #3273, Tamborada Pukarita, D9
-17.438524,-66.216397, Calle Esperanza #3274, Pukara Grande, D9
-17.464943,-66.179174, Calle Tamborada #3275, 1ro de Mayo, D9
-17.462422,-66.219278, Calle San Benito #3276, Tamborada Pukarita, D9
-17.442270,-66.211169, Calle Abaroa #3277, Pukara Grande, D9
-17.476227,-66.245563, Calle 1ro de Mayo #3278, 1ro de Mayo, D9
-17.482930,-66.230052, Calle Esperanza #3279, Tamborada Pukarita, D9
-17.468393,-66.204463, Calle Tamborada #3280, Pukara Grande, D9
-17.433486,-66.209106, Calle San Benito #3281, 1ro de Mayo, D9
-17.468151,-66.218886, Calle Abaroa #3282, Tamborada Pukarita, D9
-17.484440,-66.251410, Calle 1ro de Mayo #3283, Pukara Grande, D9
-17.446689,-66.186290, Calle Esperanza #3284, 1ro de Mayo, D9
-17.424704,-66.189847, Calle Tamborada #3285, Tamborada Pukarita, D9
-17.430439,-66.197798, Calle San Benito #3286, Pukara Grande, D9
-17.486367,-66.257263, Calle Abaroa #3287, 1ro de Mayo, D9
-17.461737,-66.202630, Calle 1ro de Mayo #3288, Tamborada Pukarita, D9
-17.414182,-66.220970, Calle Esperanza #3289, Pukara Grande, D9
-17.462954,-66.214625, Calle Tamborada #3290, 1ro de Mayo, D9
-17.442544,-66.211570, Calle San Benito #3291, Tamborada Pukarita, D9
-17.437600,-66.202132, Calle Abaroa #3292, Pukara Grande, D9
-17.467487,-66.220224, Calle 1ro de Mayo #3293, 1ro de Mayo, D9
-17.435046,-66.216088, Calle Esperanza #3294, Tamborada Pukarita, D9
-17.444417,-66.171431, Calle Tamborada #3295, Pukara Grande, D9
-17.477371,-66.202863, Calle San Benito #3296, 1ro de Mayo, D9
-17.483509,-66.173697, Calle Abaroa #3297, Tamborada Pukarita, D9
-17.459212,-66.173651, Calle 1ro de Mayo #3298, Pukara Grande, D9
-17.456858,-66.216372, Calle Esperanza #3299, 1ro de Mayo, D9
-17.485898,-66.239278, Calle Tamborada #3300, Tamborada Pukarita, D9
-17.453404,-66.167080, Calle San Benito #3301, Pukara Grande, D9
-17.456904,-66.229341, Calle Abaroa #3302, 1ro de Mayo, D9
-17.428357,-66.222100, Calle 1ro de Mayo #3303, Tamborada Pukarita, D9
-17.444787,-66.224895, Calle Esperanza #3304, Pukara Grande, D9
-17.462788,-66.218318, Calle Tamborada #3305, 1ro de Mayo, D9
-17.464189,-66.222788, Calle San Benito #3306, Tamborada Pukarita, D9
-17.484534,-66.235155, Calle Abaroa #3307, Pukara Grande, D9
-17.466348,-66.169654, Calle 1ro de Mayo #3308, 1ro de Mayo, D9
-17.452553,-66.218981, Calle Esperanza #3309, Tamborada Pukarita, D9
-17.423844,-66.197275, Calle Tamborada #3310, Pukara Grande, D9
-17.433962,-66.201249, Calle San Benito #3311, 1ro de Mayo, D9
-17.454206,-66.165046, Calle Abaroa #3312, Tamborada Pukarita, D9
-17.486724,-66.258125, Calle 1ro de Mayo #3313, Pukara Grande, D9
-17.483450,-66.193736, Calle Esperanza #3314, 1ro de Mayo, D9
-17.486000,-66.239326, Calle Tamborada #3315, Tamborada Pukarita, D9
-17.489174,-66.189202, Calle San Benito #3316, Pukara Grande, D9
-17.455738,-66.201900, Calle Abaroa #3317, 1ro de Mayo, D9
-17.485227,-66.171319, Calle 1ro de Mayo #3318, Tamborada Pukarita, D9
-17.475805,-66.190440, Calle Esperanza #3319, Pukara Grande, D9
-17.450349,-66.162053, Calle Tamborada #3320, 1ro de Mayo, D9
-17.487301,-66.258875, Calle San Benito #3321, Tamborada Pukarita, D9
-17.436903,-66.218011, Calle Abaroa #3322, Pukara Grande, D9
-17.482462,-66.204316, Calle 1ro de Mayo #3323, 1ro de Mayo, D9
-17.455240,-66.172412, Calle Esperanza #3324, Tamborada Pukarita, D9
-17.415333,-66.217223, Calle Tamborada #3325, Pukara Grande, D9
-17.477522,-66.231578, Calle San Benito #3326, 1ro de Mayo, D9
-17.461429,-66.228656, Calle Abaroa #3327, Tamborada Pukarita, D9
-17.417595,-66.218040, Calle 1ro de Mayo #3328, Pukara Grande, D9
-17.458546,-66.187234, Calle Esperanza #3329, 1ro de Mayo, D9
-17.457010,-66.218285, Calle Tamborada #3330, Tamborada Pukarita, D9
-17.427839,-66.215185, Calle San Benito #3331, Pukara Grande, D9
-17.487177,-66.182753, Calle Abaroa #3332, 1ro de Mayo, D9
-17.450122,-66.220174, Calle 1ro de Mayo #3333, Tamborada Pukarita, D9
-17.441737,-66.175659, Calle Esperanza #3334, Pukara Grande, D9
-17.454960,-66.233346, Calle Tamborada #3335, 1ro de Mayo, D9
-17.504643,-66.162417, Calle San Benito #3336, Tamborada Pukarita, D9
-17.478278,-66.244305, Calle Abaroa #3337, Pukara Grande, D9
-17.480437,-66.240634, Calle 1ro de Mayo #3338, 1ro de Mayo, D9
-17.464091,-66.221521, Calle Esperanza #3339, Tamborada Pukarita, D9
-17.498377,-66.185095, Calle Tamborada #3340, Pukara Grande, D9
-17.437324,-66.214710, Calle San Benito #3341, 1ro de Mayo, D9
-17.475619,-66.201528, Calle Abaroa #3342, Tamborada Pukarita, D9
-17.410791,-66.197162, Calle 1ro de Mayo #3343, Pukara Grande, D9
-17.451437,-66.229552, Calle Esperanza #3344, 1ro de Mayo, D9
-17.422124,-66.197589, Calle Tamborada #3345, Tamborada Pukarita, D9
-17.407640,-66.216064, Calle San Benito #3346, Pukara Grande, D9
-17.439565,-66.190206, Calle Abaroa #3347, 1ro de Mayo, D9
-17.464568,-66.164362, Calle 1ro de Mayo #3348, Tamborada Pukarita, D9
-17.456909,-66.221630, Calle Esperanza #3349, Pukara Grande, D9
-17.470446,-66.196072, Calle Tamborada #3350, 1ro de Mayo, D9
-17.476036,-66.218409, Calle San Benito #3351, Tamborada Pukarita, D9
-17.421401,-66.203714, Calle Abaroa #3352, Pukara Grande, D9
-17.472501,-66.169179, Calle 1ro de Mayo #3353, 1ro de Mayo, D9
-17.404720,-66.209220, Calle Esperanza #3354, Tamborada Pukarita, D9
-17.471415,-66.212277, Calle Tamborada #3355, Pukara Grande, D9
-17.467444,-66.169842, Calle San Benito #3356, 1ro de Mayo, D9
-17.468700,-66.185044, Calle Abaroa #3357, Tamborada Pukarita, D9
-17.473357,-66.207866, Calle 1ro de Mayo #3358, Pukara Grande, D9
-17.441214,-66.207524, Calle Esperanza #3359, 1ro de Mayo, D9
-17.463384,-66.215388, Calle Tamborada #3360, Tamborada Pukarita, D9
-17.479603,-66.193332, Calle San Benito #3361, Pukara Grande, D9
-17.451163,-66.165272, Calle Abaroa #3362, 1ro de Mayo, D9
-17.446770,-66.221728, Calle 1ro de Mayo #3363, Tamborada Pukarita, D9
-17.467234,-66.230597, Calle Esperanza #3364, Pukara Grande, D9
-17.457702,-66.192390, Calle Tamborada #3365, 1ro de Mayo, D9
-17.454494,-66.223550, Calle San Benito #3366, Tamborada Pukarita, D9
-17.429662,-66.220953, Calle Abaroa #3367, Pukara Grande, D9
-17.483016,-66.245869, Calle 1ro de Mayo #3368, 1ro de Mayo, D9
-17.472295,-66.194759, Calle Esperanza #3369, Tamborada Pukarita, D9
-17.484070,-66.242439, Calle Tamborada #3370, Pukara Grande, D9
-17.458223,-66.237381, Calle San Benito #3371, 1ro de Mayo, D9
-17.437364,-66.220296, Calle Abaroa #3372, Tamborada Pukarita, D9
-17.490308,-66.196892, Calle 1ro de Mayo #3373, Pukara Grande, D9
-17.420043,-66.219266, Calle Esperanza #3374, 1ro de Mayo, D9
-17.429783,-66.209614, Calle Tamborada #3375, Tamborada Pukarita, D9
-17.416640,-66.215478, Calle San Benito #3376, Pukara Grande, D9
-17.499076,-66.173185, Calle Abaroa #3377, 1ro de Mayo, D9
-17.424552,-66.197860, Calle 1ro de Mayo #3378, Tamborada Pukarita, D9
-17.455951,-66.216850, Calle Esperanza #3379, Pukara Grande, D9
-17.441678,-66.181451, Calle Tamborada #3380, 1ro de Mayo, D9
-17.441358,-66.199990, Calle San Benito #3381, Tamborada Pukarita, D9
-17.444574,-66.172151, Calle Abaroa #3382, Pukara Grande, D9
-17.427403,-66.191378, Calle 1ro de Mayo #3383, 1ro de Mayo, D9
-17.474357,-66.189237, Calle Esperanza #3384, Tamborada Pukarita, D9
-17.501434,-66.157554, Calle Tamborada #3385, Pukara Grande, D9
-17.485497,-66.254484, Calle San Benito #3386, 1ro de Mayo, D9
-17.410347,-66.206234, Calle Abaroa #3387, Tamborada Pukarita, D9
-17.467744,-66.198062, Calle 1ro de Mayo #3388, Pukara Grande, D9
-17.467813,-66.232189, Calle Esperanza #3389, 1ro de Mayo, D9
-17.446938,-66.228018, Calle Tamborada #3390, Tamborada Pukarita, D9
-17.432855,-66.198960, Calle San Benito #3391, Pukara Grande, D9
-17.447342,-66.210798, Calle Abaroa #3392, 1ro de Mayo, D9
-17.478798,-66.255037, Calle 1ro de Mayo #3393, Tamborada Pukarita, D9
-17.444238,-66.190358, Calle Esperanza #3394, Pukara Grande, D9
-17.472971,-66.162468, Calle Tamborada #3395, 1ro de Mayo, D9
-17.443268,-66.212544, Calle San Benito #3396, Tamborada Pukarita, D9
-17.445428,-66.214219, Calle Abaroa #3397, Pukara Grande, D9
-17.443586,-66.217712, Calle 1ro de Mayo #3398, 1ro de Mayo, D9
-17.469161,-66.186901, Calle Esperanza #3399, Tamborada Pukarita, D9
-17.463840,-66.225697, Calle Tamborada #3400, Pukara Grande, D9
-17.427049,-66.206980, Calle San Benito #3401, 1ro de Mayo, D9
-17.501332,-66.176491, Calle Abaroa #3402, Tamborada Pukarita, D9
-17.432096,-66.223528, Calle 1ro de Mayo #3403, Pukara Grande, D9
-17.492352,-66.188848, Calle Esperanza #3404, 1ro de Mayo, D9
-17.460871,-66.214537, Calle Tamborada #3405, Tamborada Pukarita, D9
-17.431191,-66.189757, Calle San Benito #3406, Pukara Grande, D9
-17.471179,-66.177111, Calle Abaroa #3407, 1ro de Mayo, D9
-17.486999,-66.173384, Calle 1ro de Mayo #3408, Tamborada Pukarita, D9
-17.456266,-66.185935, Calle Esperanza #3409, Pukara Grande, D9
-17.481923,-66.215318, Calle Tamborada #3410, 1ro de Mayo, D9
-17.468671,-66.183225, Calle San Benito #3411, Tamborada Pukarita, D9
-17.498821,-66.183589, Calle Abaroa #3412, Pukara Grande, D9
-17.459668,-66.196063, Calle 1ro de Mayo #3413, 1ro de Mayo, D9
-17.497241,-66.156908, Calle Esperanza #3414, Tamborada Pukarita, D9
-17.480160,-66.257733, Calle Tamborada #3415, Pukara Grande, D9
-17.407120,-66.210779, Calle San Benito #3416, 1ro de Mayo, D9
-17.467633,-66.183637, Calle Abaroa #3417, Tamborada Pukarita, D9
-17.442561,-66.214033, Calle 1ro de Mayo #3418, Pukara Grande, D9
-17.451222,-66.202790, Calle Esperanza #3419, 1ro de Mayo, D9
-17.442928,-66.178999, Calle Tamborada #3420, Tamborada Pukarita, D9
-17.452902,-66.190282, Calle San Benito #3421, Pukara Grande, D9
-17.441930,-66.194204, Calle Abaroa #3422, 1ro de Mayo, D9
-17.450015,-66.199557, Calle 1ro de Mayo #3423, Tamborada Pukarita, D9
-17.476313,-66.239828, Calle Esperanza #3424, Pukara Grande, D9
-17.478361,-66.245570, Calle Tamborada #3425, 1ro de Mayo, D9
-17.468892,-66.214136, Calle San Benito #3426, Tamborada Pukarita, D9
-17.456609,-66.174684, Calle Abaroa #3427, Pukara Grande, D9
-17.469926,-66.225095, Calle 1ro de Mayo #3428, 1ro de Mayo, D9
-17.480475,-66.235951, Calle Esperanza #3429, Tamborada Pukarita, D9
-17.469415,-66.177333, Calle Tamborada #3430, Pukara Grande, D9
-17.411547,-66.207840, Calle San Benito #3431, 1ro de Mayo, D9
-17.465137,-66.169341, Calle Abaroa #3432, Tamborada Pukarita, D9
-17.488458,-66.164856, Calle 1ro de Mayo #3433, Pukara Grande, D9
-17.456405,-66.220993, Calle Esperanza #3434, 1ro de Mayo, D9
-17.468630,-66.227516, Calle Tamborada #3435, Tamborada Pukarita, D9
-17.456108,-66.220278, Calle San Benito #3436, Pukara Grande, D9
-17.502361,-66.183959, Calle Abaroa #3437, 1ro de Mayo, D9
-17.441664,-66.225624, Calle 1ro de Mayo #3438, Tamborada Pukarita, D9
-17.448672,-66.229152, Calle Esperanza #3439, Pukara Grande, D9
-17.483576,-66.172133, Calle Tamborada #3440, 1ro de Mayo, D9
-17.446688,-66.211576, Calle San Benito #3441, Tamborada Pukarita, D9
-17.412190,-66.215541, Calle Abaroa #3442, Pukara Grande, D9
-17.423783,-66.216478, Calle 1ro de Mayo #3443, 1ro de Mayo, D9
-17.467642,-66.175021, Calle Esperanza #3444, Tamborada Pukarita, D9
-17.413311,-66.210064, Calle Tamborada #3445, Pukara Grande, D9
-17.476729,-66.242443, Calle San Benito #3446, 1ro de Mayo, D9
-17.476079,-66.176035, Calle Abaroa #3447, Tamborada Pukarita, D9
-17.489969,-66.157225, Calle 1ro de Mayo #3448, Pukara Grande, D9
-17.484432,-66.236743, Calle Esperanza #3449, 1ro de Mayo, D9
-17.476085,-66.226082, Calle Tamborada #3450, Tamborada Pukarita, D9
-17.444933,-66.158509, Calle San Benito #3451, Pukara Grande, D9
-17.473094,-66.160683, Calle Abaroa #3452, 1ro de Mayo, D9
-17.438539,-66.195889, Calle 1ro de Mayo #3453, Tamborada Pukarita, D9
-17.492366,-66.185624, Calle Esperanza #3454, Pukara Grande, D9
-17.470287,-66.189089, Calle Tamborada #3455, 1ro de Mayo, D9
-17.484509,-66.165044, Calle San Benito #3456, Tamborada Pukarita, D9
-17.458627,-66.208824, Calle Abaroa #3457, Pukara Grande, D9
-17.443694,-66.205538, Calle 1ro de Mayo #3458, 1ro de Mayo, D9
-17.483961,-66.162031, Calle Esperanza #3459, Tamborada Pukarita, D9
-17.483515,-66.232958, Calle Tamborada #3460, Pukara Grande, D9
-17.500330,-66.185139, Calle San Benito #3461, 1ro de Mayo, D9
-17.420307,-66.211784, Calle Abaroa #3462, Tamborada Pukarita, D9
-17.460066,-66.233887, Calle 1ro de Mayo #3463, Pukara Grande, D9
-17.479613,-66.167871, Calle Esperanza #3464, 1ro de Mayo, D9
-17.403914,-66.212362, Calle Tamborada #3465, Tamborada Pukarita, D9
-17.479840,-66.161235, Calle San Benito #3466, Pukara Grande, D9
-17.484474,-66.185537, Calle Abaroa #3467, 1ro de Mayo, D9
-17.462484,-66.231946, Calle 1ro de Mayo #3468, Tamborada Pukarita, D9
-17.447761,-66.161904, Calle Esperanza #3469, Pukara Grande, D9
-17.480713,-66.205301, Calle Tamborada #3470, 1ro de Mayo, D9
-17.496749,-66.185921, Calle San Benito #3471, Tamborada Pukarita, D9
-17.433366,-66.189084, Calle Abaroa #3472, Pukara Grande, D9
-17.445621,-66.216153, Calle 1ro de Mayo #3473, 1ro de Mayo, D9
-17.444045,-66.227561, Calle Esperanza #3474, Tamborada Pukarita, D9
-17.471755,-66.171688, Calle Tamborada #3475, Pukara Grande, D9
-17.433502,-66.207154, Calle San Benito #3476, 1ro de Mayo, D9
-17.506915,-66.162693, Calle Abaroa #3477, Tamborada Pukarita, D9
-17.420134,-66.187805, Calle 1ro de Mayo #3478, Pukara Grande, D9
-17.443910,-66.152253, Calle Esperanza #3479, 1ro de Mayo, D9
-17.472427,-66.174393, Calle Tamborada #3480, Tamborada Pukarita, D9
-17.470810,-66.178671, Calle San Benito #3481, Pukara Grande, D9
-17.467868,-66.231752, Calle Abaroa #3482, 1ro de Mayo, D9
-17.480204,-66.201199, Calle 1ro de Mayo #3483, Tamborada Pukarita, D9
-17.481172,-66.196322, Calle Esperanza #3484, Pukara Grande, D9
-17.466644,-66.219803, Calle Tamborada #3485, 1ro de Mayo, D9
-17.465895,-66.238915, Calle San Benito #3486, Tamborada Pukarita, D9
-17.478501,-66.199276, Calle Abaroa #3487, Pukara Grande, D9
-17.463097,-66.210662, Calle 1ro de Mayo #3488, 1ro de Mayo, D9
-17.484784,-66.258352, Calle Esperanza #3489, Tamborada Pukarita, D9
-17.438512,-66.175812, Calle Tamborada #3490, Pukara Grande, D9
-17.454277,-66.237988, Calle San Benito #3491, 1ro de Mayo, D9
-17.475740,-66.223982, Calle Abaroa #3492, Tamborada Pukarita, D9
-17.443723,-66.221885, Calle 1ro de Mayo #3493, Pukara Grande, D9
-17.475346,-66.219641, Calle Esperanza #3494, 1ro de Mayo, D9
-17.481322,-66.203922, Calle Tamborada #3495, Tamborada Pukarita, D9
-17.414939,-66.223878, Calle San Benito #3496, Pukara Grande, D9
-17.449924,-66.180329, Calle Abaroa #3497, 1ro de Mayo, D9
-17.471575,-66.193026, Calle 1ro de Mayo #3498, Tamborada Pukarita, D9
-17.485749,-66.239493, Calle Esperanza #3499, Pukara Grande, D9
-17.459083,-66.232731, Calle Tamborada #3500, 1ro de Mayo, D9
-17.413166,-66.220272, Calle San Benito #3501, Tamborada Pukarita, D9
-17.450658,-66.204842, Calle Abaroa #3502, Pukara Grande, D9
-17.482130,-66.165353, Calle 1ro de Mayo #3503, 1ro de Mayo, D9
-17.407762,-66.194299, Calle Esperanza #3504, Tamborada Pukarita, D9
-17.420100,-66.188708, Calle Tamborada #3505, Pukara Grande, D9
-17.479406,-66.169255, Calle San Benito #3506, 1ro de Mayo, D9
-17.464561,-66.242323, Calle Abaroa #3507, Tamborada Pukarita, D9
-17.451855,-66.206905, Calle 1ro de Mayo #3508, Pukara Grande, D9
-17.477160,-66.233017, Calle Esperanza #3509, 1ro de Mayo, D9
-17.457697,-66.203910, Calle Tamborada #3510, Tamborada Pukarita, D9
-17.419081,-66.204876, Calle San Benito #3511, Pukara Grande, D9
-17.451681,-66.226730, Calle Abaroa #3512, 1ro de Mayo, D9
-17.462157,-66.215381, Calle 1ro de Mayo #3513, Tamborada Pukarita, D9
-17.418968,-66.207174, Calle Esperanza #3514, Pukara Grande, D9
-17.437493,-66.182743, Calle Tamborada #3515, 1ro de Mayo, D9
-17.499799,-66.177462, Calle San Benito #3516, Tamborada Pukarita, D9
-17.444339,-66.156422, Calle Abaroa #3517, Pukara Grande, D9
