-17.428250,-66.160547, Calle Libertad #100, Jaihuayco, D5
-17.439765,-66.150422, Calle Villarroel #2056, Jaihuayco, D5
-17.411704,-66.186391, Calle Antezana #2057, Alalay Norte, D5
-17.409442,-66.191614, Calle Ballivián #2058, Lacma, D5
-17.430264,-66.167504, Av. Petrolera #2059, Jaihuayco, D5
-17.437746,-66.160695, Calle Libertad #2060, Alalay Norte, D5
-17.419450,-66.179443, Calle Villarroel #2061, Lacma, D5
-17.424761,-66.173407, Calle Antezana #2062, Jaihuayco, D5
-17.435988,-66.154782, Calle Ballivián #2063, Alalay Norte, D5
-17.419045,-66.165200, Av. Petrolera #2064, Lacma, D5
-17.416462,-66.164678, Calle Libertad #2065, Jaihuayco, D5
-17.426746,-66.161498, Calle Villarroel #2066, Alalay Norte, D5
-17.409562,-66.168929, Calle Antezana #2067, Lacma, D5
-17.417085,-66.159976, Calle Ballivián #2068, Jaihuayco, D5
-17.423673,-66.176883, Av. Petrolera #2069, Alalay Norte, D5
-17.424172,-66.172191, Calle Libertad #2070, Lacma, D5
-17.414585,-66.164872, Calle Villarroel #2071, Jaihuayco, D5
-17.416425,-66.181541, Calle Antezana #2072, Alalay Norte, D5
-17.432716,-66.153399, Calle Ballivián #2073, Lacma, D5
-17.430002,-66.162582, Av. Petrolera #2074, Jaihuayco, D5
-17.422917,-66.171013, Calle Libertad #2075, Alalay Norte, D5
-17.413914,-66.178778, Calle Villarroel #2076, Lacma, D5
-17.431397,-66.170437, Calle Antezana #2077, Jaihuayco, D5
-17.433604,-66.151390, Calle Ballivián #2078, Alalay Norte, D5
-17.431573,-66.157220, Av. Petrolera #2079, Lacma, D5
-17.419263,-66.165632, Calle Libertad #2080, Jaihuayco, D5
-17.436058,-66.160997, Calle Villarroel #2081, Alalay Norte, D5
-17.431205,-66.160892, Calle Antezana #2082, Lacma, D5
-17.410028,-66.185073, Calle Ballivián #2083, Jaihuayco, D5
-17.436727,-66.165368, Av. Petrolera #2084, Alalay Norte, D5
-17.426751,-66.168810, Calle Libertad #2085, Lacma, D5
-17.416416,-66.166363, Calle Villarroel #2086, Jaihuayco, D5
-17.420745,-66.160492, Calle Antezana #2087, Alalay Norte, D5
-17.415349,-66.164949, Calle Ballivián #2088, Lacma, D5
-17.435046,-66.166170, Av. Petrolera #2089, Jaihuayco, D5
-17.411633,-66.187003, Calle Libertad #2090, Alalay Norte, D5
-17.425686,-66.173413, Calle Villarroel #2091, Lacma, D5
-17.440238,-66.152495, Calle Antezana #2092, Jaihuayco, D5
-17.416867,-66.173954, Calle Ballivián #2093, Alalay Norte, D5
-17.426126,-66.170995, Av. Petrolera #2094, Lacma, D5
-17.425609,-66.162076, Calle Libertad #2095, Jaihuayco, D5
-17.436816,-66.167500, Calle Villarroel #2096, Alalay Norte, D5
-17.427924,-66.158399, Calle Antezana #2097, Lacma, D5
-17.417196,-66.181631, Calle Ballivián #2098, Jaihuayco, D5
-17.424344,-66.167343, Av. Petrolera #2099, Alalay Norte, D5
-17.410798,-66.169162, Calle Libertad #2100, Lacma, D5
-17.435694,-66.159712, Calle Villarroel #2101, Jaihuayco, D5
-17.431271,-66.152128, Calle Antezana #2102, Alalay Norte, D5
-17.431492,-66.156988, Calle Ballivián #2103, Lacma, D5
-17.423067,-66.164985, Av. Petrolera #2104, Jaihuayco, D5
-17.419922,-66.179213, Calle Libertad #2105, Alalay Norte, D5
-17.417964,-66.170816, Calle Villarroel #2106, Lacma, D5
-17.418700,-66.170171, Calle Antezana #2107, Jaihuayco, D5
-17.425152,-66.179542, Calle Ballivián #2108, Alalay Norte, D5
-17.420563,-66.160623, Av. Petrolera #2109, Lacma, D5
-17.433953,-66.165743, Calle Libertad #2110, Jaihuayco, D5
-17.432687,-66.159284, Calle Villarroel #2111, Alalay Norte, D5
-17.435601,-66.165813, Calle Antezana #2112, Lacma, D5
-17.421509,-66.172552, Calle Ballivián #2113, Jaihuayco, D5
-17.420886,-66.158161, Av. Petrolera #2114, Alalay Norte, D5
-17.412940,-66.163227, Calle Libertad #2115, Lacma, D5
-17.413571,-66.167332, Calle Villarroel #2116, Jaihuayco, D5
-17.425578,-66.172900, Calle Antezana #2117, Alalay Norte, D5
-17.432013,-66.157254, Calle Ballivián #2118, Lacma, D5
-17.429592,-66.153119, Av. Petrolera #2119, Jaihuayco, D5
-17.425399,-66.159971, Calle Libertad #2120, Alalay Norte, D5
-17.422932,-66.158143, Calle Villarroel #2121, Lacma, D5
-17.431224,-66.168341, Calle Antezana #2122, Jaihuayco, D5
-17.424038,-66.176324, Calle Ballivián #2123, Alalay Norte, D5
-17.419097,-66.181854, Av. Petrolera #2124, Lacma, D5
-17.409545,-66.186910, Calle Libertad #2125, Jaihuayco, D5
-17.436628,-66.154052, Calle Villarroel #2126, Alalay Norte, D5
-17.428825,-66.154931, Calle Antezana #2127, Lacma, D5
-17.431218,-66.166438, Calle Ballivián #2128, Jaihuayco, D5
-17.423715,-66.179295, Av. Petrolera #2129, Alalay Norte, D5
-17.421282,-66.177043, Calle Libertad #2130, Lacma, D5
-17.424680,-66.168883, Calle Villarroel #2131, Jaihuayco, D5
-17.415697,-66.157310, Calle Antezana #2132, Alalay Norte, D5
-17.413588,-66.159730, Calle Ballivián #2133, Lacma, D5
-17.411871,-66.182466, Av. Petrolera #2134, Jaihuayco, D5
-17.416207,-66.167981, Calle Libertad #2135, Alalay Norte, D5
-17.421247,-66.174471, Calle Villarroel #2136, Lacma, D5
-17.426287,-66.174151, Calle Antezana #2137, Jaihuayco, D5
-17.424678,-66.164279, Calle Ballivián #2138, Alalay Norte, D5
-17.440020,-66.158688, Av. Petrolera #2139, Lacma, D5
-17.438008,-66.147304, Calle Libertad #2140, Jaihuayco, D5
-17.417086,-66.159552, Calle Villarroel #2141, Alalay Norte, D5
-17.413197,-66.178067, Calle Antezana #2142, Lacma, D5
-17.438744,-66.155663, Calle Ballivián #2143, Jaihuayco, D5
-17.424880,-66.166842, Av. Petrolera #2144, Alalay Norte, D5
-17.421793,-66.164700, Calle Libertad #2145, Lacma, D5
-17.425421,-66.163806, Calle Villarroel #2146, Jaihuayco, D5
-17.430724,-66.152665, Calle Antezana #2147, Alalay Norte, D5
-17.416796,-66.162632, Calle Ballivián #2148, Lacma, D5
-17.414221,-66.161643, Av. Petrolera #2149, Jaihuayco, D5
-17.422741,-66.165697, Calle Libertad #2150, Alalay Norte, D5
-17.438242,-66.159244, Calle Villarroel #2151, Lacma, D5
-17.416207,-66.166197, Calle Antezana #2152, Jaihuayco, D5
-17.420262,-66.165832, Calle Ballivián #2153, Alalay Norte, D5
-17.430931,-66.160242, Av. Petrolera #2154, Lacma, D5
-17.414786,-66.165175, Calle Libertad #2155, Jaihuayco, D5
-17.417787,-66.166410, Calle Villarroel #2156, Alalay Norte, D5
-17.434749,-66.155358, Calle Antezana #2157, Lacma, D5
-17.437671,-66.154848, Calle Ballivián #2158, Jaihuayco, D5
-17.411332,-66.182664, Av. Petrolera #2159, Alalay Norte, D5
-17.428059,-66.155105, Calle Libertad #2160, Lacma, D5
-17.417139,-66.172318, Calle Villarroel #2161, Jaihuayco, D5
-17.414192,-66.172208, Calle Antezana #2162, Alalay Norte, D5
-17.408376,-66.189341, Calle Ballivián #2163, Lacma, D5
-17.432322,-66.162984, Av. Petrolera #2164, Jaihuayco, D5
-17.437321,-66.160227, Calle Libertad #2165, Alalay Norte, D5
-17.440998,-66.157413, Calle Villarroel #2166, Lacma, D5
-17.416990,-66.165374, Calle Antezana #2167, Jaihuayco, D5
-17.415157,-66.158577, Calle Ballivián #2168, Alalay Norte, D5
-17.435114,-66.168963, Av. Petrolera #2169, Lacma, D5
-17.412356,-66.163481, Calle Libertad #2170, Jaihuayco, D5
-17.421968,-66.175571, Calle Villarroel #2171, Alalay Norte, D5
-17.426619,-66.164623, Calle Antezana #2172, Lacma, D5
-17.433517,-66.163754, Calle Ballivián #2173, Jaihuayco, D5
-17.415556,-66.182119, Av. Petrolera #2174, Alalay Norte, D5
-17.424004,-66.174729, Calle Libertad #2175, Lacma, D5
-17.425713,-66.163021, Calle Villarroel #2176, Jaihuayco, D5
-17.427284,-66.163618, Calle Antezana #2177, Alalay Norte, D5
-17.428439,-66.158760, Calle Ballivián #2178, Lacma, D5
-17.433912,-66.166014, Av. Petrolera #2179, Jaihuayco, D5
-17.412584,-66.182890, Calle Libertad #2180, Alalay Norte, D5
-17.413341,-66.162880, Calle Villarroel #2181, Lacma, D5
-17.433048,-66.167963, Calle Antezana #2182, Jaihuayco, D5
-17.430819,-66.166088, Calle Ballivián #2183, Alalay Norte, D5
-17.423067,-66.155976, Av. Petrolera #2184, Lacma, D5
-17.416604,-66.180097, Calle Libertad #2185, Jaihuayco, D5
-17.409977,-66.185917, Calle Villarroel #2186, Alalay Norte, D5
-17.425160,-66.166764, Calle Antezana #2187, Lacma, D5
-17.430191,-66.153463, Calle Ballivián #2188, Jaihuayco, D5
-17.442056,-66.148507, Av. Petrolera #2189, Alalay Norte, D5
-17.410927,-66.169871, Calle Libertad #2190, Lacma, D5
-17.409490,-66.171751, Calle Villarroel #2191, Jaihuayco, D5
-17.419183,-66.176955, Calle Antezana #2192, Alalay Norte, D5
-17.436306,-66.156285, Calle Ballivián #2193, Lacma, D5
-17.432577,-66.156118, Av. Petrolera #2194, Jaihuayco, D5
-17.430785,-66.157978, Calle Libertad #2195, Alalay Norte, D5
-17.408609,-66.170494, Calle Villarroel #2196, Lacma, D5
-17.434940,-66.165761, Calle Antezana #2197, Jaihuayco, D5
-17.422970,-66.172977, Calle Ballivián #2198, Alalay Norte, D5
-17.412662,-66.169037, Av. Petrolera #2199, Lacma, D5
-17.437554,-66.159149, Calle Libertad #2200, Jaihuayco, D5
-17.419285,-66.158236, Calle Villarroel #2201, Alalay Norte, D5
-17.425155,-66.162396, Calle Antezana #2202, Lacma, D5
-17.417148,-66.171901, Calle Ballivián #2203, Jaihuayco, D5
-17.414792,-66.172077, Av. Petrolera #2204, Alalay Norte, D5
-17.429448,-66.156064, Calle Libertad #2205, Lacma, D5
-17.426580,-66.181077, Calle Villarroel #2206, Jaihuayco, D5
-17.426604,-66.167725, Calle Antezana #2207, Alalay Norte, D5
-17.438812,-66.152364, Calle Ballivián #2208, Lacma, D5
-17.420822,-66.174142, Av. Petrolera #2209, Jaihuayco, D5
-17.426911,-66.155824, Calle Libertad #2210, Alalay Norte, D5
-17.428086,-66.169988, Calle Villarroel #2211, Lacma, D5
-17.414995,-66.183490, Calle Antezana #2212, Jaihuayco, D5
-17.421075,-66.166137, Calle Ballivián #2213, Alalay Norte, D5
-17.424842,-66.165507, Av. Petrolera #2214, Lacma, D5
-17.433776,-66.157505, Calle Libertad #2215, Jaihuayco, D5
-17.438215,-66.162750, Calle Villarroel #2216, Alalay Norte, D5
-17.413512,-66.170367, Calle Antezana #2217, Lacma, D5
-17.428458,-66.156016, Calle Ballivián #2218, Jaihuayco, D5
-17.413233,-66.180299, Av. Petrolera #2219, Alalay Norte, D5
-17.441450,-66.151188, Calle Libertad #2220, Lacma, D5
-17.428270,-66.159464, Calle Villarroel #2221, Jaihuayco, D5
-17.417792,-66.157913, Calle Antezana #2222, Alalay Norte, D5
-17.409641,-66.192313, Calle Ballivián #2223, Lacma, D5
-17.425008,-66.167435, Av. Petrolera #2224, Jaihuayco, D5
-17.431788,-66.166061, Calle Libertad #2225, Alalay Norte, D5
-17.425139,-66.159967, Calle Villarroel #2226, Lacma, D5
-17.435078,-66.151818, Calle Antezana #2227, Jaihuayco, D5
-17.421572,-66.175378, Calle Ballivián #2228, Alalay Norte, D5
-17.438263,-66.160830, Av. Petrolera #2229, Lacma, D5
-17.410892,-66.172076, Calle Libertad #2230, Jaihuayco, D5
-17.429403,-66.160222, Calle Villarroel #2231, Alalay Norte, D5
-17.436636,-66.156571, Calle Antezana #2232, Lacma, D5
-17.414684,-66.166251, Calle Ballivián #2233, Jaihuayco, D5
-17.413710,-66.160204, Av. Petrolera #2234, Alalay Norte, D5
-17.420378,-66.160404, Calle Libertad #2235, Lacma, D5
-17.411330,-66.172575, Calle Villarroel #2236, Jaihuayco, D5
-17.412433,-66.176409, Calle Antezana #2237, Alalay Norte, D5
-17.424708,-66.162115, Calle Ballivián #2238, Lacma, D5
-17.435140,-66.154457, Av. Petrolera #2239, Jaihuayco, D5
-17.438431,-66.155979, Calle Libertad #2240, Alalay Norte, D5
-17.420153,-66.161291, Calle Villarroel #2241, Lacma, D5
-17.437628,-66.147284, Calle Antezana #2242, Jaihuayco, D5
-17.428782,-66.155160, Calle Ballivián #2243, Alalay Norte, D5
-17.411477,-66.185746, Av. Petrolera #2244, Lacma, D5
-17.420338,-66.178263, Calle Libertad #2245, Jaihuayco, D5
-17.434451,-66.151298, Calle Villarroel #2246, Alalay Norte, D5
-17.427523,-66.160618, Calle Antezana #2247, Lacma, D5
-17.423332,-66.173675, Calle Ballivián #2248, Jaihuayco, D5
-17.429323,-66.156222, Av. Petrolera #2249, Alalay Norte, D5
-17.431538,-66.156330, Calle Libertad #2250, Lacma, D5
-17.410262,-66.185519, Calle Villarroel #2251, Jaihuayco, D5
-17.421049,-66.158102, Calle Antezana #2252, Alalay Norte, D5
-17.427677,-66.160508, Calle Ballivián #2253, Lacma, D5
-17.433869,-66.170596, Av. Petrolera #2254, Jaihuayco, D5
-17.420271,-66.172410, Calle Libertad #2255, Alalay Norte, D5
-17.429343,-66.172722, Calle Villarroel #2256, Lacma, D5
-17.430581,-66.165701, Calle Antezana #2257, Jaihuayco, D5
-17.426547,-66.172703, Calle Ballivián #2258, Alalay Norte, D5
-17.421771,-66.170957, Av. Petrolera #2259, Lacma, D5
-17.430103,-66.159820, Calle Libertad #2260, Jaihuayco, D5
-17.427102,-66.170797, Calle Villarroel #2261, Alalay Norte, D5
-17.413422,-66.186689, Calle Antezana #2262, Lacma, D5
-17.440093,-66.148721, Calle Ballivián #2263, Jaihuayco, D5
-17.438676,-66.161761, Av. Petrolera #2264, Alalay Norte, D5
-17.425107,-66.159469, Calle Libertad #2265, Lacma, D5
-17.411309,-66.187199, Calle Villarroel #2266, Jaihuayco, D5
-17.428512,-66.167961, Calle Antezana #2267, Alalay Norte, D5
-17.416652,-66.184018, Calle Ballivián #2268, Lacma, D5
-17.416159,-66.171350, Av. Petrolera #2269, Jaihuayco, D5
-17.417465,-66.157586, Calle Libertad #2270, Alalay Norte, D5
-17.424134,-66.158305, Calle Villarroel #2271, Lacma, D5
-17.412067,-66.175967, Calle Antezana #2272, Jaihuayco, D5
-17.418739,-66.166298, Calle Ballivián #2273, Alalay Norte, D5
-17.441193,-66.153398, Av. Petrolera #2274, Lacma, D5
-17.431228,-66.159287, Calle Libertad #2275, Jaihuayco, D5
-17.414268,-66.187234, Calle Villarroel #2276, Alalay Norte, D5
-17.410379,-66.188908, Calle Antezana #2277, Lacma, D5
-17.413074,-66.162904, Calle Ballivián #2278, Jaihuayco, D5
-17.409659,-66.171163, Av. Petrolera #2279, Alalay Norte, D5
-17.420000,-66.165601, Calle Libertad #2280, Lacma, D5
-17.419618,-66.177147, Calle Villarroel #2281, Jaihuayco, D5
-17.420297,-66.165704, Calle Antezana #2282, Alalay Norte, D5
-17.428001,-66.181327, Calle Ballivián #2283, Lacma, D5
-17.423112,-66.176074, Av. Petrolera #2284, Jaihuayco, D5
-17.431268,-66.167743, Calle Libertad #2285, Alalay Norte, D5
-17.415054,-66.180641, Calle Villarroel #2286, Lacma, D5
-17.438072,-66.157609, Calle Antezana #2287, Jaihuayco, D5
-17.427278,-66.153803, Calle Ballivián #2288, Alalay Norte, D5
-17.413036,-66.173535, Av. Petrolera #2289, Lacma, D5
-17.437663,-66.164090, Calle Libertad #2290, Jaihuayco, D5
-17.420491,-66.177060, Calle Villarroel #2291, Alalay Norte, D5
-17.413307,-66.184921, Calle Antezana #2292, Lacma, D5
-17.439821,-66.146443, Calle Ballivián #2293, Jaihuayco, D5
-17.436176,-66.148175, Av. Petrolera #2294, Alalay Norte, D5
-17.415284,-66.165624, Calle Libertad #2295, Lacma, D5
-17.417340,-66.180149, Calle Villarroel #2296, Jaihuayco, D5
-17.411682,-66.183940, Calle Antezana #2297, Alalay Norte, D5
-17.430114,-66.168097, Calle Ballivián #2298, Lacma, D5
-17.434019,-66.161884, Av. Petrolera #2299, Jaihuayco, D5
-17.434721,-66.162011, Calle Libertad #2300, Alalay Norte, D5
-17.424658,-66.175928, Calle Villarroel #2301, Lacma, D5
-17.413771,-66.171265, Calle Antezana #2302, Jaihuayco, D5
-17.416484,-66.158030, Calle Ballivián #2303, Alalay Norte, D5
-17.416290,-66.162808, Av. Petrolera #2304, Lacma, D5
-17.425319,-66.173852, Calle Libertad #2305, Jaihuayco, D5
-17.439586,-66.147769, Calle Villarroel #2306, Alalay Norte, D5
-17.411047,-66.187118, Calle Antezana #2307, Lacma, D5
-17.412947,-66.171163, Calle Ballivián #2308, Jaihuayco, D5
-17.434928,-66.168404, Av. Petrolera #2309, Alalay Norte, D5
-17.427395,-66.160757, Calle Libertad #2310, Lacma, D5
-17.425188,-66.158387, Calle Villarroel #2311, Jaihuayco, D5
-17.415790,-66.182429, Calle Antezana #2312, Alalay Norte, D5
-17.412745,-66.179153, Calle Ballivián #2313, Lacma, D5
-17.424460,-66.160076, Av. Petrolera #2314, Jaihuayco, D5
-17.432621,-66.151945, Calle Libertad #2315, Alalay Norte, D5
-17.426504,-66.154564, Calle Villarroel #2316, Lacma, D5
-17.414281,-66.177394, Calle Antezana #2317, Jaihuayco, D5
-17.438485,-66.146490, Calle Ballivián #2318, Alalay Norte, D5
-17.420798,-66.166171, Av. Petrolera #2319, Lacma, D5
-17.424913,-66.155626, Calle Libertad #2320, Jaihuayco, D5
-17.411352,-66.186323, Calle Villarroel #2321, Alalay Norte, D5
-17.422165,-66.165428, Calle Antezana #2322, Lacma, D5
-17.410983,-66.183524, Calle Ballivián #2323, Jaihuayco, D5
-17.414827,-66.184680, Av. Petrolera #2324, Alalay Norte, D5
-17.430535,-66.156325, Calle Libertad #2325, Lacma, D5
-17.418280,-66.160096, Calle Villarroel #2326, Jaihuayco, D5
-17.436284,-66.157102, Calle Antezana #2327, Alalay Norte, D5
-17.423752,-66.179997, Calle Ballivián #2328, Lacma, D5
-17.414853,-66.161276, Av. Petrolera #2329, Jaihuayco, D5
-17.424064,-66.166113, Calle Libertad #2330, Alalay Norte, D5
-17.438519,-66.160185, Calle Villarroel #2331, Lacma, D5
-17.420983,-66.162611, Calle Antezana #2332, Jaihuayco, D5
-17.423315,-66.165788, Calle Ballivián #2333, Alalay Norte, D5
-17.413967,-66.158136, Av. Petrolera #2334, Lacma, D5
-17.439831,-66.158322, Calle Libertad #2335, Jaihuayco, D5
-17.429826,-66.169381, Calle Villarroel #2336, Alalay Norte, D5
-17.415623,-66.165201, Calle Antezana #2337, Lacma, D5
-17.422655,-66.155527, Calle Ballivián #2338, Jaihuayco, D5
-17.432599,-66.158050, Av. Petrolera #2339, Alalay Norte, D5
-17.429085,-66.159517, Calle Libertad #2340, Lacma, D5
-17.438658,-66.146830, Calle Villarroel #2341, Jaihuayco, D5
-17.417550,-66.166147, Calle Antezana #2342, Alalay Norte, D5
-17.412750,-66.172185, Calle Ballivián #2343, Lacma, D5
-17.411045,-66.185795, Av. Petrolera #2344, Jaihuayco, D5
-17.424461,-66.164681, Calle Libertad #2345, Alalay Norte, D5
-17.418777,-66.177093, Calle Villarroel #2346, Lacma, D5
-17.417727,-66.170713, Calle Antezana #2347, Jaihuayco, D5
-17.410773,-66.184060, Calle Ballivián #2348, Alalay Norte, D5
-17.430922,-66.162588, Av. Petrolera #2349, Lacma, D5
-17.434242,-66.169119, Calle Libertad #2350, Jaihuayco, D5
-17.424922,-66.161650, Calle Villarroel #2351, Alalay Norte, D5
-17.433507,-66.152629, Calle Antezana #2352, Lacma, D5
-17.433898,-66.169675, Calle Ballivián #2353, Jaihuayco, D5
-17.425502,-66.172924, Av. Petrolera #2354, Alalay Norte, D5
-17.416881,-66.173968, Calle Libertad #2355, Lacma, D5
-17.412569,-66.177806, Calle Villarroel #2356, Jaihuayco, D5
-17.417619,-66.174599, Calle Antezana #2357, Alalay Norte, D5
-17.425312,-66.180419, Calle Ballivián #2358, Lacma, D5
-17.428969,-66.162884, Av. Petrolera #2359, Jaihuayco, D5
-17.426529,-66.167164, Calle Libertad #2360, Alalay Norte, D5
-17.436240,-66.152062, Calle Villarroel #2361, Lacma, D5
-17.417726,-66.167225, Calle Antezana #2362, Jaihuayco, D5
-17.430372,-66.171709, Calle Ballivián #2363, Alalay Norte, D5
-17.411814,-66.184180, Av. Petrolera #2364, Lacma, D5
-17.412143,-66.181598, Calle Libertad #2365, Jaihuayco, D5
-17.419517,-66.159291, Calle Villarroel #2366, Alalay Norte, D5
-17.423128,-66.171989, Calle Antezana #2367, Lacma, D5
-17.437073,-66.158741, Calle Ballivián #2368, Jaihuayco, D5
-17.419726,-66.170735, Av. Petrolera #2369, Alalay Norte, D5
-17.432642,-66.162707, Calle Libertad #2370, Lacma, D5
-17.439121,-66.151222, Calle Villarroel #2371, Jaihuayco, D5
-17.429969,-66.160816, Calle Antezana #2372, Alalay Norte, D5
-17.435408,-66.160282, Calle Ballivián #2373, Lacma, D5
-17.437076,-66.151535, Av. Petrolera #2374, Jaihuayco, D5
-17.429537,-66.159682, Calle Libertad #2375, Alalay Norte, D5
-17.432865,-66.159191, Calle Villarroel #2376, Lacma, D5
-17.417133,-66.159174, Calle Antezana #2377, Jaihuayco, D5
-17.431188,-66.168932, Calle Ballivián #2378, Alalay Norte, D5
-17.415730,-66.157275, Av. Petrolera #2379, Lacma, D5
-17.409995,-66.188261, Calle Libertad #2380, Jaihuayco, D5
-17.428300,-66.180502, Calle Villarroel #2381, Alalay Norte, D5
-17.414480,-66.159156, Calle Antezana #2382, Lacma, D5
-17.423826,-66.157320, Calle Ballivián #2383, Jaihuayco, D5
-17.429063,-66.184007, Av. Petrolera #2384, Alalay Norte, D5
-17.439787,-66.155937, Calle Libertad #2385, Lacma, D5
-17.418024,-66.155909, Calle Villarroel #2386, Jaihuayco, D5
-17.423717,-66.155618, Calle Antezana #2387, Alalay Norte, D5
-17.424992,-66.170344, Calle Ballivián #2388, Lacma, D5
-17.413036,-66.173538, Av. Petrolera #2389, Jaihuayco, D5
-17.434394,-66.150559, Calle Libertad #2390, Alalay Norte, D5
-17.420844,-66.180480, Calle Villarroel #2391, Lacma, D5
-17.437179,-66.153061, Calle Antezana #2392, Jaihuayco, D5
-17.411885,-66.170939, Calle Ballivián #2393, Alalay Norte, D5
-17.414910,-66.160779, Av. Petrolera #2394, Lacma, D5
-17.413740,-66.180001, Calle Libertad #2395, Jaihuayco, D5
-17.428548,-66.171803, Calle Villarroel #2396, Alalay Norte, D5
-17.437869,-66.149567, Calle Antezana #2397, Lacma, D5
-17.440254,-66.155007, Calle Ballivián #2398, Jaihuayco, D5
-17.438945,-66.161142, Av. Petrolera #2399, Alalay Norte, D5
-17.425087,-66.166572, Calle Libertad #2400, Lacma, D5
