-17.424504,-66.148321, Calle Kantuta #100, Alalay Sud, D6
-17.414405,-66.139083, Calle Tupac Katari #1427, Kantuta, D6
-17.422788,-66.151962, Av. Melchor Urquidi #1428, Villa Hermosa, D6
-17.413224,-66.134291, Calle Dalence #1429, Alalay Sud, D6
-17.402314,-66.131544, Calle Kantuta #1430, Kantuta, D6
-17.412984,-66.138856, Calle Siringuero #1431, Villa Hermosa, D6
-17.404457,-66.124296, Calle Tupac Katari #1432, Alalay Sud, D6
-17.404190,-66.123003, Av. Melchor Urquidi #1433, Kantuta, D6
-17.401963,-66.125359, Calle Dalence #1434, Villa Hermosa, D6
-17.404704,-66.150132, Calle Kantuta #1435, Alalay Sud, D6
-17.403960,-66.132302, Calle Siringuero #1436, Kantuta, D6
-17.413852,-66.145459, Calle Tupac Katari #1437, Villa Hermosa, D6
-17.420374,-66.151043, Av. Melchor Urquidi #1438, Alalay Sud, D6
-17.401315,-66.133314, Calle Dalence #1439, Kantuta, D6
-17.403352,-66.141226, Calle Kantuta #1440, Villa Hermosa, D6
-17.412997,-66.152463, Calle Siringuero #1441, Alalay Sud, D6
-17.419532,-66.139119, Calle Tupac Katari #1442, Kantuta, D6
-17.410167,-66.129561, Av. Melchor Urquidi #1443, Villa Hermosa, D6
-17.399769,-66.129585, Calle Dalence #1444, Alalay Sud, D6
-17.420412,-66.147627, Calle Kantuta #1445, Kantuta, D6
-17.421680,-66.144951, Calle Siringuero #1446, Villa Hermosa, D6
-17.410344,-66.149002, Calle Tupac Katari #1447, Alalay Sud, D6
-17.415032,-66.152111, Av. Melchor Urquidi #1448, Kantuta, D6
-17.416444,-66.148740, Calle Dalence #1449, Villa Hermosa, D6
-17.418073,-66.140891, Calle Kantuta #1450, Alalay Sud, D6
-17.417377,-66.147059, Calle Siringuero #1451, Kantuta, D6
-17.408458,-66.143703, Calle Tupac Katari #1452, Villa Hermosa, D6
-17.401303,-66.144487, Av. Melchor Urquidi #1453, Alalay Sud, D6
-17.407303,-66.146487, Calle Dalence #1454, Kantuta, D6
-17.408890,-66.133867, Calle Kantuta #1455, Villa Hermosa, D6
-17.414929,-66.127147, Calle Siringuero #1456, Alalay Sud, D6
-17.409108,-66.134419, Calle Tupac Katari #1457, Kantuta, D6
-17.422262,-66.138033, Av. Melchor Urquidi #1458, Villa Hermosa, D6
-17.404983,-66.148045, Calle Dalence #1459, Alalay Sud, D6
-17.405155,-66.136792, Calle Kantuta #1460, Kantuta, D6
-17.411523,-66.144917, Calle Siringuero #1461, Villa Hermosa, D6
-17.422504,-66.141085, Calle Tupac Katari #1462, Alalay Sud, D6
-17.412950,-66.137582, Av. Melchor Urquidi #1463, Kantuta, D6
-17.412997,-66.136307, Calle Dalence #1464, Villa Hermosa, D6
-17.425347,-66.147464, Calle Kantuta #1465, Alalay Sud, D6
-17.398630,-66.127149, Calle Siringuero #1466, Kantuta, D6
-17.410618,-66.151951, Calle Tupac Katari #1467, Villa Hermosa, D6
-17.400665,-66.144134, Av. Melchor Urquidi #1468, Alalay Sud, D6
-17.405433,-66.126584, Calle Dalence #1469, Kantuta, D6
-17.404764,-66.143664, Calle Kantuta #1470, Villa Hermosa, D6
-17.400535,-66.146792, Calle Siringuero #1471, Alalay Sud, D6
-17.397726,-66.129220, Calle Tupac Katari #1472, Kantuta, D6
-17.408341,-66.150859, Av. Melchor Urquidi #1473, Villa Hermosa, D6
-17.408657,-66.135852, Calle Dalence #1474, Alalay Sud, D6
-17.428148,-66.152584, Calle Kantuta #1475, Kantuta, D6
-17.417502,-66.131237, Calle Siringuero #1476, Villa Hermosa, D6
-17.403522,-66.144078, Calle Tupac Katari #1477, Alalay Sud, D6
-17.406217,-66.131955, Av. Melchor Urquidi #1478, Kantuta, D6
-17.415856,-66.129074, Calle Dalence #1479, Villa Hermosa, D6
-17.402270,-66.126435, Calle Kantuta #1480, Alalay Sud, D6
-17.406774,-66.133149, Calle Siringuero #1481, Kantuta, D6
-17.416892,-66.130209, Calle Tupac Katari #1482, Villa Hermosa, D6
-17.419490,-66.142510, Av. Melchor Urquidi #1483, Alalay Sud, D6
-17.405861,-66.128664, Calle Dalence #1484, Kantuta, D6
-17.416122,-66.134891, Calle Kantuta #1485, Villa Hermosa, D6
-17.407394,-66.139704, Calle Siringuero #1486, Alalay Sud, D6
-17.402395,-66.125582, Calle Tupac Katari #1487, Kantuta, D6
-17.404559,-66.132843, Av. Melchor Urquidi #1488, Villa Hermosa, D6
-17.408148,-66.137359, Calle Dalence #1489, Alalay Sud, D6
-17.409960,-66.139060, Calle Kantuta #1490, Kantuta, D6
-17.402289,-66.132951, Calle Siringuero #1491, Villa Hermosa, D6
-17.422073,-66.134367, Calle Tupac Katari #1492, Alalay Sud, D6
-17.415953,-66.149404, Av. Melchor Urquidi #1493, Kantuta, D6
-17.415309,-66.149944, Calle Dalence #1494, Villa Hermosa, D6
-17.407845,-66.149448, Calle Kantuta #1495, Alalay Sud, D6
-17.408497,-66.141515, Calle Siringuero #1496, Kantuta, D6
-17.415670,-66.128912, Calle Tupac Katari #1497, Villa Hermosa, D6
-17.406552,-66.141705, Av. Melchor Urquidi #1498, Alalay Sud, D6
-17.415515,-66.134691, Calle Dalence #1499, Kantuta, D6
-17.403273,-66.150306, Calle Kantuta #1500, Villa Hermosa, D6
-17.420928,-66.153612, Calle Siringuero #1501, Alalay Sud, D6
-17.421179,-66.147005, Calle Tupac Katari #1502, Kantuta, D6
-17.408436,-66.133924, Av. Melchor Urquidi #1503, Villa Hermosa, D6
-17.418592,-66.142788, Calle Dalence #1504, Alalay Sud, D6
-17.423058,-66.150595, Calle Kantuta #1505, Kantuta, D6
-17.401946,-66.149455, Calle Siringuero #1506, Villa Hermosa, D6
-17.420435,-66.138283, Calle Tupac Katari #1507, Alalay Sud, D6
-17.408604,-66.135474, Av. Melchor Urquidi #1508, Kantuta, D6
-17.409345,-66.133971, Calle Dalence #1509, Villa Hermosa, D6
-17.411543,-66.134486, Calle Kantuta #1510, Alalay Sud, D6
-17.413267,-66.143924, Calle Siringuero #1511, Kantuta, D6
-17.423674,-66.151105, Calle Tupac Katari #1512, Villa Hermosa, D6
-17.407991,-66.145321, Av. Melchor Urquidi #1513, Alalay Sud, D6
-17.418930,-66.149010, Calle Dalence #1514, Kantuta, D6
-17.411636,-66.131408, Calle Kantuta #1515, Villa Hermosa, D6
-17.410786,-66.131032, Calle Siringuero #1516, Alalay Sud, D6
-17.404710,-66.124952, Calle Tupac Katari #1517, Kantuta, D6
-17.418127,-66.145249, Av. Melchor Urquidi #1518, Villa Hermosa, D6
-17.416943,-66.127395, Calle Dalence #1519, Alalay Sud, D6
-17.407174,-66.126176, Calle Kantuta #1520, Kantuta, D6
-17.408781,-66.136573, Calle Siringuero #1521, Villa Hermosa, D6
-17.413552,-66.140088, Calle Tupac Katari #1522, Alalay Sud, D6
-17.422232,-66.141395, Av. Melchor Urquidi #1523, Kantuta, D6
-17.400813,-66.127186, Calle Dalence #1524, Villa Hermosa, D6
-17.405961,-66.138505, Calle Kantuta #1525, Alalay Sud, D6
-17.424179,-66.143666, Calle Siringuero #1526, Kantuta, D6
-17.413082,-66.140637, Calle Tupac Katari #1527, Villa Hermosa, D6
-17.410852,-66.150340, Av. Melchor Urquidi #1528, Alalay Sud, D6
-17.400985,-66.136021, Calle Dalence #1529, Kantuta, D6
-17.405215,-66.126514, Calle Kantuta #1530, Villa Hermosa, D6
-17.403389,-66.140556, Calle Siringuero #1531, Alalay Sud, D6
-17.410854,-66.143074, Calle Tupac Katari #1532, Kantuta, D6
-17.418246,-66.140579, Av. Melchor Urquidi #1533, Villa Hermosa, D6
-17.405024,-66.148466, Calle Dalence #1534, Alalay Sud, D6
-17.418868,-66.145018, Calle Kantuta #1535, Kantuta, D6
-17.407054,-66.138247, Calle Siringuero #1536, Villa Hermosa, D6
-17.401578,-66.130144, Calle Tupac Katari #1537, Alalay Sud, D6
-17.411723,-66.129214, Av. Melchor Urquidi #1538, Kantuta, D6
-17.415601,-66.148090, Calle Dalence #1539, Villa Hermosa, D6
-17.413954,-66.136233, Calle Kantuta #1540, Alalay Sud, D6
-17.410804,-66.147774, Calle Siringuero #1541, Kantuta, D6
-17.414560,-66.135847, Calle Tupac Katari #1542, Villa Hermosa, D6
-17.407932,-66.129147, Av. Melchor Urquidi #1543, Alalay Sud, D6
-17.408588,-66.127704, Calle Dalence #1544, Kantuta, D6
-17.418015,-66.135492, Calle Kantuta #1545, Villa Hermosa, D6
-17.410559,-66.135655, Calle Siringuero #1546, Alalay Sud, D6
-17.403470,-66.127802, Calle Tupac Katari #1547, Kantuta, D6
-17.416041,-66.142696, Av. Melchor Urquidi #1548, Villa Hermosa, D6
-17.412236,-66.136814, Calle Dalence #1549, Alalay Sud, D6
-17.405219,-66.129227, Calle Kantuta #1550, Kantuta, D6
-17.404628,-66.146246, Calle Siringuero #1551, Villa Hermosa, D6
-17.411021,-66.128547, Calle Tupac Katari #1552, Alalay Sud, D6
-17.407358,-66.145878, Av. Melchor Urquidi #1553, Kantuta, D6
-17.414257,-66.141601, Calle Dalence #1554, Villa Hermosa, D6
-17.407065,-66.134082, Calle Kantuta #1555, Alalay Sud, D6
-17.401616,-66.136203, Calle Siringuero #1556, Kantuta, D6
-17.403899,-66.146085, Calle Tupac Katari #1557, Villa Hermosa, D6
-17.405878,-66.123454, Av. Melchor Urquidi #1558, Alalay Sud, D6
-17.407729,-66.127555, Calle Dalence #1559, Kantuta, D6
-17.421299,-66.136873, Calle Kantuta #1560, Villa Hermosa, D6
-17.415093,-66.140437, Calle Siringuero #1561, Alalay Sud, D6
-17.417285,-66.135882, Calle Tupac Katari #1562, Kantuta, D6
-17.413968,-66.126780, Av. Melchor Urquidi #1563, Villa Hermosa, D6
-17.402694,-66.150034, Calle Dalence #1564, Alalay Sud, D6
-17.418014,-66.139182, Calle Kantuta #1565, Kantuta, D6
-17.409957,-66.130355, Calle Siringuero #1566, Villa Hermosa, D6
-17.409726,-66.141425, Calle Tupac Katari #1567, Alalay Sud, D6
-17.425157,-66.147963, Av. Melchor Urquidi #1568, Kantuta, D6
-17.405515,-66.140653, Calle Dalence #1569, Villa Hermosa, D6
-17.409453,-66.138805, Calle Kantuta #1570, Alalay Sud, D6
-17.425575,-66.145930, Calle Siringuero #1571, Kantuta, D6
-17.409253,-66.137476, Calle Tupac Katari #1572, Villa Hermosa, D6
-17.413035,-66.130941, Av. Melchor Urquidi #1573, Alalay Sud, D6
-17.410163,-66.141146, Calle Dalence #1574, Kantuta, D6
-17.410812,-66.127635, Calle Kantuta #1575, Villa Hermosa, D6
-17.406732,-66.141741, Calle Siringuero #1576, Alalay Sud, D6
-17.411264,-66.145143, Calle Tupac Katari #1577, Kantuta, D6
-17.405757,-66.140429, Av. Melchor Urquidi #1578, Villa Hermosa, D6
-17.414060,-66.152216, Calle Dalence #1579, Alalay Sud, D6
-17.420783,-66.137572, Calle Kantuta #1580, Kantuta, D6
-17.418375,-66.138385, Calle Siringuero #1581, Villa Hermosa, D6
-17.413318,-66.153936, Calle Tupac Katari #1582, Alalay Sud, D6
-17.418537,-66.147821, Av. Melchor Urquidi #1583, Kantuta, D6
-17.415092,-66.140465, Calle Dalence #1584, Villa Hermosa, D6
-17.404304,-66.136917, Calle Kantuta #1585, Alalay Sud, D6
-17.417866,-66.135172, Calle Siringuero #1586, Kantuta, D6
-17.427397,-66.148672, Calle Tupac Katari #1587, Villa Hermosa, D6
-17.417199,-66.149079, Av. Melchor Urquidi #1588, Alalay Sud, D6
-17.405436,-66.135284, Calle Dalence #1589, Kantuta, D6
-17.410319,-66.146415, Calle Kantuta #1590, Villa Hermosa, D6
-17.401809,-66.126721, Calle Siringuero #1591, Alalay Sud, D6
-17.411468,-66.136136, Calle Tupac Katari #1592, Kantuta, D6
-17.403854,-66.148737, Av. Melchor Urquidi #1593, Villa Hermosa, D6
-17.410329,-66.147679, Calle Dalence #1594, Alalay Sud, D6
-17.413610,-66.136842, Calle Kantuta #1595, Kantuta, D6
-17.400366,-66.128891, Calle Siringuero #1596, Villa Hermosa, D6
-17.417188,-66.128582, Calle Tupac Katari #1597, Alalay Sud, D6
-17.414452,-66.154313, Av. Melchor Urquidi #1598, Kantuta, D6
-17.418808,-66.141123, Calle Dalence #1599, Villa Hermosa, D6
-17.404791,-66.142870, Calle Kantuta #1600, Alalay Sud, D6
-17.411768,-66.148550, Calle Siringuero #1601, Kantuta, D6
-17.408088,-66.127488, Calle Tupac Katari #1602, Villa Hermosa, D6
-17.418325,-66.154083, Av. Melchor Urquidi #1603, Alalay Sud, D6
-17.413733,-66.155073, Calle Dalence #1604, Kantuta, D6
-17.422506,-66.142987, Calle Kantuta #1605, Villa Hermosa, D6
-17.410489,-66.141768, Calle Siringuero #1606, Alalay Sud, D6
-17.415658,-66.154446, Calle Tupac Katari #1607, Kantuta, D6
-17.397954,-66.127285, Av. Melchor Urquidi #1608, Villa Hermosa, D6
-17.419325,-66.138934, Calle Dalence #1609, Alalay Sud, D6
-17.414628,-66.142205, Calle Kantuta #1610, Kantuta, D6
-17.407125,-66.136959, Calle Siringuero #1611, Villa Hermosa, D6
-17.418389,-66.151547, Calle Tupac Katari #1612, Alalay Sud, D6
-17.404668,-66.146098, Av. Melchor Urquidi #1613, Kantuta, D6
-17.406380,-66.146440, Calle Dalence #1614, Villa Hermosa, D6
-17.419974,-66.146178, Calle Kantuta #1615, Alalay Sud, D6
-17.405146,-66.131421, Calle Siringuero #1616, Kantuta, D6
-17.400599,-66.129484, Calle Tupac Katari #1617, Villa Hermosa, D6
-17.405431,-66.127086, Av. Melchor Urquidi #1618, Alalay Sud, D6
-17.417543,-66.140902, Calle Dalence #1619, Kantuta, D6
-17.403935,-66.147665, Calle Kantuta #1620, Villa Hermosa, D6
-17.409794,-66.145960, Calle Siringuero #1621, Alalay Sud, D6
-17.409982,-66.140202, Calle Tupac Katari #1622, Kantuta, D6
-17.422140,-66.147653, Av. Melchor Urquidi #1623, Villa Hermosa, D6
-17.419820,-66.132536, Calle Dalence #1624, Alalay Sud, D6
-17.412381,-66.150144, Calle Kantuta #1625, Kantuta, D6
-17.403147,-66.141390, Calle Siringuero #1626, Villa Hermosa, D6
-17.418147,-66.151441, Calle Tupac Katari #1627, Alalay Sud, D6
-17.415593,-66.142536, Av. Melchor Urquidi #1628, Kantuta, D6
-17.409147,-66.130363, Calle Dalence #1629, Villa Hermosa, D6
-17.412900,-66.153534, Calle Kantuta #1630, Alalay Sud, D6
-17.416727,-66.153415, Calle Siringuero #1631, Kantuta, D6
-17.415803,-66.145487, Calle Tupac Katari #1632, Villa Hermosa, D6
-17.410453,-66.134614, Av. Melchor Urquidi #1633, Alalay Sud, D6
-17.406283,-66.136083, Calle Dalence #1634, Kantuta, D6
-17.409831,-66.150101, Calle Kantuta #1635, Villa Hermosa, D6
-17.420098,-66.141771, Calle Siringuero #1636, Alalay Sud, D6
-17.411088,-66.134447, Calle Tupac Katari #1637, Kantuta, D6
-17.406128,-66.136611, Av. Melchor Urquidi #1638, Villa Hermosa, D6
-17.405079,-66.131430, Calle Dalence #1639, Alalay Sud, D6
-17.402867,-66.145939, Calle Kantuta #1640, Kantuta, D6
-17.409347,-66.146595, Calle Siringuero #1641, Villa Hermosa, D6
-17.421075,-66.154466, Calle Tupac Katari #1642, Alalay Sud, D6
-17.404964,-66.146655, Av. Melchor Urquidi #1643, Kantuta, D6
-17.400390,-66.134656, Calle Dalence #1644, Villa Hermosa, D6
-17.410190,-66.144305, Calle Kantuta #1645, Alalay Sud, D6
-17.411624,-66.137719, Calle Siringuero #1646, Kantuta, D6
-17.412532,-66.143561, Calle Tupac Katari #1647, Villa Hermosa, D6
-17.399874,-66.136681, Av. Melchor Urquidi #1648, Alalay Sud, D6
-17.400023,-66.139029, Calle Dalence #1649, Kantuta, D6
-17.410034,-66.146602, Calle Kantuta #1650, Villa Hermosa, D6
-17.413845,-66.152805, Calle Siringuero #1651, Alalay Sud, D6
-17.422368,-66.131605, Calle Tupac Katari #1652, Kantuta, D6
-17.413643,-66.150710, Av. Melchor Urquidi #1653, Villa Hermosa, D6
-17.419633,-66.134498, Calle Dalence #1654, Alalay Sud, D6
-17.405261,-66.131203, Calle Kantuta #1655, Kantuta, D6
-17.423490,-66.144992, Calle Siringuero #1656, Villa Hermosa, D6
-17.414879,-66.154767, Calle Tupac Katari #1657, Alalay Sud, D6
-17.413508,-66.138564, Av. Melchor Urquidi #1658, Kantuta, D6
-17.407353,-66.149160, Calle Dalence #1659, Villa Hermosa, D6
-17.412335,-66.134714, Calle Kantuta #1660, Alalay Sud, D6
-17.404017,-66.122703, Calle Siringuero #1661, Kantuta, D6
-17.409785,-66.132265, Calle Tupac Katari #1662, Villa Hermosa, D6
-17.402816,-66.145029, Av. Melchor Urquidi #1663, Alalay Sud, D6
-17.398009,-66.126806, Calle Dalence #1664, Kantuta, D6
-17.417114,-66.138845, Calle Kantuta #1665, Villa Hermosa, D6
-17.402418,-66.143401, Calle Siringuero #1666, Alalay Sud, D6
-17.404043,-66.148372, Calle Tupac Katari #1667, Kantuta, D6
-17.408084,-66.135537, Av. Melchor Urquidi #1668, Villa Hermosa, D6
-17.413930,-66.149737, Calle Dalence #1669, Alalay Sud, D6
-17.419387,-66.146425, Calle Kantuta #1670, Kantuta, D6
-17.417594,-66.134040, Calle Siringuero #1671, Villa Hermosa, D6
-17.409319,-66.127426, Calle Tupac Katari #1672, Alalay Sud, D6
-17.424878,-66.143535, Av. Melchor Urquidi #1673, Kantuta, D6
-17.410080,-66.140273, Calle Dalence #1674, Villa Hermosa, D6
-17.401241,-66.132459, Calle Kantuta #1675, Alalay Sud, D6
-17.402625,-66.123625, Calle Siringuero #1676, Kantuta, D6
-17.412835,-66.136493, Calle Tupac Katari #1677, Villa Hermosa, D6
-17.406919,-66.128742, Av. Melchor Urquidi #1678, Alalay Sud, D6
-17.411743,-66.133629, Calle Dalence #1679, Kantuta, D6
-17.416426,-66.137043, Calle Kantuta #1680, Villa Hermosa, D6
-17.422212,-66.133109, Calle Siringuero #1681, Alalay Sud, D6
-17.411857,-66.141452, Calle Tupac Katari #1682, Kantuta, D6
-17.416573,-66.126731, Av. Melchor Urquidi #1683, Villa Hermosa, D6
-17.400435,-66.149580, Calle Dalence #1684, Alalay Sud, D6
-17.410970,-66.144308, Calle Kantuta #1685, Kantuta, D6
-17.398187,-66.127056, Calle Siringuero #1686, Villa Hermosa, D6
-17.417972,-66.128891, Calle Tupac Katari #1687, Alalay Sud, D6
-17.412275,-66.135348, Av. Melchor Urquidi #1688, Kantuta, D6
-17.408278,-66.149092, Calle Dalence #1689, Villa Hermosa, D6
-17.417079,-66.143055, Calle Kantuta #1690, Alalay Sud, D6
-17.401640,-66.146595, Calle Siringuero #1691, Kantuta, D6
-17.405098,-66.140863, Calle Tupac Katari #1692, Villa Hermosa, D6
-17.419449,-66.148764, Av. Melchor Urquidi #1693, Alalay Sud, D6
-17.409003,-66.140449, Calle Dalence #1694, Kantuta, D6
-17.424148,-66.152058, Calle Kantuta #1695, Villa Hermosa, D6
-17.411549,-66.147941, Calle Siringuero #1696, Alalay Sud, D6
-17.404847,-66.145279, Calle Tupac Katari #1697, Kantuta, D6
-17.412196,-66.132849, Av. Melchor Urquidi #1698, Villa Hermosa, D6
-17.414252,-66.147742, Calle Dalence #1699, Alalay Sud, D6
-17.420610,-66.134095, Calle Kantuta #1700, Kantuta, D6
-17.398669,-66.134614, Calle Siringuero #1701, Villa Hermosa, D6
-17.417754,-66.143725, Calle Tupac Katari #1702, Alalay Sud, D6
-17.419432,-66.149800, Av. Melchor Urquidi #1703, Kantuta, D6
-17.405372,-66.139963, Calle Dalence #1704, Villa Hermosa, D6
-17.403630,-66.146698, Calle Kantuta #1705, Alalay Sud, D6
-17.416508,-66.149580, Calle Siringuero #1706, Kantuta, D6
-17.419043,-66.154575, Calle Tupac Katari #1707, Villa Hermosa, D6
-17.411970,-66.148638, Av. Melchor Urquidi #1708, Alalay Sud, D6
-17.417718,-66.134587, Calle Dalence #1709, Kantuta, D6
-17.406283,-66.143872, Calle Kantuta #1710, Villa Hermosa, D6
-17.426499,-66.151178, Calle Siringuero #1711, Alalay Sud, D6
-17.405014,-66.140282, Calle Tupac Katari #1712, Kantuta, D6
-17.418511,-66.151888, Av. Melchor Urquidi #1713, Villa Hermosa, D6
-17.418520,-66.151396, Calle Dalence #1714, Alalay Sud, D6
-17.403074,-66.149011, Calle Kantuta #1715, Kantuta, D6
-17.410224,-66.139274, Calle Siringuero #1716, Villa Hermosa, D6
-17.403218,-66.123082, Calle Tupac Katari #1717, Alalay Sud, D6
-17.417257,-66.142930, Av. Melchor Urquidi #1718, Kantuta, D6
-17.414511,-66.138839, Calle Dalence #1719, Villa Hermosa, D6
-17.411261,-66.131121, Calle Kantuta #1720, Alalay Sud, D6
-17.404975,-66.140952, Calle Siringuero #1721, Kantuta, D6
-17.416693,-66.142984, Calle Tupac Katari #1722, Villa Hermosa, D6
-17.423779,-66.152242, Av. Melchor Urquidi #1723, Alalay Sud, D6
-17.418486,-66.149026, Calle Dalence #1724, Kantuta, D6
-17.424981,-66.145828, Calle Kantuta #1725, Villa Hermosa, D6
-17.402425,-66.126418, Calle Siringuero #1726, Alalay Sud, D6
-17.401177,-66.127280, Calle Tupac Katari #1727, Kantuta, D6
-17.411752,-66.130285, Av. Melchor Urquidi #1728, Villa Hermosa, D6
-17.404464,-66.134601, Calle Dalence #1729, Alalay Sud, D6
-17.426013,-66.145405, Calle Kantuta #1730, Kantuta, D6
-17.411817,-66.150154, Calle Siringuero #1731, Villa Hermosa, D6
-17.405569,-66.127614, Calle Tupac Katari #1732, Alalay Sud, D6
-17.418342,-66.130414, Av. Melchor Urquidi #1733, Kantuta, D6
-17.406682,-66.150995, Calle Dalence #1734, Villa Hermosa, D6
-17.400904,-66.143598, Calle Kantuta #1735, Alalay Sud, D6
-17.401507,-66.144571, Calle Siringuero #1736, Kantuta, D6
-17.402428,-66.127895, Calle Tupac Katari #1737, Villa Hermosa, D6
-17.405075,-66.149179, Av. Melchor Urquidi #1738, Alalay Sud, D6
-17.405967,-66.137509, Calle Dalence #1739, Kantuta, D6
-17.410668,-66.134482, Calle Kantuta #1740, Villa Hermosa, D6
-17.412843,-66.126573, Calle Siringuero #1741, Alalay Sud, D6
-17.418935,-66.152077, Calle Tupac Katari #1742, Kantuta, D6
-17.417956,-66.138152, Av. Melchor Urquidi #1743, Villa Hermosa, D6
-17.399658,-66.127315, Calle Dalence #1744, Alalay Sud, D6
-17.416529,-66.126992, Calle Kantuta #1745, Kantuta, D6
-17.415583,-66.143793, Calle Siringuero #1746, Villa Hermosa, D6
-17.414303,-66.142917, Calle Tupac Katari #1747, Alalay Sud, D6
-17.410709,-66.132301, Av. Melchor Urquidi #1748, Kantuta, D6
-17.406622,-66.138065, Calle Dalence #1749, Villa Hermosa, D6
-17.420129,-66.135462, Calle Kantuta #1750, Alalay Sud, D6
-17.427260,-66.147513, Calle Siringuero #1751, Kantuta, D6
-17.415977,-66.127001, Calle Tupac Katari #1752, Villa Hermosa, D6
-17.412214,-66.139759, Av. Melchor Urquidi #1753, Alalay Sud, D6
-17.404691,-66.143527, Calle Dalence #1754, Kantuta, D6
-17.421263,-66.132661, Calle Kantuta #1755, Villa Hermosa, D6
-17.412276,-66.127572, Calle Siringuero #1756, Alalay Sud, D6
-17.424949,-66.153155, Calle Tupac Katari #1757, Kantuta, D6
-17.406115,-66.129375, Av. Melchor Urquidi #1758, Villa Hermosa, D6
-17.401171,-66.143940, Calle Dalence #1759, Alalay Sud, D6
-17.405373,-66.125317, Calle Kantuta #1760, Kantuta, D6
-17.400588,-66.127549, Calle Siringuero #1761, Villa Hermosa, D6
-17.419612,-66.142048, Calle Tupac Katari #1762, Alalay Sud, D6
-17.404871,-66.144560, Av. Melchor Urquidi #1763, Kantuta, D6
-17.409803,-66.144289, Calle Dalence #1764, Villa Hermosa, D6
