-17.429017,-66.121984, Av. Siglo XX #100, Arrumani, D7
-17.424175,-66.128553, Calle Pucará #1299, K’ara K’ara, D7
-17.416005,-66.119096, Av. Siglo XX #1300, Arrumani, D7
-17.418114,-66.118988, Calle Villa Busch #1301, Sivingani, D7
-17.413796,-66.120936, Calle Ecológica #1302, K’ara K’ara, D7
-17.417718,-66.111067, Calle Enrique Finot #1303, Arrumani, D7
-17.427055,-66.119353, Calle Pucará #1304, Sivingani, D7
-17.411336,-66.121502, Av. Siglo XX #1305, K’ara K’ara, D7
-17.424638,-66.120949, Calle Villa Busch #1306, Arrumani, D7
-17.419655,-66.115207, Calle Ecológica #1307, Sivingani, D7
-17.422788,-66.129108, Calle Enrique Finot #1308, K’ara K’ara, D7
-17.428926,-66.119001, Calle Pucará #1309, Arrumani, D7
-17.436789,-66.121321, Av. Siglo XX #1310, Sivingani, D7
-17.417160,-66.123295, Calle Villa Busch #1311, K’ara K’ara, D7
-17.428434,-66.119632, Calle Ecológica #1312, Arrumani, D7
-17.413020,-66.124509, Calle Enrique Finot #1313, Sivingani, D7
-17.429660,-66.123658, Calle Pucará #1314, K’ara K’ara, D7
-17.427725,-66.122899, Av. Siglo XX #1315, Arrumani, D7
-17.413779,-66.120478, Calle Villa Busch #1316, Sivingani, D7
-17.427414,-66.128758, Calle Ecológica #1317, K’ara K’ara, D7
-17.425694,-66.128769, Calle Enrique Finot #1318, Arrumani, D7
-17.426587,-66.120497, Calle Pucará #1319, Sivingani, D7
-17.432214,-66.124210, Av. Siglo XX #1320, K’ara K’ara, D7
-17.426159,-66.129655, Calle Villa Busch #1321, Arrumani, D7
-17.424846,-66.118221, Calle Ecológica #1322, Sivingani, D7
-17.412733,-66.118756, Calle Enrique Finot #1323, K’ara K’ara, D7
-17.421603,-66.123833, Calle Pucará #1324, Arrumani, D7
-17.408626,-66.124421, Av. Siglo XX #1325, Sivingani, D7
-17.422472,-66.114144, Calle Villa Busch #1326, K’ara K’ara, D7
-17.416885,-66.115806, Calle Ecológica #1327, Arrumani, D7
-17.414396,-66.122069, Calle Enrique Finot #1328, Sivingani, D7
-17.410363,-66.123456, Calle Pucará #1329, K’ara K’ara, D7
-17.421424,-66.122370, Av. Siglo XX #1330, Arrumani, D7
-17.423931,-66.118353, Calle Villa Busch #1331, Sivingani, D7
-17.421418,-66.123523, Calle Ecológica #1332, K’ara K’ara, D7
-17.421371,-66.119438, Calle Enrique Finot #1333, Arrumani, D7
-17.416400,-66.112450, Calle Pucará #1334, Sivingani, D7
-17.439184,-66.121745, Av. Siglo XX #1335, K’ara K’ara, D7
-17.434174,-66.125561, Calle Villa Busch #1336, Arrumani, D7
-17.421391,-66.128340, Calle Ecológica #1337, Sivingani, D7
-17.433878,-66.125284, Calle Enrique Finot #1338, K’ara K’ara, D7
-17.438078,-66.120713, Calle Pucará #1339, Arrumani, D7
-17.424243,-66.118854, Av. Siglo XX #1340, Sivingani, D7
-17.418426,-66.126775, Calle Villa Busch #1341, K’ara K’ara, D7
-17.420399,-66.117636, Calle Ecológica #1342, Arrumani, D7
-17.424775,-66.131247, Calle Enrique Finot #1343, Sivingani, D7
-17.421399,-66.126433, Calle Pucará #1344, K’ara K’ara, D7
-17.422568,-66.119313, Av. Siglo XX #1345, Arrumani, D7
-17.422353,-66.117685, Calle Villa Busch #1346, Sivingani, D7
-17.417693,-66.111687, Calle Ecológica #1347, K’ara K’ara, D7
-17.414393,-66.121062, Calle Enrique Finot #1348, Arrumani, D7
-17.424457,-66.122913, Calle Pucará #1349, Sivingani, D7
-17.417773,-66.115506, Av. Siglo XX #1350, K’ara K’ara, D7
-17.426495,-66.125218, Calle Villa Busch #1351, Arrumani, D7
-17.421557,-66.127882, Calle Ecológica #1352, Sivingani, D7
-17.411634,-66.119595, Calle Enrique Finot #1353, K’ara K’ara, D7
-17.429290,-66.120714, Calle Pucará #1354, Arrumani, D7
-17.409611,-66.124781, Av. Siglo XX #1355, Sivingani, D7
-17.414770,-66.123160, Calle Villa Busch #1356, K’ara K’ara, D7
-17.416366,-66.114027, Calle Ecológica #1357, Arrumani, D7
-17.433001,-66.124765, Calle Enrique Finot #1358, Sivingani, D7
-17.418721,-66.124764, Calle Pucará #1359, K’ara K’ara, D7
-17.432044,-66.119842, Av. Siglo XX #1360, Arrumani, D7
-17.416159,-66.121798, Calle Villa Busch #1361, Sivingani, D7
-17.434397,-66.124916, Calle Ecológica #1362, K’ara K’ara, D7
-17.425171,-66.130866, Calle Enrique Finot #1363, Arrumani, D7
-17.422157,-66.121175, Calle Pucará #1364, Sivingani, D7
-17.417028,-66.119863, Av. Siglo XX #1365, K’ara K’ara, D7
-17.418706,-66.115447, Calle Villa Busch #1366, Arrumani, D7
-17.424972,-66.124688, Calle Ecológica #1367, Sivingani, D7
-17.436201,-66.121701, Calle Enrique Finot #1368, K’ara K’ara, D7
-17.430159,-66.124059, Calle Pucará #1369, Arrumani, D7
-17.420251,-66.125602, Av. Siglo XX #1370, Sivingani, D7
-17.428621,-66.122690, Calle Villa Busch #1371, K’ara K’ara, D7
-17.422282,-66.116274, Calle Ecológica #1372, Arrumani, D7
-17.413591,-66.123976, Calle Enrique Finot #1373, Sivingani, D7
-17.410980,-66.122666, Calle Pucará #1374, K’ara K’ara, D7
-17.408340,-66.121654, Av. Siglo XX #1375, Arrumani, D7
-17.411481,-66.125333, Calle Villa Busch #1376, Sivingani, D7
-17.419298,-66.120667, Calle Ecológica #1377, K’ara K’ara, D7
-17.424268,-66.129663, Calle Enrique Finot #1378, Arrumani, D7
-17.424784,-66.132721, Calle Pucará #1379, Sivingani, D7
-17.418795,-66.116317, Av. Siglo XX #1380, K’ara K’ara, D7
-17.422289,-66.115168, Calle Villa Busch #1381, Arrumani, D7
-17.418654,-66.111240, Calle Ecológica #1382, Sivingani, D7
-17.416963,-66.114188, Calle Enrique Finot #1383, K’ara K’ara, D7
-17.419955,-66.127610, Calle Pucará #1384, Arrumani, D7
-17.415475,-66.117733, Av. Siglo XX #1385, Sivingani, D7
-17.414522,-66.118052, Calle Villa Busch #1386, K’ara K’ara, D7
-17.410284,-66.122071, Calle Ecológica #1387, Arrumani, D7
-17.434478,-66.121962, Calle Enrique Finot #1388, Sivingani, D7
-17.423844,-66.126442, Calle Pucará #1389, K’ara K’ara, D7
-17.409263,-66.121252, Av. Siglo XX #1390, Arrumani, D7
-17.432656,-66.121161, Calle Villa Busch #1391, Sivingani, D7
-17.418173,-66.122347, Calle Ecológica #1392, K’ara K’ara, D7
-17.423602,-66.124751, Calle Enrique Finot #1393, Arrumani, D7
-17.428926,-66.122163, Calle Pucará #1394, Sivingani, D7
-17.419853,-66.124759, Av. Siglo XX #1395, K’ara K’ara, D7
-17.427653,-66.119493, Calle Villa Busch #1396, Arrumani, D7
-17.421529,-66.119221, Calle Ecológica #1397, Sivingani, D7
-17.416390,-66.119052, Calle Enrique Finot #1398, K’ara K’ara, D7
-17.426185,-66.129337, Calle Pucará #1399, Arrumani, D7
-17.418202,-66.123772, Av. Siglo XX #1400, Sivingani, D7
-17.430797,-66.123808, Calle Villa Busch #1401, K’ara K’ara, D7
-17.422349,-66.123439, Calle Ecológica #1402, Arrumani, D7
-17.425963,-66.130444, Calle Enrique Finot #1403, Sivingani, D7
-17.425738,-66.126725, Calle Pucará #1404, K’ara K’ara, D7
-17.421212,-66.118207, Av. Siglo XX #1405, Arrumani, D7
-17.430863,-66.117972, Calle Villa Busch #1406, Sivingani, D7
-17.424609,-66.131124, Calle Ecológica #1407, K’ara K’ara, D7
-17.418702,-66.120950, Calle Enrique Finot #1408, Arrumani, D7
-17.421092,-66.114587, Calle Pucará #1409, Sivingani, D7
-17.437019,-66.123575, Av. Siglo XX #1410, K’ara K’ara, D7
-17.424726,-66.120426, Calle Villa Busch #1411, Arrumani, D7
-17.411571,-66.123214, Calle Ecológica #1412, Sivingani, D7
-17.417160,-66.119233, Calle Enrique Finot #1413, K’ara K’ara, D7
-17.418738,-66.114419, Calle Pucará #1414, Arrumani, D7
-17.419395,-66.114205, Av. Siglo XX #1415, Sivingani, D7
-17.418864,-66.126775, Calle Villa Busch #1416, K’ara K’ara, D7
-17.434015,-66.121325, Calle Ecológica #1417, Arrumani, D7
-17.415368,-66.116841, Calle Enrique Finot #1418, Sivingani, D7
-17.420227,-66.116285, Calle Pucará #1419, K’ara K’ara, D7
-17.413365,-66.122165, Av. Siglo XX #1420, Arrumani, D7
-17.427061,-66.120756, Calle Villa Busch #1421, Sivingani, D7
-17.419351,-66.118402, Calle Ecológica #1422, K’ara K’ara, D7
-17.425080,-66.130973, Calle Enrique Finot #1423, Arrumani, D7
-17.415412,-66.116081, Calle Pucará #1424, Sivingani, D7
-17.413707,-66.118701, Av. Siglo XX #1425, K’ara K’ara, D7
-17.425200,-66.125111, Calle Villa Busch #1426, Arrumani, D7
-17.424700,-66.124026, Calle Ecológica #1427, Sivingani, D7
-17.423278,-66.123779, Calle Enrique Finot #1428, K’ara K’ara, D7
-17.421398,-66.119426, Calle Pucará #1429, Arrumani, D7
-17.431001,-66.122317, Av. Siglo XX #1430, Sivingani, D7
-17.415919,-66.121407, Calle Villa Busch #1431, K’ara K’ara, D7
-17.431535,-66.118021, Calle Ecológica #1432, Arrumani, D7
-17.407825,-66.121831, Calle Enrique Finot #1433, Sivingani, D7
-17.423919,-66.128103, Calle Pucará #1434, K’ara K’ara, D7
-17.422540,-66.115222, Av. Siglo XX #1435, Arrumani, D7
-17.434606,-66.121155, Calle Villa Busch #1436, Sivingani, D7
-17.423261,-66.120671, Calle Ecológica #1437, K’ara K’ara, D7
-17.420830,-66.115843, Calle Enrique Finot #1438, Arrumani, D7
-17.418215,-66.113232, Calle Pucará #1439, Sivingani, D7
-17.418904,-66.111895, Av. Siglo XX #1440, K’ara K’ara, D7
-17.427203,-66.129774, Calle Villa Busch #1441, Arrumani, D7
-17.426941,-66.125075, Calle Ecológica #1442, Sivingani, D7
-17.422807,-66.121583, Calle Enrique Finot #1443, K’ara K’ara, D7
-17.410302,-66.122901, Calle Pucará #1444, Arrumani, D7
-17.413630,-66.117560, Av. Siglo XX #1445, Sivingani, D7
-17.426675,-66.124395, Calle Villa Busch #1446, K’ara K’ara, D7
-17.434652,-66.125123, Calle Ecológica #1447, Arrumani, D7
-17.428169,-66.127110, Calle Enrique Finot #1448, Sivingani, D7
-17.434770,-66.121023, Calle Pucará #1449, K’ara K’ara, D7
-17.427290,-66.122533, Av. Siglo XX #1450, Arrumani, D7
-17.419699,-66.126586, Calle Villa Busch #1451, Sivingani, D7
-17.424070,-66.120769, Calle Ecológica #1452, K’ara K’ara, D7
-17.419252,-66.121270, Calle Enrique Finot #1453, Arrumani, D7
-17.429138,-66.125118, Calle Pucará #1454, Sivingani, D7
-17.422479,-66.127383, Av. Siglo XX #1455, K’ara K’ara, D7
-17.425891,-66.130998, Calle Villa Busch #1456, Arrumani, D7
-17.414697,-66.122100, Calle Ecológica #1457, Sivingani, D7
-17.414519,-66.119166, Calle Enrique Finot #1458, K’ara K’ara, D7
-17.417293,-66.116390, Calle Pucará #1459, Arrumani, D7
-17.432751,-66.126483, Av. Siglo XX #1460, Sivingani, D7
-17.413502,-66.120902, Calle Villa Busch #1461, K’ara K’ara, D7
-17.413951,-66.125252, Calle Ecológica #1462, Arrumani, D7
-17.416341,-66.124344, Calle Enrique Finot #1463, Sivingani, D7
-17.434620,-66.122370, Calle Pucará #1464, K’ara K’ara, D7
-17.411463,-66.119752, Av. Siglo XX #1465, Arrumani, D7
-17.438173,-66.122444, Calle Villa Busch #1466, Sivingani, D7
-17.437909,-66.122899, Calle Ecológica #1467, K’ara K’ara, D7
-17.413463,-66.123455, Calle Enrique Finot #1468, Arrumani, D7
-17.412094,-66.123967, Calle Pucará #1469, Sivingani, D7
-17.418912,-66.120140, Av. Siglo XX #1470, K’ara K’ara, D7
-17.423096,-66.127374, Calle Villa Busch #1471, Arrumani, D7
-17.420596,-66.120554, Calle Ecológica #1472, Sivingani, D7
-17.432105,-66.118290, Calle Enrique Finot #1473, K’ara K’ara, D7
-17.435981,-66.120243, Calle Pucará #1474, Arrumani, D7
-17.427606,-66.128650, Av. Siglo XX #1475, Sivingani, D7
-17.430921,-66.118429, Calle Villa Busch #1476, K’ara K’ara, D7
-17.421478,-66.117602, Calle Ecológica #1477, Arrumani, D7
-17.421013,-66.128920, Calle Enrique Finot #1478, Sivingani, D7
-17.418889,-66.117099, Calle Pucará #1479, K’ara K’ara, D7
-17.419074,-66.116133, Av. Siglo XX #1480, Arrumani, D7
-17.412655,-66.125264, Calle Villa Busch #1481, Sivingani, D7
-17.424812,-66.124390, Calle Ecológica #1482, K’ara K’ara, D7
-17.428985,-66.127974, Calle Enrique Finot #1483, Arrumani, D7
-17.425499,-66.123312, Calle Pucará #1484, Sivingani, D7
-17.420823,-66.128693, Av. Siglo XX #1485, K’ara K’ara, D7
-17.416327,-66.124513, Calle Villa Busch #1486, Arrumani, D7
-17.425163,-66.124441, Calle Ecológica #1487, Sivingani, D7
-17.427378,-66.125135, Calle Enrique Finot #1488, K’ara K’ara, D7
-17.422983,-66.126041, Calle Pucará #1489, Arrumani, D7
-17.431934,-66.120723, Av. Siglo XX #1490, Sivingani, D7
-17.438929,-66.124451, Calle Villa Busch #1491, K’ara K’ara, D7
-17.416168,-66.124519, Calle Ecológica #1492, Arrumani, D7
-17.423926,-66.126413, Calle Enrique Finot #1493, Sivingani, D7
-17.430889,-66.123600, Calle Pucará #1494, K’ara K’ara, D7
-17.424603,-66.132704, Av. Siglo XX #1495, Arrumani, D7
-17.410188,-66.123128, Calle Villa Busch #1496, Sivingani, D7
-17.410668,-66.121518, Calle Ecológica #1497, K’ara K’ara, D7
-17.423300,-66.118811, Calle Enrique Finot #1498, Arrumani, D7
-17.430700,-66.125826, Calle Pucará #1499, Sivingani, D7
-17.434207,-66.122647, Av. Siglo XX #1500, K’ara K’ara, D7
-17.436507,-66.122858, Calle Villa Busch #1501, Arrumani, D7
-17.415898,-66.120097, Calle Ecológica #1502, Sivingani, D7
-17.414612,-66.120090, Calle Enrique Finot #1503, K’ara K’ara, D7
-17.416113,-66.119493, Calle Pucará #1504, Arrumani, D7
-17.430921,-66.123061, Av. Siglo XX #1505, Sivingani, D7
-17.410532,-66.124176, Calle Villa Busch #1506, K’ara K’ara, D7
-17.436026,-66.122557, Calle Ecológica #1507, Arrumani, D7
-17.425380,-66.128314, Calle Enrique Finot #1508, Sivingani, D7
-17.415376,-66.116515, Calle Pucará #1509, K’ara K’ara, D7
-17.422158,-66.118432, Av. Siglo XX #1510, Arrumani, D7
-17.418126,-66.113069, Calle Villa Busch #1511, Sivingani, D7
-17.422418,-66.118639, Calle Ecológica #1512, K’ara K’ara, D7
-17.421869,-66.118982, Calle Enrique Finot #1513, Arrumani, D7
-17.424858,-66.122218, Calle Pucará #1514, Sivingani, D7
-17.421899,-66.124668, Av. Siglo XX #1515, K’ara K’ara, D7
-17.417466,-66.120713, Calle Villa Busch #1516, Arrumani, D7
-17.417854,-66.125227, Calle Ecológica #1517, Sivingani, D7
-17.418468,-66.125470, Calle Enrique Finot #1518, K’ara K’ara, D7
-17.425990,-66.125871, Calle Pucará #1519, Arrumani, D7
-17.409810,-66.124584, Av. Siglo XX #1520, Sivingani, D7
-17.422721,-66.121538, Calle Villa Busch #1521, K’ara K’ara, D7
-17.432621,-66.117583, Calle Ecológica #1522, Arrumani, D7
-17.423505,-66.122427, Calle Enrique Finot #1523, Sivingani, D7
-17.437599,-66.122793, Calle Pucará #1524, K’ara K’ara, D7
-17.432126,-66.123768, Av. Siglo XX #1525, Arrumani, D7
-17.408161,-66.122466, Calle Villa Busch #1526, Sivingani, D7
-17.427681,-66.126839, Calle Ecológica #1527, K’ara K’ara, D7
-17.437217,-66.121615, Calle Enrique Finot #1528, Arrumani, D7
-17.410247,-66.122512, Calle Pucará #1529, Sivingani, D7
-17.419189,-66.124049, Av. Siglo XX #1530, K’ara K’ara, D7
-17.418136,-66.120393, Calle Villa Busch #1531, Arrumani, D7
-17.426103,-66.119904, Calle Ecológica #1532, Sivingani, D7
-17.427715,-66.126215, Calle Enrique Finot #1533, K’ara K’ara, D7
-17.419653,-66.128977, Calle Pucará #1534, Arrumani, D7
-17.426669,-66.124628, Av. Siglo XX #1535, Sivingani, D7
-17.408892,-66.123127, Calle Villa Busch #1536, K’ara K’ara, D7
-17.417877,-66.123697, Calle Ecológica #1537, Arrumani, D7
-17.426251,-66.125643, Calle Enrique Finot #1538, Sivingani, D7
-17.428136,-66.124265, Calle Pucará #1539, K’ara K’ara, D7
-17.426839,-66.119983, Av. Siglo XX #1540, Arrumani, D7
-17.415532,-66.122739, Calle Villa Busch #1541, Sivingani, D7
-17.432392,-66.125977, Calle Ecológica #1542, K’ara K’ara, D7
-17.422840,-66.127875, Calle Enrique Finot #1543, Arrumani, D7
-17.431750,-66.124567, Calle Pucará #1544, Sivingani, D7
-17.425394,-66.122743, Av. Siglo XX #1545, K’ara K’ara, D7
-17.416524,-66.123740, Calle Villa Busch #1546, Arrumani, D7
-17.437005,-66.120473, Calle Ecológica #1547, Sivingani, D7
-17.426139,-66.124879, Calle Enrique Finot #1548, K’ara K’ara, D7
-17.437907,-66.120981, Calle Pucará #1549, Arrumani, D7
-17.432995,-66.119704, Av. Siglo XX #1550, Sivingani, D7
-17.430908,-66.125231, Calle Villa Busch #1551, K’ara K’ara, D7
-17.423481,-66.121960, Calle Ecológica #1552, Arrumani, D7
-17.425833,-66.127615, Calle Enrique Finot #1553, Sivingani, D7
-17.412958,-66.123008, Calle Pucará #1554, K’ara K’ara, D7
-17.418008,-66.113384, Av. Siglo XX #1555, Arrumani, D7
-17.423960,-66.119308, Calle Villa Busch #1556, Sivingani, D7
-17.433604,-66.121883, Calle Ecológica #1557, K’ara K’ara, D7
-17.424812,-66.131303, Calle Enrique Finot #1558, Arrumani, D7
-17.419232,-66.114074, Calle Pucará #1559, Sivingani, D7
-17.421168,-66.119930, Av. Siglo XX #1560, K’ara K’ara, D7
-17.423133,-66.120597, Calle Villa Busch #1561, Arrumani, D7
-17.428676,-66.123346, Calle Ecológica #1562, Sivingani, D7
-17.426407,-66.126890, Calle Enrique Finot #1563, K’ara K’ara, D7
-17.409329,-66.123807, Calle Pucará #1564, Arrumani, D7
-17.426109,-66.124836, Av. Siglo XX #1565, Sivingani, D7
-17.412540,-66.121681, Calle Villa Busch #1566, K’ara K’ara, D7
-17.422435,-66.128311, Calle Ecológica #1567, Arrumani, D7
-17.418039,-66.112460, Calle Enrique Finot #1568, Sivingani, D7
-17.419110,-66.116291, Calle Pucará #1569, K’ara K’ara, D7
-17.430058,-66.120402, Av. Siglo XX #1570, Arrumani, D7
-17.412844,-66.120338, Calle Villa Busch #1571, Sivingani, D7
-17.433471,-66.124461, Calle Ecológica #1572, K’ara K’ara, D7
-17.424082,-66.126633, Calle Enrique Finot #1573, Arrumani, D7
-17.436276,-66.122021, Calle Pucará #1574, Sivingani, D7
-17.419908,-66.123827, Av. Siglo XX #1575, K’ara K’ara, D7
-17.429216,-66.120059, Calle Villa Busch #1576, Arrumani, D7
-17.419561,-66.125922, Calle Ecológica #1577, Sivingani, D7
-17.420454,-66.115200, Calle Enrique Finot #1578, K’ara K’ara, D7
-17.421837,-66.128255, Calle Pucará #1579, Arrumani, D7
-17.420541,-66.125661, Av. Siglo XX #1580, Sivingani, D7
-17.426901,-66.121413, Calle Villa Busch #1581, K’ara K’ara, D7
-17.419700,-66.128363, Calle Ecológica #1582, Arrumani, D7
-17.433650,-66.120418, Calle Enrique Finot #1583, Sivingani, D7
-17.410162,-66.120868, Calle Pucará #1584, K’ara K’ara, D7
-17.420533,-66.123728, Av. Siglo XX #1585, Arrumani, D7
-17.424753,-66.122022, Calle Villa Busch #1586, Sivingani, D7
-17.434029,-66.122080, Calle Ecológica #1587, K’ara K’ara, D7
-17.412203,-66.124252, Calle Enrique Finot #1588, Arrumani, D7
-17.430520,-66.119965, Calle Pucará #1589, Sivingani, D7
-17.426656,-66.129274, Av. Siglo XX #1590, K’ara K’ara, D7
-17.429721,-66.124470, Calle Villa Busch #1591, Arrumani, D7
-17.434281,-66.123889, Calle Ecológica #1592, Sivingani, D7
-17.412129,-66.124077, Calle Enrique Finot #1593, K’ara K’ara, D7
-17.434717,-66.125190, Calle Pucará #1594, Arrumani, D7
-17.426298,-66.123453, Av. Siglo XX #1595, Sivingani, D7
-17.426564,-66.125062, Calle Villa Busch #1596, K’ara K’ara, D7
-17.429469,-66.124856, Calle Ecológica #1597, Arrumani, D7
-17.413269,-66.120108, Calle Enrique Finot #1598, Sivingani, D7
-17.417087,-66.119897, Calle Pucará #1599, K’ara K’ara, D7
-17.419156,-66.112010, Av. Siglo XX #1600, Arrumani, D7
-17.426259,-66.130291, Calle Villa Busch #1601, Sivingani, D7
-17.422629,-66.117839, Calle Ecológica #1602, K’ara K’ara, D7
-17.427070,-66.129987, Calle Enrique Finot #1603, Arrumani, D7
-17.420936,-66.125504, Calle Pucará #1604, Sivingani, D7
-17.424767,-66.126438, Av. Siglo XX #1605, K’ara K’ara, D7
-17.418095,-66.118592, Calle Villa Busch #1606, Arrumani, D7
-17.426058,-66.123473, Calle Ecológica #1607, Sivingani, D7
-17.419122,-66.126352, Calle Enrique Finot #1608, K’ara K’ara, D7
-17.418521,-66.113753, Calle Pucará #1609, Arrumani, D7
-17.432436,-66.123138, Av. Siglo XX #1610, Sivingani, D7
-17.420459,-66.126908, Calle Villa Busch #1611, K’ara K’ara, D7
-17.424568,-66.128074, Calle Ecológica #1612, Arrumani, D7
-17.418513,-66.125010, Calle Enrique Finot #1613, Sivingani, D7
-17.429033,-66.123962, Calle Pucará #1614, K’ara K’ara, D7
-17.414914,-66.122790, Av. Siglo XX #1615, Arrumani, D7
-17.416746,-66.117591, Calle Villa Busch #1616, Sivingani, D7
-17.424505,-66.121211, Calle Ecológica #1617, K’ara K’ara, D7
-17.421889,-66.124429, Calle Enrique Finot #1618, Arrumani, D7
-17.416613,-66.117273, Calle Pucará #1619, Sivingani, D7
