-17.487577,-66.112642, Calle Urcupiña #100, Pukara Oeste, D15
-17.487991,-66.127357, Calle Castrillo #2002, Pukara Oeste, D15
-17.495439,-66.144215, Calle Landaeta #2003, Khara Khara, D15
-17.495182,-66.142088, Calle Villazón #2004, Valle Hermoso Oeste, D15
-17.483968,-66.129963, Calle Urcupiña #2005, Pukara Oeste, D15
-17.504746,-66.150357, Calle Achumani #2006, Khara Khara, D15
-17.482187,-66.143142, Calle Castrillo #2007, Valle Hermoso Oeste, D15
-17.465917,-66.144317, Calle Landaeta #2008, Pukara Oeste, D15
-17.486233,-66.135971, Calle Villazón #2009, Khara Khara, D15
-17.488296,-66.126611, Calle Urcupiña #2010, Valle Hermoso Oeste, D15
-17.463764,-66.148717, Calle Achumani #2011, Pukara Oeste, D15
-17.475256,-66.146111, Calle Castrillo #2012, Khara Khara, D15
-17.492780,-66.124397, Calle Landaeta #2013, Valle Hermoso Oeste, D15
-17.477642,-66.123445, Calle Villazón #2014, Pukara Oeste, D15
-17.484391,-66.112913, Calle Urcupiña #2015, Khara Khara, D15
-17.460440,-66.149495, Calle Achumani #2016, Valle Hermoso Oeste, D15
-17.469932,-66.133530, Calle Castrillo #2017, Pukara Oeste, D15
-17.476407,-66.118076, Calle Landaeta #2018, Khara Khara, D15
-17.490684,-66.122582, Calle Villazón #2019, Valle Hermoso Oeste, D15
-17.468155,-66.152714, Calle Urcupiña #2020, Pukara Oeste, D15
-17.482364,-66.123934, Calle Achumani #2021, Khara Khara, D15
-17.478468,-66.148256, Calle Castrillo #2022, Valle Hermoso Oeste, D15
-17.501978,-66.150207, Calle Landaeta #2023, Pukara Oeste, D15
-17.484581,-66.151081, Calle Villazón #2024, Khara Khara, D15
-17.469171,-66.131320, Calle Urcupiña #2025, Valle Hermoso Oeste, D15
-17.474258,-66.122250, Calle Achumani #2026, Pukara Oeste, D15
-17.458477,-66.139369, Calle Castrillo #2027, Khara Khara, D15
-17.463913,-66.138677, Calle Landaeta #2028, Valle Hermoso Oeste, D15
-17.472193,-66.152198, Calle Villazón #2029, Pukara Oeste, D15
-17.490082,-66.139190, Calle Urcupiña #2030, Khara Khara, D15
-17.462543,-66.151468, Calle Achumani #2031, Valle Hermoso Oeste, D15
-17.475231,-66.123749, Calle Castrillo #2032, Pukara Oeste, D15
-17.449891,-66.145548, Calle Landaeta #2033, Khara Khara, D15
-17.461722,-66.143079, Calle Villazón #2034, Valle Hermoso Oeste, D15
-17.461103,-66.138915, Calle Urcupiña #2035, Pukara Oeste, D15
-17.486395,-66.115949, Calle Achumani #2036, Khara Khara, D15
-17.483999,-66.130369, Calle Castrillo #2037, Valle Hermoso Oeste, D15
-17.478653,-66.122467, Calle Landaeta #2038, Pukara Oeste, D15
-17.472770,-66.137551, Calle Villazón #2039, Khara Khara, D15
-17.496021,-66.138317, Calle Urcupiña #2040, Valle Hermoso Oeste, D15
-17.469887,-66.125842, Calle Achumani #2041, Pukara Oeste, D15
-17.485359,-66.114366, Calle Castrillo #2042, Khara Khara, D15
-17.497202,-66.149546, Calle Landaeta #2043, Valle Hermoso Oeste, D15
-17.456533,-66.141549, Calle Villazón #2044, Pukara Oeste, D15
-17.471946,-66.121830, Calle Urcupiña #2045, Khara Khara, D15
-17.479663,-66.137606, Calle Achumani #2046, Valle Hermoso Oeste, D15
-17.490127,-66.147394, Calle Castrillo #2047, Pukara Oeste, D15
-17.459522,-66.144627, Calle Landaeta #2048, Khara Khara, D15
-17.492178,-66.143390, Calle Villazón #2049, Valle Hermoso Oeste, D15
-17.476666,-66.148921, Calle Urcupiña #2050, Pukara Oeste, D15
-17.486836,-66.121752, Calle Achumani #2051, Khara Khara, D15
-17.473673,-66.141883, Calle Castrillo #2052, Valle Hermoso Oeste, D15
-17.461977,-66.135915, Calle Landaeta #2053, Pukara Oeste, D15
-17.480324,-66.145189, Calle Villazón #2054, Khara Khara, D15
-17.498243,-66.133530, Calle Urcupiña #2055, Valle Hermoso Oeste, D15
-17.454036,-66.140326, Calle Achumani #2056, Pukara Oeste, D15
-17.490875,-66.122926, Calle Castrillo #2057, Khara Khara, D15
-17.479086,-66.137165, Calle Landaeta #2058, Valle Hermoso Oeste, D15
-17.466454,-66.132907, Calle Villazón #2059, Pukara Oeste, D15
-17.498607,-66.141517, Calle Urcupiña #2060, Khara Khara, D15
-17.472808,-66.146019, Calle Achumani #2061, Valle Hermoso Oeste, D15
-17.470713,-66.117888, Calle Castrillo #2062, Pukara Oeste, D15
-17.481554,-66.121850, Calle Landaeta #2063, Khara Khara, D15
-17.475102,-66.116632, Calle Villazón #2064, Valle Hermoso Oeste, D15
-17.474177,-66.124235, Calle Urcupiña #2065, Pukara Oeste, D15
-17.488560,-66.139332, Calle Achumani #2066, Khara Khara, D15
-17.477567,-66.117936, Calle Castrillo #2067, Valle Hermoso Oeste, D15
-17.464134,-66.137115, Calle Landaeta #2068, Pukara Oeste, D15
-17.471671,-66.135558, Calle Villazón #2069, Khara Khara, D15
-17.475453,-66.118285, Calle Urcupiña #2070, Valle Hermoso Oeste, D15
-17.474177,-66.134523, Calle Achumani #2071, Pukara Oeste, D15
-17.501555,-66.141294, Calle Castrillo #2072, Khara Khara, D15
-17.493511,-66.126468, Calle Landaeta #2073, Valle Hermoso Oeste, D15
-17.494052,-66.137288, Calle Villazón #2074, Pukara Oeste, D15
-17.479308,-66.117068, Calle Urcupiña #2075, Khara Khara, D15
-17.490842,-66.122268, Calle Achumani #2076, Valle Hermoso Oeste, D15
-17.456751,-66.153269, Calle Castrillo #2077, Pukara Oeste, D15
-17.483479,-66.136698, Calle Landaeta #2078, Khara Khara, D15
-17.460063,-66.139761, Calle Villazón #2079, Valle Hermoso Oeste, D15
-17.494796,-66.128335, Calle Urcupiña #2080, Pukara Oeste, D15
-17.468045,-66.126108, Calle Achumani #2081, Khara Khara, D15
-17.487311,-66.149876, Calle Castrillo #2082, Valle Hermoso Oeste, D15
-17.489873,-66.140477, Calle Landaeta #2083, Pukara Oeste, D15
-17.473134,-66.124612, Calle Villazón #2084, Khara Khara, D15
-17.457643,-66.153996, Calle Urcupiña #2085, Valle Hermoso Oeste, D15
-17.496814,-66.143286, Calle Achumani #2086, Pukara Oeste, D15
-17.468100,-66.127279, Calle Castrillo #2087, Khara Khara, D15
-17.464909,-66.138763, Calle Landaeta #2088, Valle Hermoso Oeste, D15
-17.451185,-66.145309, Calle Villazón #2089, Pukara Oeste, D15
-17.484779,-66.140400, Calle Urcupiña #2090, Khara Khara, D15
-17.451510,-66.146051, Calle Achumani #2091, Valle Hermoso Oeste, D15
-17.472420,-66.120393, Calle Castrillo #2092, Pukara Oeste, D15
-17.468335,-66.124511, Calle Landaeta #2093, Khara Khara, D15
-17.456838,-66.147169, Calle Villazón #2094, Valle Hermoso Oeste, D15
-17.466706,-66.125948, Calle Urcupiña #2095, Pukara Oeste, D15
-17.473340,-66.152397, Calle Achumani #2096, Khara Khara, D15
-17.465404,-66.152526, Calle Castrillo #2097, Valle Hermoso Oeste, D15
-17.459990,-66.139013, Calle Landaeta #2098, Pukara Oeste, D15
-17.466277,-66.133400, Calle Villazón #2099, Khara Khara, D15
-17.502071,-66.145943, Calle Urcupiña #2100, Valle Hermoso Oeste, D15
-17.470941,-66.128555, Calle Achumani #2101, Pukara Oeste, D15
-17.455169,-66.133204, Calle Castrillo #2102, Khara Khara, D15
-17.468936,-66.133215, Calle Landaeta #2103, Valle Hermoso Oeste, D15
-17.496379,-66.146313, Calle Villazón #2104, Pukara Oeste, D15
-17.467998,-66.149100, Calle Urcupiña #2105, Khara Khara, D15
-17.479358,-66.148330, Calle Achumani #2106, Valle Hermoso Oeste, D15
-17.476418,-66.117293, Calle Castrillo #2107, Pukara Oeste, D15
-17.489300,-66.126341, Calle Landaeta #2108, Khara Khara, D15
-17.466787,-66.132182, Calle Villazón #2109, Valle Hermoso Oeste, D15
-17.455774,-66.147212, Calle Urcupiña #2110, Pukara Oeste, D15
-17.483204,-66.135589, Calle Achumani #2111, Khara Khara, D15
-17.481711,-66.128949, Calle Castrillo #2112, Valle Hermoso Oeste, D15
-17.473407,-66.122877, Calle Landaeta #2113, Pukara Oeste, D15
-17.468981,-66.131795, Calle Villazón #2114, Khara Khara, D15
-17.452316,-66.138672, Calle Urcupiña #2115, Valle Hermoso Oeste, D15
-17.486055,-66.116128, Calle Achumani #2116, Pukara Oeste, D15
-17.489583,-66.127580, Calle Castrillo #2117, Khara Khara, D15
-17.475377,-66.114277, Calle Landaeta #2118, Valle Hermoso Oeste, D15
-17.471180,-66.149331, Calle Villazón #2119, Pukara Oeste, D15
-17.467083,-66.120419, Calle Urcupiña #2120, Khara Khara, D15
-17.473849,-66.117653, Calle Achumani #2121, Valle Hermoso Oeste, D15
-17.455469,-66.134885, Calle Castrillo #2122, Pukara Oeste, D15
-17.471836,-66.124677, Calle Landaeta #2123, Khara Khara, D15
-17.453613,-66.137161, Calle Villazón #2124, Valle Hermoso Oeste, D15
-17.462301,-66.148174, Calle Urcupiña #2125, Pukara Oeste, D15
-17.494004,-66.136846, Calle Achumani #2126, Khara Khara, D15
-17.469469,-66.129236, Calle Castrillo #2127, Valle Hermoso Oeste, D15
-17.478582,-66.134763, Calle Landaeta #2128, Pukara Oeste, D15
-17.480788,-66.150563, Calle Villazón #2129, Khara Khara, D15
-17.486794,-66.118806, Calle Urcupiña #2130, Valle Hermoso Oeste, D15
-17.475489,-66.150478, Calle Achumani #2131, Pukara Oeste, D15
-17.498559,-66.144598, Calle Castrillo #2132, Khara Khara, D15
-17.485002,-66.127595, Calle Landaeta #2133, Valle Hermoso Oeste, D15
-17.487257,-66.140690, Calle Villazón #2134, Pukara Oeste, D15
-17.491841,-66.122820, Calle Urcupiña #2135, Khara Khara, D15
-17.486655,-66.111694, Calle Achumani #2136, Valle Hermoso Oeste, D15
-17.453986,-66.136325, Calle Castrillo #2137, Pukara Oeste, D15
-17.455034,-66.138696, Calle Landaeta #2138, Khara Khara, D15
-17.461095,-66.132014, Calle Villazón #2139, Valle Hermoso Oeste, D15
-17.476718,-66.116873, Calle Urcupiña #2140, Pukara Oeste, D15
-17.466853,-66.150486, Calle Achumani #2141, Khara Khara, D15
-17.490913,-66.125052, Calle Castrillo #2142, Valle Hermoso Oeste, D15
-17.468688,-66.150106, Calle Landaeta #2143, Pukara Oeste, D15
-17.466131,-66.152727, Calle Villazón #2144, Khara Khara, D15
-17.479328,-66.139912, Calle Urcupiña #2145, Valle Hermoso Oeste, D15
-17.501228,-66.140181, Calle Achumani #2146, Pukara Oeste, D15
-17.498796,-66.141387, Calle Castrillo #2147, Khara Khara, D15
-17.457639,-66.139811, Calle Landaeta #2148, Valle Hermoso Oeste, D15
-17.472134,-66.149071, Calle Villazón #2149, Pukara Oeste, D15
-17.451706,-66.140482, Calle Urcupiña #2150, Khara Khara, D15
-17.484699,-66.146786, Calle Achumani #2151, Valle Hermoso Oeste, D15
-17.472215,-66.134803, Calle Castrillo #2152, Pukara Oeste, D15
-17.469799,-66.146215, Calle Landaeta #2153, Khara Khara, D15
-17.479914,-66.137222, Calle Villazón #2154, Valle Hermoso Oeste, D15
-17.464838,-66.133632, Calle Urcupiña #2155, Pukara Oeste, D15
-17.470158,-66.120209, Calle Achumani #2156, Khara Khara, D15
-17.493801,-66.128231, Calle Castrillo #2157, Valle Hermoso Oeste, D15
-17.466538,-66.151102, Calle Landaeta #2158, Pukara Oeste, D15
-17.452311,-66.144444, Calle Villazón #2159, Khara Khara, D15
-17.478396,-66.127361, Calle Urcupiña #2160, Valle Hermoso Oeste, D15
-17.469982,-66.153186, Calle Achumani #2161, Pukara Oeste, D15
-17.475593,-66.143448, Calle Castrillo #2162, Khara Khara, D15
-17.486728,-66.148112, Calle Landaeta #2163, Valle Hermoso Oeste, D15
-17.480275,-66.115501, Calle Villazón #2164, Pukara Oeste, D15
-17.475852,-66.152243, Calle Urcupiña #2165, Khara Khara, D15
-17.463027,-66.146976, Calle Achumani #2166, Valle Hermoso Oeste, D15
-17.471714,-66.123399, Calle Castrillo #2167, Pukara Oeste, D15
-17.488189,-66.139401, Calle Landaeta #2168, Khara Khara, D15
-17.475299,-66.125548, Calle Villazón #2169, Valle Hermoso Oeste, D15
-17.480861,-66.130352, Calle Urcupiña #2170, Pukara Oeste, D15
-17.470168,-66.119194, Calle Achumani #2171, Khara Khara, D15
-17.472934,-66.120442, Calle Castrillo #2172, Valle Hermoso Oeste, D15
-17.451283,-66.146392, Calle Landaeta #2173, Pukara Oeste, D15
-17.479279,-66.127177, Calle Villazón #2174, Khara Khara, D15
-17.490412,-66.147961, Calle Urcupiña #2175, Valle Hermoso Oeste, D15
-17.475594,-66.148939, Calle Achumani #2176, Pukara Oeste, D15
-17.480501,-66.126788, Calle Castrillo #2177, Khara Khara, D15
-17.469043,-66.130774, Calle Landaeta #2178, Valle Hermoso Oeste, D15
-17.475833,-66.139148, Calle Villazón #2179, Pukara Oeste, D15
-17.472513,-66.129773, Calle Urcupiña #2180, Khara Khara, D15
-17.484002,-66.134539, Calle Achumani #2181, Valle Hermoso Oeste, D15
-17.464398,-66.143904, Calle Castrillo #2182, Pukara Oeste, D15
-17.478663,-66.150903, Calle Landaeta #2183, Khara Khara, D15
-17.483284,-66.114937, Calle Villazón #2184, Valle Hermoso Oeste, D15
-17.461692,-66.126641, Calle Urcupiña #2185, Pukara Oeste, D15
-17.494850,-66.140628, Calle Achumani #2186, Khara Khara, D15
-17.482631,-66.111899, Calle Castrillo #2187, Valle Hermoso Oeste, D15
-17.464616,-66.147555, Calle Landaeta #2188, Pukara Oeste, D15
-17.484178,-66.125787, Calle Villazón #2189, Khara Khara, D15
-17.485902,-66.147029, Calle Urcupiña #2190, Valle Hermoso Oeste, D15
-17.459703,-66.153800, Calle Achumani #2191, Pukara Oeste, D15
-17.474417,-66.122488, Calle Castrillo #2192, Khara Khara, D15
-17.489169,-66.134184, Calle Landaeta #2193, Valle Hermoso Oeste, D15
-17.483466,-66.120978, Calle Villazón #2194, Pukara Oeste, D15
-17.465931,-66.131938, Calle Urcupiña #2195, Khara Khara, D15
-17.469818,-66.138523, Calle Achumani #2196, Valle Hermoso Oeste, D15
-17.453377,-66.144440, Calle Castrillo #2197, Pukara Oeste, D15
-17.474752,-66.132403, Calle Landaeta #2198, Khara Khara, D15
-17.477488,-66.133508, Calle Villazón #2199, Valle Hermoso Oeste, D15
-17.453302,-66.134708, Calle Urcupiña #2200, Pukara Oeste, D15
-17.484826,-66.131159, Calle Achumani #2201, Khara Khara, D15
-17.458149,-66.153606, Calle Castrillo #2202, Valle Hermoso Oeste, D15
-17.491175,-66.143097, Calle Landaeta #2203, Pukara Oeste, D15
-17.476341,-66.126945, Calle Villazón #2204, Khara Khara, D15
-17.494598,-66.127627, Calle Urcupiña #2205, Valle Hermoso Oeste, D15
-17.492781,-66.139381, Calle Achumani #2206, Pukara Oeste, D15
-17.492370,-66.133011, Calle Castrillo #2207, Khara Khara, D15
-17.493887,-66.131004, Calle Landaeta #2208, Valle Hermoso Oeste, D15
-17.482476,-66.151241, Calle Villazón #2209, Pukara Oeste, D15
-17.470943,-66.138263, Calle Urcupiña #2210, Khara Khara, D15
-17.464386,-66.126372, Calle Achumani #2211, Valle Hermoso Oeste, D15
-17.494310,-66.145971, Calle Castrillo #2212, Pukara Oeste, D15
-17.449613,-66.139409, Calle Landaeta #2213, Khara Khara, D15
-17.482345,-66.131737, Calle Villazón #2214, Valle Hermoso Oeste, D15
-17.482966,-66.126036, Calle Urcupiña #2215, Pukara Oeste, D15
-17.482435,-66.130744, Calle Achumani #2216, Khara Khara, D15
-17.472224,-66.147139, Calle Castrillo #2217, Valle Hermoso Oeste, D15
-17.481794,-66.147330, Calle Landaeta #2218, Pukara Oeste, D15
-17.477659,-66.150760, Calle Villazón #2219, Khara Khara, D15
-17.492427,-66.141656, Calle Urcupiña #2220, Valle Hermoso Oeste, D15
-17.477141,-66.122394, Calle Achumani #2221, Pukara Oeste, D15
-17.458468,-66.142496, Calle Castrillo #2222, Khara Khara, D15
-17.474227,-66.138694, Calle Landaeta #2223, Valle Hermoso Oeste, D15
-17.467223,-66.146328, Calle Villazón #2224, Pukara Oeste, D15
-17.495210,-66.137325, Calle Urcupiña #2225, Khara Khara, D15
-17.466416,-66.151005, Calle Achumani #2226, Valle Hermoso Oeste, D15
-17.466672,-66.124221, Calle Castrillo #2227, Pukara Oeste, D15
-17.484484,-66.140186, Calle Landaeta #2228, Khara Khara, D15
-17.453774,-66.133574, Calle Villazón #2229, Valle Hermoso Oeste, D15
-17.458780,-66.152941, Calle Urcupiña #2230, Pukara Oeste, D15
-17.475972,-66.127835, Calle Achumani #2231, Khara Khara, D15
-17.484239,-66.112641, Calle Castrillo #2232, Valle Hermoso Oeste, D15
-17.450888,-66.140499, Calle Landaeta #2233, Pukara Oeste, D15
-17.495182,-66.131005, Calle Villazón #2234, Khara Khara, D15
-17.459568,-66.133416, Calle Urcupiña #2235, Valle Hermoso Oeste, D15
-17.474046,-66.143661, Calle Achumani #2236, Pukara Oeste, D15
-17.465245,-66.134895, Calle Castrillo #2237, Khara Khara, D15
-17.475383,-66.141635, Calle Landaeta #2238, Valle Hermoso Oeste, D15
-17.482412,-66.148358, Calle Villazón #2239, Pukara Oeste, D15
-17.488984,-66.114915, Calle Urcupiña #2240, Khara Khara, D15
-17.477160,-66.149064, Calle Achumani #2241, Valle Hermoso Oeste, D15
-17.500053,-66.137685, Calle Castrillo #2242, Pukara Oeste, D15
-17.485509,-66.144851, Calle Landaeta #2243, Khara Khara, D15
-17.467803,-66.120467, Calle Villazón #2244, Valle Hermoso Oeste, D15
-17.455341,-66.130441, Calle Urcupiña #2245, Pukara Oeste, D15
-17.470676,-66.116818, Calle Achumani #2246, Khara Khara, D15
-17.461779,-66.152283, Calle Castrillo #2247, Valle Hermoso Oeste, D15
-17.453155,-66.139642, Calle Landaeta #2248, Pukara Oeste, D15
-17.481964,-66.142536, Calle Villazón #2249, Khara Khara, D15
-17.473674,-66.135836, Calle Urcupiña #2250, Valle Hermoso Oeste, D15
-17.460696,-66.150618, Calle Achumani #2251, Pukara Oeste, D15
-17.465950,-66.133907, Calle Castrillo #2252, Khara Khara, D15
-17.485972,-66.148837, Calle Landaeta #2253, Valle Hermoso Oeste, D15
-17.478839,-66.137462, Calle Villazón #2254, Pukara Oeste, D15
-17.501017,-66.142837, Calle Urcupiña #2255, Khara Khara, D15
-17.472726,-66.122646, Calle Achumani #2256, Valle Hermoso Oeste, D15
-17.467602,-66.122256, Calle Castrillo #2257, Pukara Oeste, D15
-17.463487,-66.138803, Calle Landaeta #2258, Khara Khara, D15
-17.494741,-66.150577, Calle Villazón #2259, Valle Hermoso Oeste, D15
-17.466697,-66.131416, Calle Urcupiña #2260, Pukara Oeste, D15
-17.494424,-66.145948, Calle Achumani #2261, Khara Khara, D15
-17.489828,-66.129039, Calle Castrillo #2262, Valle Hermoso Oeste, D15
-17.465030,-66.141049, Calle Landaeta #2263, Pukara Oeste, D15
-17.479399,-66.118698, Calle Villazón #2264, Khara Khara, D15
-17.477827,-66.139246, Calle Urcupiña #2265, Valle Hermoso Oeste, D15
-17.474815,-66.120993, Calle Achumani #2266, Pukara Oeste, D15
-17.487691,-66.138278, Calle Castrillo #2267, Khara Khara, D15
-17.466744,-66.147267, Calle Landaeta #2268, Valle Hermoso Oeste, D15
-17.463469,-66.131586, Calle Villazón #2269, Pukara Oeste, D15
-17.495337,-66.145825, Calle Urcupiña #2270, Khara Khara, D15
-17.467488,-66.145227, Calle Achumani #2271, Valle Hermoso Oeste, D15
-17.484801,-66.146073, Calle Castrillo #2272, Pukara Oeste, D15
-17.488867,-66.118665, Calle Landaeta #2273, Khara Khara, D15
-17.473593,-66.132670, Calle Villazón #2274, Valle Hermoso Oeste, D15
-17.478232,-66.113148, Calle Urcupiña #2275, Pukara Oeste, D15
-17.465253,-66.124674, Calle Achumani #2276, Khara Khara, D15
-17.500512,-66.148573, Calle Castrillo #2277, Valle Hermoso Oeste, D15
-17.476710,-66.118631, Calle Landaeta #2278, Pukara Oeste, D15
-17.483777,-66.141407, Calle Villazón #2279, Khara Khara, D15
-17.479542,-66.121248, Calle Urcupiña #2280, Valle Hermoso Oeste, D15
-17.482717,-66.113584, Calle Achumani #2281, Pukara Oeste, D15
-17.494880,-66.144147, Calle Castrillo #2282, Khara Khara, D15
-17.480775,-66.131115, Calle Landaeta #2283, Valle Hermoso Oeste, D15
-17.468286,-66.144569, Calle Villazón #2284, Pukara Oeste, D15
-17.455234,-66.139874, Calle Urcupiña #2285, Khara Khara, D15
-17.476167,-66.135447, Calle Achumani #2286, Valle Hermoso Oeste, D15
-17.499434,-66.145276, Calle Castrillo #2287, Pukara Oeste, D15
-17.490771,-66.150752, Calle Landaeta #2288, Khara Khara, D15
-17.481208,-66.119153, Calle Villazón #2289, Valle Hermoso Oeste, D15
-17.462376,-66.132808, Calle Urcupiña #2290, Pukara Oeste, D15
-17.476212,-66.151193, Calle Achumani #2291, Khara Khara, D15
-17.453336,-66.147376, Calle Castrillo #2292, Valle Hermoso Oeste, D15
-17.464410,-66.144997, Calle Landaeta #2293, Pukara Oeste, D15
-17.483570,-66.139511, Calle Villazón #2294, Khara Khara, D15
-17.480979,-66.147609, Calle Urcupiña #2295, Valle Hermoso Oeste, D15
-17.467767,-66.123573, Calle Achumani #2296, Pukara Oeste, D15
-17.471494,-66.126074, Calle Castrillo #2297, Khara Khara, D15
-17.487743,-66.118592, Calle Landaeta #2298, Valle Hermoso Oeste, D15
-17.479722,-66.131792, Calle Villazón #2299, Pukara Oeste, D15
-17.486797,-66.118089, Calle Urcupiña #2300, Khara Khara, D15
-17.478632,-66.152241, Calle Achumani #2301, Valle Hermoso Oeste, D15
-17.473345,-66.143896, Calle Castrillo #2302, Pukara Oeste, D15
-17.457625,-66.153672, Calle Landaeta #2303, Khara Khara, D15
-17.495954,-66.128486, Calle Villazón #2304, Valle Hermoso Oeste, D15
-17.473268,-66.121768, Calle Urcupiña #2305, Pukara Oeste, D15
