-17.394985,-66.159656, Calle 14 de Septiembre #100, Sudeste, D10
-17.385494,-66.157482, Calle Avaroa #1873, Sudeste, D10
-17.390939,-66.150488, Calle Galindo #1874, Noreste, D10
-17.409361,-66.162178, Calle 14 de Septiembre #1875, Noroeste, D10
-17.406739,-66.165372, Calle Altamirano #1876, Sudeste, D10
-17.409380,-66.165118, Calle Gualberto Villarroel #1877, Noreste, D10
-17.396070,-66.153590, Calle Avaroa #1878, Noroeste, D10
-17.407913,-66.159498, Calle Galindo #1879, Sudeste, D10
-17.397635,-66.154290, Calle 14 de Septiembre #1880, Noreste, D10
-17.384332,-66.156227, Calle Altamirano #1881, Noroeste, D10
-17.390978,-66.163887, Calle Gualberto Villarroel #1882, Sudeste, D10
-17.393924,-66.163470, Calle Avaroa #1883, Noreste, D10
-17.396332,-66.152900, Calle Galindo #1884, Noroeste, D10
-17.383401,-66.155883, Calle 14 de Septiembre #1885, Sudeste, D10
-17.391220,-66.153958, Calle Altamirano #1886, Noreste, D10
-17.397266,-66.159089, Calle Gualberto Villarroel #1887, Noroeste, D10
-17.393633,-66.158203, Calle Avaroa #1888, Sudeste, D10
-17.395540,-66.153622, Calle Galindo #1889, Noreste, D10
-17.398168,-66.153526, Calle 14 de Septiembre #1890, Noroeste, D10
-17.382802,-66.161082, Calle Altamirano #1891, Sudeste, D10
-17.407296,-66.162828, Calle Gualberto Villarroel #1892, Noreste, D10
-17.384858,-66.153134, Calle Avaroa #1893, Noroeste, D10
-17.390633,-66.154395, Calle Galindo #1894, Sudeste, D10
-17.404435,-66.161972, Calle 14 de Septiembre #1895, Noreste, D10
-17.394731,-66.162437, Calle Altamirano #1896, Noroeste, D10
-17.392212,-66.157509, Calle Gualberto Villarroel #1897, Sudeste, D10
-17.396059,-66.158816, Calle Avaroa #1898, Noreste, D10
-17.386052,-66.161100, Calle Galindo #1899, Noroeste, D10
-17.395241,-66.158889, Calle 14 de Septiembre #1900, Sudeste, D10
-17.390565,-66.151119, Calle Altamirano #1901, Noreste, D10
-17.386724,-66.161176, Calle Gualberto Villarroel #1902, Noroeste, D10
-17.395353,-66.159532, Calle Avaroa #1903, Sudeste, D10
-17.389855,-66.162719, Calle Galindo #1904, Noreste, D10
-17.403315,-66.160144, Calle 14 de Septiembre #1905, Noroeste, D10
-17.398216,-66.164832, Calle Altamirano #1906, Sudeste, D10
-17.395466,-66.163405, Calle Gualberto Villarroel #1907, Noreste, D10
-17.402669,-66.158885, Calle Avaroa #1908, Noroeste, D10
-17.407588,-66.157537, Calle Galindo #1909, Sudeste, D10
-17.410182,-66.161188, Calle 14 de Septiembre #1910, Noreste, D10
-17.404334,-66.166016, Calle Altamirano #1911, Noroeste, D10
-17.398165,-66.162998, Calle Gualberto Villarroel #1912, Sudeste, D10
-17.399336,-66.159412, Calle Avaroa #1913, Noreste, D10
-17.401514,-66.156688, Calle Galindo #1914, Noroeste, D10
-17.405469,-66.155359, Calle 14 de Septiembre #1915, Sudeste, D10
-17.382843,-66.160447, Calle Altamirano #1916, Noreste, D10
-17.390541,-66.162852, Calle Gualberto Villarroel #1917, Noroeste, D10
-17.406188,-66.162901, Calle Avaroa #1918, Sudeste, D10
-17.396662,-66.164946, Calle Galindo #1919, Noreste, D10
-17.400809,-66.154893, Calle 14 de Septiembre #1920, Noroeste, D10
-17.382637,-66.153265, Calle Altamirano #1921, Sudeste, D10
-17.389125,-66.158418, Calle Gualberto Villarroel #1922, Noreste, D10
-17.388032,-66.162055, Calle Avaroa #1923, Noroeste, D10
-17.391528,-66.150262, Calle Galindo #1924, Sudeste, D10
-17.393808,-66.152943, Calle 14 de Septiembre #1925, Noreste, D10
-17.405571,-66.155648, Calle Altamirano #1926, Noroeste, D10
-17.393683,-66.161610, Calle Gualberto Villarroel #1927, Sudeste, D10
-17.405072,-66.156418, Calle Avaroa #1928, Noreste, D10
-17.390994,-66.163305, Calle Galindo #1929, Noroeste, D10
-17.408452,-66.158501, Calle 14 de Septiembre #1930, Sudeste, D10
-17.405197,-66.164254, Calle Altamirano #1931, Noreste, D10
-17.405718,-66.167655, Calle Gualberto Villarroel #1932, Noroeste, D10
-17.394928,-66.149629, Calle Avaroa #1933, Sudeste, D10
-17.395278,-66.165075, Calle Galindo #1934, Noreste, D10
-17.384648,-66.157437, Calle 14 de Septiembre #1935, Noroeste, D10
-17.392061,-66.150300, Calle Altamirano #1936, Sudeste, D10
-17.403316,-66.155014, Calle Gualberto Villarroel #1937, Noreste, D10
-17.384956,-66.160844, Calle Avaroa #1938, Noroeste, D10
-17.404766,-66.156217, Calle Galindo #1939, Sudeste, D10
-17.382160,-66.153446, Calle 14 de Septiembre #1940, Noreste, D10
-17.406878,-66.159925, Calle Altamirano #1941, Noroeste, D10
-17.402174,-66.165805, Calle Gualberto Villarroel #1942, Sudeste, D10
-17.397758,-66.150474, Calle Avaroa #1943, Noreste, D10
-17.381574,-66.154996, Calle Galindo #1944, Noroeste, D10
-17.399347,-66.161889, Calle 14 de Septiembre #1945, Sudeste, D10
-17.407775,-66.168634, Calle Altamirano #1946, Noreste, D10
-17.395256,-66.159753, Calle Gualberto Villarroel #1947, Noroeste, D10
-17.406682,-66.168893, Calle Avaroa #1948, Sudeste, D10
-17.395401,-66.160280, Calle Galindo #1949, Noreste, D10
-17.400262,-66.162579, Calle 14 de Septiembre #1950, Noroeste, D10
-17.396599,-66.151966, Calle Altamirano #1951, Sudeste, D10
-17.393230,-66.163803, Calle Gualberto Villarroel #1952, Noreste, D10
-17.399333,-66.164585, Calle Avaroa #1953, Noroeste, D10
-17.397205,-66.163864, Calle Galindo #1954, Sudeste, D10
-17.383511,-66.155302, Calle 14 de Septiembre #1955, Noreste, D10
-17.398580,-66.161658, Calle Altamirano #1956, Noroeste, D10
-17.380401,-66.153786, Calle Gualberto Villarroel #1957, Sudeste, D10
-17.400870,-66.153975, Calle Avaroa #1958, Noreste, D10
-17.397433,-66.149443, Calle Galindo #1959, Noroeste, D10
-17.394606,-66.164337, Calle 14 de Septiembre #1960, Sudeste, D10
-17.391044,-66.162221, Calle Altamirano #1961, Noreste, D10
-17.404971,-66.168169, Calle Gualberto Villarroel #1962, Noroeste, D10
-17.407122,-66.160607, Calle Avaroa #1963, Sudeste, D10
-17.399382,-66.148604, Calle Galindo #1964, Noreste, D10
-17.405019,-66.163739, Calle 14 de Septiembre #1965, Noroeste, D10
-17.404255,-66.158271, Calle Altamirano #1966, Sudeste, D10
-17.408772,-66.157595, Calle Gualberto Villarroel #1967, Noreste, D10
-17.390171,-66.161243, Calle Avaroa #1968, Noroeste, D10
-17.394829,-66.162599, Calle Galindo #1969, Sudeste, D10
-17.395438,-66.159107, Calle 14 de Septiembre #1970, Noreste, D10
-17.388541,-66.158729, Calle Altamirano #1971, Noroeste, D10
-17.403521,-66.162950, Calle Gualberto Villarroel #1972, Sudeste, D10
-17.389023,-66.162213, Calle Avaroa #1973, Noreste, D10
-17.405554,-66.155758, Calle Galindo #1974, Noroeste, D10
-17.409826,-66.164493, Calle 14 de Septiembre #1975, Sudeste, D10
-17.392581,-66.150128, Calle Altamirano #1976, Noreste, D10
-17.403256,-66.156260, Calle Gualberto Villarroel #1977, Noroeste, D10
-17.386718,-66.161630, Calle Avaroa #1978, Sudeste, D10
-17.392110,-66.156153, Calle Galindo #1979, Noreste, D10
-17.389509,-66.153629, Calle 14 de Septiembre #1980, Noroeste, D10
-17.401719,-66.152757, Calle Altamirano #1981, Sudeste, D10
-17.384003,-66.159640, Calle Gualberto Villarroel #1982, Noreste, D10
-17.402118,-66.162601, Calle Avaroa #1983, Noroeste, D10
-17.409829,-66.160889, Calle Galindo #1984, Sudeste, D10
-17.406763,-66.163732, Calle 14 de Septiembre #1985, Noreste, D10
-17.398434,-66.159341, Calle Altamirano #1986, Noroeste, D10
-17.400195,-66.160643, Calle Gualberto Villarroel #1987, Sudeste, D10
-17.394737,-66.150847, Calle Avaroa #1988, Noreste, D10
-17.395926,-66.158692, Calle Galindo #1989, Noroeste, D10
-17.397582,-66.149617, Calle 14 de Septiembre #1990, Sudeste, D10
-17.388188,-66.161879, Calle Altamirano #1991, Noreste, D10
-17.398850,-66.153425, Calle Gualberto Villarroel #1992, Noroeste, D10
-17.393203,-66.149866, Calle Avaroa #1993, Sudeste, D10
-17.394906,-66.159174, Calle Galindo #1994, Noreste, D10
-17.409565,-66.158707, Calle 14 de Septiembre #1995, Noroeste, D10
-17.400358,-66.158746, Calle Altamirano #1996, Sudeste, D10
-17.408157,-66.168607, Calle Gualberto Villarroel #1997, Noreste, D10
-17.407213,-66.166667, Calle Avaroa #1998, Noroeste, D10
-17.403006,-66.153300, Calle Galindo #1999, Sudeste, D10
-17.402576,-66.161682, Calle 14 de Septiembre #2000, Noreste, D10
-17.401151,-66.164522, Calle Altamirano #2001, Noroeste, D10
-17.397604,-66.158186, Calle Gualberto Villarroel #2002, Sudeste, D10
-17.394744,-66.165720, Calle Avaroa #2003, Noreste, D10
-17.389253,-66.158078, Calle Galindo #2004, Noroeste, D10
-17.405609,-66.166542, Calle 14 de Septiembre #2005, Sudeste, D10
-17.402337,-66.157683, Calle Altamirano #2006, Noreste, D10
-17.410969,-66.161278, Calle Gualberto Villarroel #2007, Noroeste, D10
-17.404009,-66.158050, Calle Avaroa #2008, Sudeste, D10
-17.399111,-66.155406, Calle Galindo #2009, Noreste, D10
-17.397103,-66.159243, Calle 14 de Septiembre #2010, Noroeste, D10
-17.384375,-66.159662, Calle Altamirano #2011, Sudeste, D10
-17.400744,-66.152337, Calle Gualberto Villarroel #2012, Noreste, D10
-17.390875,-66.160265, Calle Avaroa #2013, Noroeste, D10
-17.397251,-66.153803, Calle Galindo #2014, Sudeste, D10
-17.407761,-66.166357, Calle 14 de Septiembre #2015, Noreste, D10
-17.382638,-66.160187, Calle Altamirano #2016, Noroeste, D10
-17.402906,-66.162301, Calle Gualberto Villarroel #2017, Sudeste, D10
-17.398142,-66.164663, Calle Avaroa #2018, Noreste, D10
-17.405809,-66.162208, Calle Galindo #2019, Noroeste, D10
-17.391022,-66.154356, Calle 14 de Septiembre #2020, Sudeste, D10
-17.407998,-66.162290, Calle Altamirano #2021, Noreste, D10
-17.404109,-66.160751, Calle Gualberto Villarroel #2022, Noroeste, D10
-17.394773,-66.155977, Calle Avaroa #2023, Sudeste, D10
-17.395448,-66.162295, Calle Galindo #2024, Noreste, D10
-17.383878,-66.161898, Calle 14 de Septiembre #2025, Noroeste, D10
-17.393609,-66.164736, Calle Altamirano #2026, Sudeste, D10
-17.382719,-66.154899, Calle Gualberto Villarroel #2027, Noreste, D10
-17.409081,-66.161140, Calle Avaroa #2028, Noroeste, D10
-17.397811,-66.160858, Calle Galindo #2029, Sudeste, D10
-17.389922,-66.163517, Calle 14 de Septiembre #2030, Noreste, D10
-17.394731,-66.164747, Calle Altamirano #2031, Noroeste, D10
-17.384693,-66.152346, Calle Gualberto Villarroel #2032, Sudeste, D10
-17.400402,-66.157236, Calle Avaroa #2033, Noreste, D10
-17.406199,-66.161949, Calle Galindo #2034, Noroeste, D10
-17.381377,-66.152829, Calle 14 de Septiembre #2035, Sudeste, D10
-17.406859,-66.159920, Calle Altamirano #2036, Noreste, D10
-17.387929,-66.159308, Calle Gualberto Villarroel #2037, Noroeste, D10
-17.395762,-66.155208, Calle Avaroa #2038, Sudeste, D10
-17.398283,-66.157827, Calle Galindo #2039, Noreste, D10
-17.391988,-66.163600, Calle 14 de Septiembre #2040, Noroeste, D10
-17.408656,-66.167622, Calle Altamirano #2041, Sudeste, D10
-17.409148,-66.162417, Calle Gualberto Villarroel #2042, Noreste, D10
-17.384942,-66.161783, Calle Avaroa #2043, Noroeste, D10
-17.406668,-66.158491, Calle Galindo #2044, Sudeste, D10
-17.404865,-66.161950, Calle 14 de Septiembre #2045, Noreste, D10
-17.386424,-66.157513, Calle Altamirano #2046, Noroeste, D10
-17.406798,-66.155733, Calle Gualberto Villarroel #2047, Sudeste, D10
-17.409756,-66.157631, Calle Avaroa #2048, Noreste, D10
-17.394297,-66.162731, Calle Galindo #2049, Noroeste, D10
-17.386949,-66.158963, Calle 14 de Septiembre #2050, Sudeste, D10
-17.400067,-66.154192, Calle Altamirano #2051, Noreste, D10
-17.398969,-66.164899, Calle Gualberto Villarroel #2052, Noroeste, D10
-17.389669,-66.152270, Calle Avaroa #2053, Sudeste, D10
-17.391612,-66.156796, Calle Galindo #2054, Noreste, D10
-17.402791,-66.161320, Calle 14 de Septiembre #2055, Noroeste, D10
-17.403009,-66.159479, Calle Altamirano #2056, Sudeste, D10
-17.384381,-66.158489, Calle Gualberto Villarroel #2057, Noreste, D10
-17.389555,-66.152017, Calle Avaroa #2058, Noroeste, D10
-17.386344,-66.161461, Calle Galindo #2059, Sudeste, D10
-17.382894,-66.154581, Calle 14 de Septiembre #2060, Noreste, D10
-17.396352,-66.161476, Calle Altamirano #2061, Noroeste, D10
-17.399784,-66.161675, Calle Gualberto Villarroel #2062, Sudeste, D10
-17.392837,-66.154202, Calle Avaroa #2063, Noreste, D10
-17.380933,-66.153827, Calle Galindo #2064, Noroeste, D10
-17.388849,-66.161064, Calle 14 de Septiembre #2065, Sudeste, D10
-17.390387,-66.163580, Calle Altamirano #2066, Noreste, D10
-17.384234,-66.153307, Calle Gualberto Villarroel #2067, Noroeste, D10
-17.388578,-66.155024, Calle Avaroa #2068, Sudeste, D10
-17.405258,-66.167947, Calle Galindo #2069, Noreste, D10
-17.405623,-66.156490, Calle 14 de Septiembre #2070, Noroeste, D10
-17.394839,-66.163889, Calle Altamirano #2071, Sudeste, D10
-17.405999,-66.157255, Calle Gualberto Villarroel #2072, Noreste, D10
-17.398910,-66.158525, Calle Avaroa #2073, Noroeste, D10
-17.384479,-66.156901, Calle Galindo #2074, Sudeste, D10
-17.395888,-66.152752, Calle 14 de Septiembre #2075, Noreste, D10
-17.397624,-66.164520, Calle Altamirano #2076, Noroeste, D10
-17.389132,-66.153700, Calle Gualberto Villarroel #2077, Sudeste, D10
-17.398072,-66.160267, Calle Avaroa #2078, Noreste, D10
-17.398450,-66.161921, Calle Galindo #2079, Noroeste, D10
-17.388981,-66.152826, Calle 14 de Septiembre #2080, Sudeste, D10
-17.387101,-66.157186, Calle Altamirano #2081, Noreste, D10
-17.380470,-66.153196, Calle Gualberto Villarroel #2082, Noroeste, D10
-17.404168,-66.152193, Calle Avaroa #2083, Sudeste, D10
-17.387581,-66.160031, Calle Galindo #2084, Noreste, D10
-17.409545,-66.159295, Calle 14 de Septiembre #2085, Noroeste, D10
-17.388933,-66.161335, Calle Altamirano #2086, Sudeste, D10
-17.388571,-66.159234, Calle Gualberto Villarroel #2087, Noreste, D10
-17.404754,-66.164449, Calle Avaroa #2088, Noroeste, D10
-17.391845,-66.155506, Calle Galindo #2089, Sudeste, D10
-17.396120,-66.161825, Calle 14 de Septiembre #2090, Noreste, D10
-17.403087,-66.165994, Calle Altamirano #2091, Noroeste, D10
-17.390492,-66.159527, Calle Gualberto Villarroel #2092, Sudeste, D10
-17.398289,-66.159253, Calle Avaroa #2093, Noreste, D10
-17.395322,-66.149417, Calle Galindo #2094, Noroeste, D10
-17.408557,-66.162313, Calle 14 de Septiembre #2095, Sudeste, D10
-17.386078,-66.158730, Calle Altamirano #2096, Noreste, D10
-17.383704,-66.159851, Calle Gualberto Villarroel #2097, Noroeste, D10
-17.388972,-66.163117, Calle Avaroa #2098, Sudeste, D10
-17.384953,-66.156741, Calle Galindo #2099, Noreste, D10
-17.400793,-66.164380, Calle 14 de Septiembre #2100, Noroeste, D10
-17.393172,-66.150218, Calle Altamirano #2101, Sudeste, D10
-17.392074,-66.160101, Calle Gualberto Villarroel #2102, Noreste, D10
-17.389075,-66.152366, Calle Avaroa #2103, Noroeste, D10
-17.394806,-66.149628, Calle Galindo #2104, Sudeste, D10
-17.401836,-66.153774, Calle 14 de Septiembre #2105, Noreste, D10
-17.396775,-66.155953, Calle Altamirano #2106, Noroeste, D10
-17.390948,-66.153674, Calle Gualberto Villarroel #2107, Sudeste, D10
-17.386096,-66.154552, Calle Avaroa #2108, Noreste, D10
-17.400261,-66.158670, Calle Galindo #2109, Noroeste, D10
-17.397811,-66.157414, Calle 14 de Septiembre #2110, Sudeste, D10
-17.384484,-66.155258, Calle Altamirano #2111, Noreste, D10
-17.399054,-66.161461, Calle Gualberto Villarroel #2112, Noroeste, D10
-17.395093,-66.152264, Calle Avaroa #2113, Sudeste, D10
-17.388337,-66.155370, Calle Galindo #2114, Noreste, D10
-17.405266,-66.168108, Calle 14 de Septiembre #2115, Noroeste, D10
-17.405770,-66.165364, Calle Altamirano #2116, Sudeste, D10
-17.409159,-66.155850, Calle Gualberto Villarroel #2117, Noreste, D10
-17.406656,-66.166961, Calle Avaroa #2118, Noroeste, D10
-17.381683,-66.152094, Calle Galindo #2119, Sudeste, D10
-17.395375,-66.156247, Calle 14 de Septiembre #2120, Noreste, D10
-17.397709,-66.150885, Calle Altamirano #2121, Noroeste, D10
-17.408250,-66.156823, Calle Gualberto Villarroel #2122, Sudeste, D10
-17.399185,-66.166269, Calle Avaroa #2123, Noreste, D10
-17.389433,-66.155402, Calle Galindo #2124, Noroeste, D10
-17.403324,-66.159224, Calle 14 de Septiembre #2125, Sudeste, D10
-17.385463,-66.159144, Calle Altamirano #2126, Noreste, D10
-17.391897,-66.150074, Calle Gualberto Villarroel #2127, Noroeste, D10
-17.405467,-66.158208, Calle Avaroa #2128, Sudeste, D10
-17.394925,-66.158376, Calle Galindo #2129, Noreste, D10
-17.383586,-66.157421, Calle 14 de Septiembre #2130, Noroeste, D10
-17.386746,-66.155291, Calle Altamirano #2131, Sudeste, D10
-17.384804,-66.159432, Calle Gualberto Villarroel #2132, Noreste, D10
-17.389358,-66.150785, Calle Avaroa #2133, Noroeste, D10
-17.382392,-66.154553, Calle Galindo #2134, Sudeste, D10
-17.395027,-66.151778, Calle 14 de Septiembre #2135, Noreste, D10
-17.396929,-66.155628, Calle Altamirano #2136, Noroeste, D10
-17.396471,-66.163879, Calle Gualberto Villarroel #2137, Sudeste, D10
-17.409267,-66.158327, Calle Avaroa #2138, Noreste, D10
-17.384240,-66.159464, Calle Galindo #2139, Noroeste, D10
-17.407621,-66.166260, Calle 14 de Septiembre #2140, Sudeste, D10
-17.400148,-66.164727, Calle Altamirano #2141, Noreste, D10
-17.405390,-66.162084, Calle Gualberto Villarroel #2142, Noroeste, D10
-17.407641,-66.167453, Calle Avaroa #2143, Sudeste, D10
-17.410860,-66.159959, Calle Galindo #2144, Noreste, D10
-17.397729,-66.155253, Calle 14 de Septiembre #2145, Noroeste, D10
-17.394881,-66.151658, Calle Altamirano #2146, Sudeste, D10
-17.399632,-66.155441, Calle Gualberto Villarroel #2147, Noreste, D10
-17.407902,-66.163424, Calle Avaroa #2148, Noroeste, D10
-17.384353,-66.160870, Calle Galindo #2149, Sudeste, D10
-17.394794,-66.153048, Calle 14 de Septiembre #2150, Noreste, D10
-17.409874,-66.161780, Calle Altamirano #2151, Noroeste, D10
-17.397272,-66.149939, Calle Gualberto Villarroel #2152, Sudeste, D10
-17.398967,-66.150920, Calle Avaroa #2153, Noreste, D10
-17.402633,-66.161955, Calle Galindo #2154, Noroeste, D10
-17.405831,-66.164470, Calle 14 de Septiembre #2155, Sudeste, D10
-17.395297,-66.162628, Calle Altamirano #2156, Noreste, D10
-17.397213,-66.160900, Calle Gualberto Villarroel #2157, Noroeste, D10
-17.393185,-66.155712, Calle Avaroa #2158, Sudeste, D10
-17.389624,-66.151859, Calle Galindo #2159, Noreste, D10
-17.402607,-66.155180, Calle 14 de Septiembre #2160, Noroeste, D10
-17.408264,-66.162345, Calle Altamirano #2161, Sudeste, D10
-17.406793,-66.161990, Calle Gualberto Villarroel #2162, Noreste, D10
-17.398989,-66.159778, Calle Avaroa #2163, Noroeste, D10
-17.390180,-66.152424, Calle Galindo #2164, Sudeste, D10
-17.395039,-66.153826, Calle 14 de Septiembre #2165, Noreste, D10
-17.394276,-66.156869, Calle Altamirano #2166, Noroeste, D10
-17.391445,-66.150241, Calle Gualberto Villarroel #2167, Sudeste, D10
-17.402250,-66.165332, Calle Avaroa #2168, Noreste, D10
-17.384880,-66.152055, Calle Galindo #2169, Noroeste, D10
-17.398414,-66.158432, Calle 14 de Septiembre #2170, Sudeste, D10
-17.399190,-66.158519, Calle Altamirano #2171, Noreste, D10
-17.391860,-66.153724, Calle Gualberto Villarroel #2172, Noroeste, D10
-17.406339,-66.156548, Calle Avaroa #2173, Sudeste, D10
-17.397249,-66.153255, Calle Galindo #2174, Noreste, D10
-17.398630,-66.154316, Calle 14 de Septiembre #2175, Noroeste, D10
-17.389638,-66.160175, Calle Altamirano #2176, Sudeste, D10
-17.395916,-66.154339, Calle Gualberto Villarroel #2177, Noreste, D10
-17.393239,-66.165111, Calle Avaroa #2178, Noroeste, D10
-17.399033,-66.166621, Calle Galindo #2179, Sudeste, D10
-17.393919,-66.161969, Calle 14 de Septiembre #2180, Noreste, D10
-17.399784,-66.151494, Calle Altamirano #2181, Noroeste, D10
-17.386576,-66.152449, Calle Gualberto Villarroel #2182, Sudeste, D10
-17.400699,-66.166374, Calle Avaroa #2183, Noreste, D10
-17.397963,-66.160615, Calle Galindo #2184, Noroeste, D10
-17.393440,-66.165512, Calle 14 de Septiembre #2185, Sudeste, D10
-17.392022,-66.152400, Calle Altamirano #2186, Noreste, D10
-17.394285,-66.154298, Calle Gualberto Villarroel #2187, Noroeste, D10
-17.407533,-66.163499, Calle Avaroa #2188, Sudeste, D10
-17.394793,-66.161522, Calle Galindo #2189, Noreste, D10
-17.381952,-66.155887, Calle 14 de Septiembre #2190, Noroeste, D10
