-17.378292,-66.142300, Calle Saturnino #100, Muyurina, D11
-17.376033,-66.134844, Calle Saturnino #1350, Alalay, D11
-17.389787,-66.145172, Calle Arce #1351, Muyurina, D11
-17.394929,-66.140913, Calle Roma #1352, Las Cuadras, D11
-17.392845,-66.138028, Calle Ork’o #1353, Alalay, D11
-17.392404,-66.137746, Calle Cochabamba #1354, Muyurina, D11
-17.385887,-66.148631, Calle Saturnino #1355, Las Cuadras, D11
-17.391263,-66.138286, Calle Arce #1356, Alalay, D11
-17.387515,-66.145952, Calle Roma #1357, Muyurina, D11
-17.389254,-66.147849, Calle Ork’o #1358, Las Cuadras, D11
-17.387745,-66.140682, Calle Cochabamba #1359, Alalay, D11
-17.389563,-66.134852, Calle Saturnino #1360, Muyurina, D11
-17.387932,-66.146293, Calle Arce #1361, Las Cuadras, D11
-17.387605,-66.146169, Calle Roma #1362, Alalay, D11
-17.395351,-66.133906, Calle Ork’o #1363, Muyurina, D11
-17.382356,-66.137169, Calle Cochabamba #1364, Las Cuadras, D11
-17.389180,-66.137566, Calle Saturnino #1365, Alalay, D11
-17.387834,-66.141998, Calle Arce #1366, Muyurina, D11
-17.384591,-66.148961, Calle Roma #1367, Las Cuadras, D11
-17.380018,-66.143624, Calle Ork’o #1368, Alalay, D11
-17.389747,-66.141225, Calle Cochabamba #1369, Muyurina, D11
-17.380299,-66.136367, Calle Saturnino #1370, Las Cuadras, D11
-17.391932,-66.131642, Calle Arce #1371, Alalay, D11
-17.381840,-66.140129, Calle Roma #1372, Muyurina, D11
-17.387088,-66.138475, Calle Ork’o #1373, Las Cuadras, D11
-17.387759,-66.139861, Calle Cochabamba #1374, Alalay, D11
-17.393034,-66.136067, Calle Saturnino #1375, Muyurina, D11
-17.376542,-66.131587, Calle Arce #1376, Las Cuadras, D11
-17.393704,-66.133537, Calle Roma #1377, Alalay, D11
-17.380285,-66.143430, Calle Ork’o #1378, Muyurina, D11
-17.386482,-66.148811, Calle Cochabamba #1379, Las Cuadras, D11
-17.377995,-66.137894, Calle Saturnino #1380, Alalay, D11
-17.397106,-66.141469, Calle Arce #1381, Muyurina, D11
-17.387095,-66.142925, Calle Roma #1382, Las Cuadras, D11
-17.380999,-66.146150, Calle Ork’o #1383, Alalay, D11
-17.398559,-66.147432, Calle Cochabamba #1384, Muyurina, D11
-17.387252,-66.144292, Calle Saturnino #1385, Las Cuadras, D11
-17.390172,-66.134519, Calle Arce #1386, Alalay, D11
-17.384493,-66.148787, Calle Roma #1387, Muyurina, D11
-17.396120,-66.141714, Calle Ork’o #1388, Las Cuadras, D11
-17.379792,-66.150894, Calle Cochabamba #1389, Alalay, D11
-17.388875,-66.149579, Calle Saturnino #1390, Muyurina, D11
-17.397496,-66.142031, Calle Arce #1391, Las Cuadras, D11
-17.396821,-66.145897, Calle Roma #1392, Alalay, D11
-17.393978,-66.133329, Calle Ork’o #1393, Muyurina, D11
-17.380801,-66.150030, Calle Cochabamba #1394, Las Cuadras, D11
-17.394141,-66.140306, Calle Saturnino #1395, Alalay, D11
-17.378810,-66.146731, Calle Arce #1396, Muyurina, D11
-17.388719,-66.147543, Calle Roma #1397, Las Cuadras, D11
-17.377363,-66.132473, Calle Ork’o #1398, Alalay, D11
-17.378489,-66.143402, Calle Cochabamba #1399, Muyurina, D11
-17.382641,-66.140338, Calle Saturnino #1400, Las Cuadras, D11
-17.381973,-66.138491, Calle Arce #1401, Alalay, D11
-17.394524,-66.140137, Calle Roma #1402, Muyurina, D11
-17.375745,-66.136329, Calle Ork’o #1403, Las Cuadras, D11
-17.377150,-66.133453, Calle Cochabamba #1404, Alalay, D11
-17.385076,-66.145259, Calle Saturnino #1405, Muyurina, D11
-17.396240,-66.143359, Calle Arce #1406, Las Cuadras, D11
-17.380024,-66.145544, Calle Roma #1407, Alalay, D11
-17.378254,-66.141571, Calle Ork’o #1408, Muyurina, D11
-17.387412,-66.149022, Calle Cochabamba #1409, Las Cuadras, D11
-17.396190,-66.144388, Calle Saturnino #1410, Alalay, D11
-17.398303,-66.147189, Calle Arce #1411, Muyurina, D11
-17.385458,-66.149464, Calle Roma #1412, Las Cuadras, D11
-17.374424,-66.134173, Calle Ork’o #1413, Alalay, D11
-17.389738,-66.146991, Calle Cochabamba #1414, Muyurina, D11
-17.375902,-66.132212, Calle Saturnino #1415, Las Cuadras, D11
-17.387167,-66.149027, Calle Arce #1416, Alalay, D11
-17.387866,-66.142171, Calle Roma #1417, Muyurina, D11
-17.388832,-66.143417, Calle Ork’o #1418, Las Cuadras, D11
-17.387212,-66.138785, Calle Cochabamba #1419, Alalay, D11
-17.378213,-66.131727, Calle Saturnino #1420, Muyurina, D11
-17.385174,-66.144763, Calle Arce #1421, Las Cuadras, D11
-17.390167,-66.135400, Calle Roma #1422, Alalay, D11
-17.391941,-66.149083, Calle Ork’o #1423, Muyurina, D11
-17.396376,-66.144897, Calle Cochabamba #1424, Las Cuadras, D11
-17.380536,-66.143257, Calle Saturnino #1425, Alalay, D11
-17.387124,-66.138204, Calle Arce #1426, Muyurina, D11
-17.393782,-66.143267, Calle Roma #1427, Las Cuadras, D11
-17.384298,-66.149216, Calle Ork’o #1428, Alalay, D11
-17.387840,-66.143497, Calle Cochabamba #1429, Muyurina, D11
-17.393004,-66.134216, Calle Saturnino #1430, Las Cuadras, D11
-17.393652,-66.135142, Calle Arce #1431, Alalay, D11
-17.392815,-66.144964, Calle Roma #1432, Muyurina, D11
-17.393104,-66.142696, Calle Ork’o #1433, Las Cuadras, D11
-17.383463,-66.142425, Calle Cochabamba #1434, Alalay, D11
-17.383858,-66.148597, Calle Saturnino #1435, Muyurina, D11
-17.395370,-66.138344, Calle Arce #1436, Las Cuadras, D11
-17.391000,-66.134152, Calle Roma #1437, Alalay, D11
-17.383197,-66.142464, Calle Ork’o #1438, Muyurina, D11
-17.392282,-66.133256, Calle Cochabamba #1439, Las Cuadras, D11
-17.379954,-66.131228, Calle Saturnino #1440, Alalay, D11
-17.378147,-66.143561, Calle Arce #1441, Muyurina, D11
-17.397920,-66.143816, Calle Roma #1442, Las Cuadras, D11
-17.386504,-66.141912, Calle Ork’o #1443, Alalay, D11
-17.378366,-66.141690, Calle Cochabamba #1444, Muyurina, D11
-17.378308,-66.139409, Calle Saturnino #1445, Las Cuadras, D11
-17.390285,-66.144500, Calle Arce #1446, Alalay, D11
-17.381063,-66.149491, Calle Roma #1447, Muyurina, D11
-17.389440,-66.144913, Calle Ork’o #1448, Las Cuadras, D11
-17.387174,-66.147174, Calle Cochabamba #1449, Alalay, D11
-17.392585,-66.136162, Calle Saturnino #1450, Muyurina, D11
-17.383713,-66.141250, Calle Arce #1451, Las Cuadras, D11
-17.384730,-66.144423, Calle Roma #1452, Alalay, D11
-17.387993,-66.136736, Calle Ork’o #1453, Muyurina, D11
-17.383737,-66.141307, Calle Cochabamba #1454, Las Cuadras, D11
-17.380615,-66.145068, Calle Saturnino #1455, Alalay, D11
-17.398520,-66.145994, Calle Arce #1456, Muyurina, D11
-17.388849,-66.146783, Calle Roma #1457, Las Cuadras, D11
-17.385823,-66.143449, Calle Ork’o #1458, Alalay, D11
-17.394925,-66.138050, Calle Cochabamba #1459, Muyurina, D11
-17.381941,-66.148210, Calle Saturnino #1460, Las Cuadras, D11
-17.378902,-66.146831, Calle Arce #1461, Alalay, D11
-17.380447,-66.146677, Calle Roma #1462, Muyurina, D11
-17.394819,-66.144787, Calle Ork’o #1463, Las Cuadras, D11
-17.384209,-66.150104, Calle Cochabamba #1464, Alalay, D11
-17.385108,-66.148796, Calle Saturnino #1465, Muyurina, D11
-17.393323,-66.148529, Calle Arce #1466, Las Cuadras, D11
-17.377886,-66.143735, Calle Roma #1467, Alalay, D11
-17.388723,-66.138528, Calle Ork’o #1468, Muyurina, D11
-17.389544,-66.144997, Calle Cochabamba #1469, Las Cuadras, D11
-17.393362,-66.134990, Calle Saturnino #1470, Alalay, D11
-17.390931,-66.138202, Calle Arce #1471, Muyurina, D11
-17.390173,-66.139687, Calle Roma #1472, Las Cuadras, D11
-17.389172,-66.135358, Calle Ork’o #1473, Alalay, D11
-17.391381,-66.141438, Calle Cochabamba #1474, Muyurina, D11
-17.388253,-66.137773, Calle Saturnino #1475, Las Cuadras, D11
-17.395298,-66.131722, Calle Arce #1476, Alalay, D11
-17.377334,-66.138017, Calle Roma #1477, Muyurina, D11
-17.383713,-66.146014, Calle Ork’o #1478, Las Cuadras, D11
-17.382279,-66.151110, Calle Cochabamba #1479, Alalay, D11
-17.380043,-66.150878, Calle Saturnino #1480, Muyurina, D11
-17.377969,-66.143950, Calle Arce #1481, Las Cuadras, D11
-17.389586,-66.149093, Calle Roma #1482, Alalay, D11
-17.390610,-66.143025, Calle Ork’o #1483, Muyurina, D11
-17.382249,-66.148782, Calle Cochabamba #1484, Las Cuadras, D11
-17.395736,-66.141972, Calle Saturnino #1485, Alalay, D11
-17.387369,-66.139699, Calle Arce #1486, Muyurina, D11
-17.392513,-66.142292, Calle Roma #1487, Las Cuadras, D11
-17.379218,-66.148662, Calle Ork’o #1488, Alalay, D11
-17.386246,-66.145889, Calle Cochabamba #1489, Muyurina, D11
-17.377740,-66.134030, Calle Saturnino #1490, Las Cuadras, D11
-17.391591,-66.134397, Calle Arce #1491, Alalay, D11
-17.381071,-66.148183, Calle Roma #1492, Muyurina, D11
-17.379879,-66.131524, Calle Ork’o #1493, Las Cuadras, D11
-17.387131,-66.139786, Calle Cochabamba #1494, Alalay, D11
-17.396865,-66.140468, Calle Saturnino #1495, Muyurina, D11
-17.382414,-66.144534, Calle Arce #1496, Las Cuadras, D11
-17.392506,-66.132421, Calle Roma #1497, Alalay, D11
-17.379576,-66.137214, Calle Ork’o #1498, Muyurina, D11
-17.379682,-66.142349, Calle Cochabamba #1499, Las Cuadras, D11
-17.383547,-66.147982, Calle Saturnino #1500, Alalay, D11
-17.392171,-66.145371, Calle Arce #1501, Muyurina, D11
-17.388640,-66.147885, Calle Roma #1502, Las Cuadras, D11
-17.396477,-66.140101, Calle Ork’o #1503, Alalay, D11
-17.384621,-66.148259, Calle Cochabamba #1504, Muyurina, D11
-17.381816,-66.146096, Calle Saturnino #1505, Las Cuadras, D11
-17.395371,-66.141171, Calle Arce #1506, Alalay, D11
-17.387261,-66.142431, Calle Roma #1507, Muyurina, D11
-17.386949,-66.144811, Calle Ork’o #1508, Las Cuadras, D11
-17.381500,-66.147433, Calle Cochabamba #1509, Alalay, D11
-17.376756,-66.132598, Calle Saturnino #1510, Muyurina, D11
-17.380525,-66.150668, Calle Arce #1511, Las Cuadras, D11
-17.387799,-66.147002, Calle Roma #1512, Alalay, D11
-17.387485,-66.140468, Calle Ork’o #1513, Muyurina, D11
-17.396851,-66.139282, Calle Cochabamba #1514, Las Cuadras, D11
-17.385489,-66.150298, Calle Saturnino #1515, Alalay, D11
-17.386127,-66.148898, Calle Arce #1516, Muyurina, D11
-17.388611,-66.142932, Calle Roma #1517, Las Cuadras, D11
-17.385227,-66.149072, Calle Ork’o #1518, Alalay, D11
-17.378165,-66.145141, Calle Cochabamba #1519, Muyurina, D11
-17.375602,-66.135050, Calle Saturnino #1520, Las Cuadras, D11
-17.392432,-66.137118, Calle Arce #1521, Alalay, D11
-17.383999,-66.144330, Calle Roma #1522, Muyurina, D11
-17.395292,-66.133612, Calle Ork’o #1523, Las Cuadras, D11
-17.384138,-66.149059, Calle Cochabamba #1524, Alalay, D11
-17.384574,-66.144886, Calle Saturnino #1525, Muyurina, D11
-17.375715,-66.134670, Calle Arce #1526, Las Cuadras, D11
-17.387796,-66.146701, Calle Roma #1527, Alalay, D11
-17.379950,-66.140399, Calle Ork’o #1528, Muyurina, D11
-17.394919,-66.135721, Calle Cochabamba #1529, Las Cuadras, D11
-17.395853,-66.130268, Calle Saturnino #1530, Alalay, D11
-17.379949,-66.144080, Calle Arce #1531, Muyurina, D11
-17.391557,-66.135045, Calle Roma #1532, Las Cuadras, D11
-17.387221,-66.147099, Calle Ork’o #1533, Alalay, D11
-17.383923,-66.148034, Calle Cochabamba #1534, Muyurina, D11
-17.391044,-66.140904, Calle Saturnino #1535, Las Cuadras, D11
-17.386271,-66.141541, Calle Arce #1536, Alalay, D11
-17.384416,-66.145059, Calle Roma #1537, Muyurina, D11
-17.377451,-66.135288, Calle Ork’o #1538, Las Cuadras, D11
-17.389755,-66.148575, Calle Cochabamba #1539, Alalay, D11
-17.391993,-66.145368, Calle Saturnino #1540, Muyurina, D11
-17.388867,-66.148035, Calle Arce #1541, Las Cuadras, D11
-17.377395,-66.135645, Calle Roma #1542, Alalay, D11
-17.389517,-66.138111, Calle Ork’o #1543, Muyurina, D11
-17.382131,-66.141365, Calle Cochabamba #1544, Las Cuadras, D11
-17.391403,-66.148729, Calle Saturnino #1545, Alalay, D11
-17.391919,-66.145129, Calle Arce #1546, Muyurina, D11
-17.386231,-66.149963, Calle Roma #1547, Las Cuadras, D11
-17.394093,-66.147068, Calle Ork’o #1548, Alalay, D11
-17.381452,-66.140247, Calle Cochabamba #1549, Muyurina, D11
-17.381622,-66.139380, Calle Saturnino #1550, Las Cuadras, D11
-17.380431,-66.132481, Calle Arce #1551, Alalay, D11
-17.394702,-66.140969, Calle Roma #1552, Muyurina, D11
-17.385701,-66.142887, Calle Ork’o #1553, Las Cuadras, D11
-17.384963,-66.147787, Calle Cochabamba #1554, Alalay, D11
-17.378464,-66.135630, Calle Saturnino #1555, Muyurina, D11
-17.378943,-66.143595, Calle Arce #1556, Las Cuadras, D11
-17.385334,-66.145365, Calle Roma #1557, Alalay, D11
-17.383461,-66.144886, Calle Ork’o #1558, Muyurina, D11
-17.396697,-66.141997, Calle Cochabamba #1559, Las Cuadras, D11
-17.378544,-66.135371, Calle Saturnino #1560, Alalay, D11
-17.389610,-66.144929, Calle Arce #1561, Muyurina, D11
-17.397346,-66.143352, Calle Roma #1562, Las Cuadras, D11
-17.383326,-66.149031, Calle Ork’o #1563, Alalay, D11
-17.389963,-66.144762, Calle Cochabamba #1564, Muyurina, D11
-17.377420,-66.142456, Calle Saturnino #1565, Las Cuadras, D11
-17.392082,-66.147855, Calle Arce #1566, Alalay, D11
-17.391879,-66.146889, Calle Roma #1567, Muyurina, D11
-17.388316,-66.141042, Calle Ork’o #1568, Las Cuadras, D11
-17.393693,-66.136229, Calle Cochabamba #1569, Alalay, D11
-17.387222,-66.145545, Calle Saturnino #1570, Muyurina, D11
-17.383676,-66.140353, Calle Arce #1571, Las Cuadras, D11
-17.379493,-66.131100, Calle Roma #1572, Alalay, D11
-17.378697,-66.140743, Calle Ork’o #1573, Muyurina, D11
-17.394920,-66.139357, Calle Cochabamba #1574, Las Cuadras, D11
-17.387981,-66.146095, Calle Saturnino #1575, Alalay, D11
-17.384446,-66.146608, Calle Arce #1576, Muyurina, D11
-17.379212,-66.138296, Calle Roma #1577, Las Cuadras, D11
-17.391515,-66.141515, Calle Ork’o #1578, Alalay, D11
-17.379880,-66.143171, Calle Cochabamba #1579, Muyurina, D11
-17.381766,-66.136227, Calle Saturnino #1580, Las Cuadras, D11
-17.382609,-66.149501, Calle Arce #1581, Alalay, D11
-17.383997,-66.144553, Calle Roma #1582, Muyurina, D11
-17.396336,-66.145048, Calle Ork’o #1583, Las Cuadras, D11
-17.394866,-66.140331, Calle Cochabamba #1584, Alalay, D11
-17.378002,-66.137924, Calle Saturnino #1585, Muyurina, D11
-17.392480,-66.148690, Calle Arce #1586, Las Cuadras, D11
-17.391604,-66.136588, Calle Roma #1587, Alalay, D11
-17.396201,-66.142269, Calle Ork’o #1588, Muyurina, D11
-17.395087,-66.147930, Calle Cochabamba #1589, Las Cuadras, D11
-17.378903,-66.142878, Calle Saturnino #1590, Alalay, D11
-17.395187,-66.136004, Calle Arce #1591, Muyurina, D11
-17.385902,-66.141774, Calle Roma #1592, Las Cuadras, D11
-17.380180,-66.135199, Calle Ork’o #1593, Alalay, D11
-17.381708,-66.138695, Calle Cochabamba #1594, Muyurina, D11
-17.388940,-66.141778, Calle Saturnino #1595, Las Cuadras, D11
-17.385027,-66.143157, Calle Arce #1596, Alalay, D11
-17.387759,-66.144718, Calle Roma #1597, Muyurina, D11
-17.394884,-66.139799, Calle Ork’o #1598, Las Cuadras, D11
-17.389811,-66.134258, Calle Cochabamba #1599, Alalay, D11
-17.386678,-66.141065, Calle Saturnino #1600, Muyurina, D11
-17.384260,-66.145143, Calle Arce #1601, Las Cuadras, D11
-17.381283,-66.140661, Calle Roma #1602, Alalay, D11
-17.396674,-66.138335, Calle Ork’o #1603, Muyurina, D11
-17.387608,-66.137053, Calle Cochabamba #1604, Las Cuadras, D11
-17.380902,-66.149744, Calle Saturnino #1605, Alalay, D11
-17.378931,-66.135590, Calle Arce #1606, Muyurina, D11
-17.397599,-66.143132, Calle Roma #1607, Las Cuadras, D11
-17.383657,-66.143427, Calle Ork’o #1608, Alalay, D11
-17.385387,-66.146392, Calle Cochabamba #1609, Muyurina, D11
-17.377500,-66.134204, Calle Saturnino #1610, Las Cuadras, D11
-17.388596,-66.148326, Calle Arce #1611, Alalay, D11
-17.387881,-66.141342, Calle Roma #1612, Muyurina, D11
-17.392691,-66.133770, Calle Ork’o #1613, Las Cuadras, D11
-17.398139,-66.142406, Calle Cochabamba #1614, Alalay, D11
-17.378817,-66.144235, Calle Saturnino #1615, Muyurina, D11
-17.379826,-66.150239, Calle Arce #1616, Las Cuadras, D11
-17.385181,-66.144852, Calle Roma #1617, Alalay, D11
-17.375261,-66.132082, Calle Ork’o #1618, Muyurina, D11
-17.389617,-66.145984, Calle Cochabamba #1619, Las Cuadras, D11
-17.386573,-66.146810, Calle Saturnino #1620, Alalay, D11
-17.380024,-66.145768, Calle Arce #1621, Muyurina, D11
-17.378801,-66.131034, Calle Roma #1622, Las Cuadras, D11
-17.396548,-66.143336, Calle Ork’o #1623, Alalay, D11
-17.388686,-66.137195, Calle Cochabamba #1624, Muyurina, D11
-17.381996,-66.140196, Calle Saturnino #1625, Las Cuadras, D11
-17.383962,-66.150418, Calle Arce #1626, Alalay, D11
-17.383554,-66.141704, Calle Roma #1627, Muyurina, D11
-17.378483,-66.132316, Calle Ork’o #1628, Las Cuadras, D11
-17.380721,-66.139222, Calle Cochabamba #1629, Alalay, D11
-17.392388,-66.134648, Calle Saturnino #1630, Muyurina, D11
-17.393226,-66.145452, Calle Arce #1631, Las Cuadras, D11
-17.383421,-66.147551, Calle Roma #1632, Alalay, D11
-17.380180,-66.148550, Calle Ork’o #1633, Muyurina, D11
-17.379306,-66.137287, Calle Cochabamba #1634, Las Cuadras, D11
-17.387047,-66.140385, Calle Saturnino #1635, Alalay, D11
-17.383573,-66.150017, Calle Arce #1636, Muyurina, D11
-17.385553,-66.150497, Calle Roma #1637, Las Cuadras, D11
-17.390310,-66.133776, Calle Ork’o #1638, Alalay, D11
-17.390882,-66.133627, Calle Cochabamba #1639, Muyurina, D11
-17.389397,-66.139401, Calle Saturnino #1640, Las Cuadras, D11
-17.388301,-66.137838, Calle Arce #1641, Alalay, D11
-17.382469,-66.146282, Calle Roma #1642, Muyurina, D11
-17.388694,-66.149580, Calle Ork’o #1643, Las Cuadras, D11
-17.385743,-66.145096, Calle Cochabamba #1644, Alalay, D11
-17.395072,-66.145519, Calle Saturnino #1645, Muyurina, D11
-17.393267,-66.141066, Calle Arce #1646, Las Cuadras, D11
-17.381594,-66.151350, Calle Roma #1647, Alalay, D11
-17.378035,-66.138508, Calle Ork’o #1648, Muyurina, D11
-17.395733,-66.136084, Calle Cochabamba #1649, Las Cuadras, D11
-17.384632,-66.144703, Calle Saturnino #1650, Alalay, D11
-17.374637,-66.133430, Calle Arce #1651, Muyurina, D11
-17.378165,-66.134417, Calle Roma #1652, Las Cuadras, D11
-17.379831,-66.143395, Calle Ork’o #1653, Alalay, D11
-17.392638,-66.132359, Calle Cochabamba #1654, Muyurina, D11
-17.395459,-66.134167, Calle Saturnino #1655, Las Cuadras, D11
-17.379892,-66.147254, Calle Arce #1656, Alalay, D11
-17.380645,-66.136009, Calle Roma #1657, Muyurina, D11
-17.380737,-66.131222, Calle Ork’o #1658, Las Cuadras, D11
-17.392848,-66.147240, Calle Cochabamba #1659, Alalay, D11
-17.392620,-66.145535, Calle Saturnino #1660, Muyurina, D11
-17.391986,-66.136632, Calle Arce #1661, Las Cuadras, D11
-17.395184,-66.146807, Calle Roma #1662, Alalay, D11
-17.381317,-66.142112, Calle Ork’o #1663, Muyurina, D11
-17.395014,-66.140873, Calle Cochabamba #1664, Las Cuadras, D11
-17.385395,-66.139796, Calle Saturnino #1665, Alalay, D11
-17.383325,-66.140376, Calle Arce #1666, Muyurina, D11
-17.384589,-66.143225, Calle Roma #1667, Las Cuadras, D11
-17.375604,-66.135441, Calle Ork’o #1668, Alalay, D11
-17.391887,-66.146841, Calle Cochabamba #1669, Muyurina, D11
-17.393745,-66.142875, Calle Saturnino #1670, Las Cuadras, D11
-17.380163,-66.142246, Calle Arce #1671, Alalay, D11
-17.393192,-66.141564, Calle Roma #1672, Muyurina, D11
-17.391309,-66.133833, Calle Ork’o #1673, Las Cuadras, D11
-17.377330,-66.141978, Calle Cochabamba #1674, Alalay, D11
-17.388132,-66.146066, Calle Saturnino #1675, Muyurina, D11
-17.394341,-66.136625, Calle Arce #1676, Las Cuadras, D11
-17.392705,-66.142316, Calle Roma #1677, Alalay, D11
-17.389126,-66.133643, Calle Ork’o #1678, Muyurina, D11
-17.392206,-66.137822, Calle Cochabamba #1679, Las Cuadras, D11
-17.379454,-66.135792, Calle Saturnino #1680, Alalay, D11
-17.376332,-66.138045, Calle Arce #1681, Muyurina, D11
-17.392379,-66.148290, Calle Roma #1682, Las Cuadras, D11
-17.388144,-66.145542, Calle Ork’o #1683, Alalay, D11
-17.397167,-66.141053, Calle Cochabamba #1684, Muyurina, D11
-17.388829,-66.142946, Calle Saturnino #1685, Las Cuadras, D11
-17.395634,-66.142055, Calle Arce #1686, Alalay, D11
-17.379750,-66.144232, Calle Roma #1687, Muyurina, D11
-17.390434,-66.135668, Calle Ork’o #1688, Las Cuadras, D11
-17.385170,-66.142114, Calle Cochabamba #1689, Alalay, D11
-17.378372,-66.136367, Calle Saturnino #1690, Muyurina, D11
-17.396161,-66.133936, Calle Arce #1691, Las Cuadras, D11
-17.391140,-66.137093, Calle Roma #1692, Alalay, D11
-17.391734,-66.137515, Calle Ork’o #1693, Muyurina, D11
-17.394959,-66.145401, Calle Cochabamba #1694, Las Cuadras, D11
-17.387305,-66.140322, Calle Saturnino #1695, Alalay, D11
-17.382856,-66.149687, Calle Arce #1696, Muyurina, D11
