-17.452167,-66.107179, Calle El Alto #100, Valle Hermoso Sur, D14
-17.426493,-66.114331, Calle Andes #1924, Valle Hermoso Sur, D14
-17.432404,-66.105950, Calle El Alto #1925, Pukara Sur, D14
-17.443044,-66.114176, Calle Villa San Miguel #1926, Ch’aqui Mayu, D14
-17.445913,-66.110662, Calle Ferroviaria #1927, Valle Hermoso Sur, D14
-17.437227,-66.117788, Calle El Inca #1928, Pukara Sur, D14
-17.455893,-66.113578, Calle Andes #1929, Ch’aqui Mayu, D14
-17.447639,-66.113456, Calle El Alto #1930, Valle Hermoso Sur, D14
-17.438107,-66.108081, Calle Villa San Miguel #1931, Pukara Sur, D14
-17.453714,-66.112630, Calle Ferroviaria #1932, Ch’aqui Mayu, D14
-17.432756,-66.111389, Calle El Inca #1933, Valle Hermoso Sur, D14
-17.444052,-66.114247, Calle Andes #1934, Pukara Sur, D14
-17.440854,-66.104755, Calle El Alto #1935, Ch’aqui Mayu, D14
-17.430996,-66.112312, Calle Villa San Miguel #1936, Valle Hermoso Sur, D14
-17.433186,-66.106322, Calle Ferroviaria #1937, Pukara Sur, D14
-17.426259,-66.111289, Calle El Inca #1938, Ch’aqui Mayu, D14
-17.449835,-66.111573, Calle Andes #1939, Valle Hermoso Sur, D14
-17.434791,-66.105900, Calle El Alto #1940, Pukara Sur, D14
-17.435995,-66.113288, Calle Villa San Miguel #1941, Ch’aqui Mayu, D14
-17.448693,-66.113395, Calle Ferroviaria #1942, Valle Hermoso Sur, D14
-17.451651,-66.109451, Calle El Inca #1943, Pukara Sur, D14
-17.457556,-66.115336, Calle Andes #1944, Ch’aqui Mayu, D14
-17.436406,-66.117514, Calle El Alto #1945, Valle Hermoso Sur, D14
-17.454074,-66.109191, Calle Villa San Miguel #1946, Pukara Sur, D14
-17.437466,-66.106258, Calle Ferroviaria #1947, Ch’aqui Mayu, D14
-17.441911,-66.117837, Calle El Inca #1948, Valle Hermoso Sur, D14
-17.447365,-66.105762, Calle Andes #1949, Pukara Sur, D14
-17.459673,-66.114461, Calle El Alto #1950, Ch’aqui Mayu, D14
-17.442740,-66.105321, Calle Villa San Miguel #1951, Valle Hermoso Sur, D14
-17.447395,-66.107944, Calle Ferroviaria #1952, Pukara Sur, D14
-17.459596,-66.114384, Calle El Inca #1953, Ch’aqui Mayu, D14
-17.422060,-66.111189, Calle Andes #1954, Valle Hermoso Sur, D14
-17.434804,-66.108602, Calle El Alto #1955, Pukara Sur, D14
-17.449609,-66.109147, Calle Villa San Miguel #1956, Ch’aqui Mayu, D14
-17.446810,-66.111962, Calle Ferroviaria #1957, Valle Hermoso Sur, D14
-17.442620,-66.111353, Calle El Inca #1958, Pukara Sur, D14
-17.432118,-66.111693, Calle Andes #1959, Ch’aqui Mayu, D14
-17.433420,-66.112811, Calle El Alto #1960, Valle Hermoso Sur, D14
-17.457003,-66.112651, Calle Villa San Miguel #1961, Pukara Sur, D14
-17.434677,-66.103933, Calle Ferroviaria #1962, Ch’aqui Mayu, D14
-17.447161,-66.109956, Calle El Inca #1963, Valle Hermoso Sur, D14
-17.451633,-66.114018, Calle Andes #1964, Pukara Sur, D14
-17.427088,-66.108216, Calle El Alto #1965, Ch’aqui Mayu, D14
-17.429871,-66.109661, Calle Villa San Miguel #1966, Valle Hermoso Sur, D14
-17.435878,-66.112152, Calle Ferroviaria #1967, Pukara Sur, D14
-17.446379,-66.111018, Calle El Inca #1968, Ch’aqui Mayu, D14
-17.449031,-66.108904, Calle Andes #1969, Valle Hermoso Sur, D14
-17.450697,-66.116529, Calle El Alto #1970, Pukara Sur, D14
-17.435987,-66.109065, Calle Villa San Miguel #1971, Ch’aqui Mayu, D14
-17.453182,-66.117763, Calle Ferroviaria #1972, Valle Hermoso Sur, D14
-17.429935,-66.108334, Calle El Inca #1973, Pukara Sur, D14
-17.445814,-66.105790, Calle Andes #1974, Ch’aqui Mayu, D14
-17.441404,-66.113793, Calle El Alto #1975, Valle Hermoso Sur, D14
-17.452185,-66.109288, Calle Villa San Miguel #1976, Pukara Sur, D14
-17.453141,-66.110816, Calle Ferroviaria #1977, Ch’aqui Mayu, D14
-17.432721,-66.112690, Calle El Inca #1978, Valle Hermoso Sur, D14
-17.436117,-66.111847, Calle Andes #1979, Pukara Sur, D14
-17.431327,-66.107115, Calle El Alto #1980, Ch’aqui Mayu, D14
-17.450669,-66.114413, Calle Villa San Miguel #1981, Valle Hermoso Sur, D14
-17.441941,-66.107951, Calle Ferroviaria #1982, Pukara Sur, D14
-17.449840,-66.112449, Calle El Inca #1983, Ch’aqui Mayu, D14
-17.428492,-66.113647, Calle Andes #1984, Valle Hermoso Sur, D14
-17.434265,-66.114646, Calle El Alto #1985, Pukara Sur, D14
-17.445108,-66.109083, Calle Villa San Miguel #1986, Ch’aqui Mayu, D14
-17.426989,-66.109812, Calle Ferroviaria #1987, Valle Hermoso Sur, D14
-17.437067,-66.110968, Calle El Inca #1988, Pukara Sur, D14
-17.428842,-66.111327, Calle Andes #1989, Ch’aqui Mayu, D14
-17.437083,-66.112704, Calle El Alto #1990, Valle Hermoso Sur, D14
-17.440023,-66.110977, Calle Villa San Miguel #1991, Pukara Sur, D14
-17.438617,-66.108407, Calle Ferroviaria #1992, Ch’aqui Mayu, D14
-17.449636,-66.106522, Calle El Inca #1993, Valle Hermoso Sur, D14
-17.435930,-66.113269, Calle Andes #1994, Pukara Sur, D14
-17.440943,-66.119057, Calle El Alto #1995, Ch’aqui Mayu, D14
-17.450840,-66.107622, Calle Villa San Miguel #1996, Valle Hermoso Sur, D14
-17.426595,-66.115143, Calle Ferroviaria #1997, Pukara Sur, D14
-17.428097,-66.113181, Calle El Inca #1998, Ch’aqui Mayu, D14
-17.444231,-66.118479, Calle Andes #1999, Valle Hermoso Sur, D14
-17.432430,-66.113119, Calle El Alto #2000, Pukara Sur, D14
-17.435894,-66.113198, Calle Villa San Miguel #2001, Ch’aqui Mayu, D14
-17.434033,-66.107023, Calle Ferroviaria #2002, Valle Hermoso Sur, D14
-17.447391,-66.114329, Calle El Inca #2003, Pukara Sur, D14
-17.451563,-66.111854, Calle Andes #2004, Ch’aqui Mayu, D14
-17.433433,-66.104169, Calle El Alto #2005, Valle Hermoso Sur, D14
-17.438401,-66.105201, Calle Villa San Miguel #2006, Pukara Sur, D14
-17.427435,-66.109162, Calle Ferroviaria #2007, Ch’aqui Mayu, D14
-17.437272,-66.112491, Calle El Inca #2008, Valle Hermoso Sur, D14
-17.446164,-66.114924, Calle Andes #2009, Pukara Sur, D14
-17.447271,-66.111466, Calle El Alto #2010, Ch’aqui Mayu, D14
-17.444923,-66.105049, Calle Villa San Miguel #2011, Valle Hermoso Sur, D14
-17.437735,-66.115261, Calle Ferroviaria #2012, Pukara Sur, D14
-17.419258,-66.110403, Calle El Inca #2013, Ch’aqui Mayu, D14
-17.436443,-66.113358, Calle Andes #2014, Valle Hermoso Sur, D14
-17.454811,-66.113124, Calle El Alto #2015, Pukara Sur, D14
-17.431901,-66.112145, Calle Villa San Miguel #2016, Ch’aqui Mayu, D14
-17.444233,-66.110706, Calle Ferroviaria #2017, Valle Hermoso Sur, D14
-17.432060,-66.108942, Calle El Inca #2018, Pukara Sur, D14
-17.447849,-66.105831, Calle Andes #2019, Ch’aqui Mayu, D14
-17.438538,-66.106407, Calle El Alto #2020, Valle Hermoso Sur, D14
-17.447208,-66.107934, Calle Villa San Miguel #2021, Pukara Sur, D14
-17.448243,-66.108989, Calle Ferroviaria #2022, Ch’aqui Mayu, D14
-17.443674,-66.108060, Calle El Inca #2023, Valle Hermoso Sur, D14
-17.435729,-66.115442, Calle Andes #2024, Pukara Sur, D14
-17.452668,-66.117837, Calle El Alto #2025, Ch’aqui Mayu, D14
-17.435309,-66.103553, Calle Villa San Miguel #2026, Valle Hermoso Sur, D14
-17.443404,-66.113462, Calle Ferroviaria #2027, Pukara Sur, D14
-17.445537,-66.111395, Calle El Inca #2028, Ch’aqui Mayu, D14
-17.450892,-66.113824, Calle Andes #2029, Valle Hermoso Sur, D14
-17.447260,-66.107978, Calle El Alto #2030, Pukara Sur, D14
-17.458874,-66.115148, Calle Villa San Miguel #2031, Ch’aqui Mayu, D14
-17.434841,-66.112785, Calle Ferroviaria #2032, Valle Hermoso Sur, D14
-17.449435,-66.110262, Calle El Inca #2033, Pukara Sur, D14
-17.441468,-66.106998, Calle Andes #2034, Ch’aqui Mayu, D14
-17.442744,-66.118817, Calle El Alto #2035, Valle Hermoso Sur, D14
-17.442821,-66.113298, Calle Villa San Miguel #2036, Pukara Sur, D14
-17.432935,-66.107117, Calle Ferroviaria #2037, Ch’aqui Mayu, D14
-17.451015,-66.110010, Calle El Inca #2038, Valle Hermoso Sur, D14
-17.437097,-66.108531, Calle Andes #2039, Pukara Sur, D14
-17.436827,-66.111177, Calle El Alto #2040, Ch’aqui Mayu, D14
-17.427912,-66.107803, Calle Villa San Miguel #2041, Valle Hermoso Sur, D14
-17.443282,-66.112481, Calle Ferroviaria #2042, Pukara Sur, D14
-17.431762,-66.108661, Calle El Inca #2043, Ch’aqui Mayu, D14
-17.425289,-66.108292, Calle Andes #2044, Valle Hermoso Sur, D14
-17.442380,-66.118558, Calle El Alto #2045, Pukara Sur, D14
-17.439025,-66.104156, Calle Villa San Miguel #2046, Ch’aqui Mayu, D14
-17.451586,-66.114869, Calle Ferroviaria #2047, Valle Hermoso Sur, D14
-17.439415,-66.106303, Calle El Inca #2048, Pukara Sur, D14
-17.446969,-66.104910, Calle Andes #2049, Ch’aqui Mayu, D14
-17.432285,-66.108292, Calle El Alto #2050, Valle Hermoso Sur, D14
-17.431267,-66.108569, Calle Villa San Miguel #2051, Pukara Sur, D14
-17.447352,-66.115035, Calle Ferroviaria #2052, Ch’aqui Mayu, D14
-17.428715,-66.108791, Calle El Inca #2053, Valle Hermoso Sur, D14
-17.452268,-66.114514, Calle Andes #2054, Pukara Sur, D14
-17.450695,-66.114581, Calle El Alto #2055, Ch’aqui Mayu, D14
-17.443257,-66.114406, Calle Villa San Miguel #2056, Valle Hermoso Sur, D14
-17.440124,-66.118783, Calle Ferroviaria #2057, Pukara Sur, D14
-17.438004,-66.109828, Calle El Inca #2058, Ch’aqui Mayu, D14
-17.454957,-66.112784, Calle Andes #2059, Valle Hermoso Sur, D14
-17.432514,-66.112938, Calle El Alto #2060, Pukara Sur, D14
-17.443037,-66.111503, Calle Villa San Miguel #2061, Ch’aqui Mayu, D14
-17.452198,-66.106895, Calle Ferroviaria #2062, Valle Hermoso Sur, D14
-17.439582,-66.113307, Calle El Inca #2063, Pukara Sur, D14
-17.437461,-66.115182, Calle Andes #2064, Ch’aqui Mayu, D14
-17.422899,-66.109663, Calle El Alto #2065, Valle Hermoso Sur, D14
-17.452687,-66.113191, Calle Villa San Miguel #2066, Pukara Sur, D14
-17.440072,-66.110444, Calle Ferroviaria #2067, Ch’aqui Mayu, D14
-17.428115,-66.106444, Calle El Inca #2068, Valle Hermoso Sur, D14
-17.435846,-66.118168, Calle Andes #2069, Pukara Sur, D14
-17.447757,-66.114276, Calle El Alto #2070, Ch’aqui Mayu, D14
-17.451196,-66.111869, Calle Villa San Miguel #2071, Valle Hermoso Sur, D14
-17.428272,-66.107344, Calle Ferroviaria #2072, Pukara Sur, D14
-17.447386,-66.113424, Calle El Inca #2073, Ch’aqui Mayu, D14
-17.439484,-66.110204, Calle Andes #2074, Valle Hermoso Sur, D14
-17.434511,-66.113986, Calle El Alto #2075, Pukara Sur, D14
-17.441237,-66.115613, Calle Villa San Miguel #2076, Ch’aqui Mayu, D14
-17.448902,-66.106335, Calle Ferroviaria #2077, Valle Hermoso Sur, D14
-17.457710,-66.113781, Calle El Inca #2078, Pukara Sur, D14
-17.439863,-66.116052, Calle Andes #2079, Ch’aqui Mayu, D14
-17.453002,-66.110991, Calle El Alto #2080, Valle Hermoso Sur, D14
-17.432636,-66.112067, Calle Villa San Miguel #2081, Pukara Sur, D14
-17.458025,-66.112302, Calle Ferroviaria #2082, Ch’aqui Mayu, D14
-17.432630,-66.114301, Calle El Inca #2083, Valle Hermoso Sur, D14
-17.427222,-66.110403, Calle Andes #2084, Pukara Sur, D14
-17.439940,-66.111495, Calle El Alto #2085, Ch’aqui Mayu, D14
-17.453152,-66.116658, Calle Villa San Miguel #2086, Valle Hermoso Sur, D14
-17.455283,-66.116393, Calle Ferroviaria #2087, Pukara Sur, D14
-17.457784,-66.115599, Calle El Inca #2088, Ch’aqui Mayu, D14
-17.426123,-66.113956, Calle Andes #2089, Valle Hermoso Sur, D14
-17.444417,-66.111465, Calle El Alto #2090, Pukara Sur, D14
-17.437096,-66.106732, Calle Villa San Miguel #2091, Ch’aqui Mayu, D14
-17.454234,-66.112348, Calle Ferroviaria #2092, Valle Hermoso Sur, D14
-17.429579,-66.109678, Calle El Inca #2093, Pukara Sur, D14
-17.432624,-66.107369, Calle Andes #2094, Ch’aqui Mayu, D14
-17.440742,-66.113353, Calle El Alto #2095, Valle Hermoso Sur, D14
-17.431267,-66.103956, Calle Villa San Miguel #2096, Pukara Sur, D14
-17.451259,-66.116469, Calle Ferroviaria #2097, Ch’aqui Mayu, D14
-17.453668,-66.111299, Calle El Inca #2098, Valle Hermoso Sur, D14
-17.422467,-66.110100, Calle Andes #2099, Pukara Sur, D14
-17.444796,-66.109562, Calle El Alto #2100, Ch’aqui Mayu, D14
-17.446894,-66.114228, Calle Villa San Miguel #2101, Valle Hermoso Sur, D14
-17.446691,-66.110254, Calle Ferroviaria #2102, Pukara Sur, D14
-17.437363,-66.107195, Calle El Inca #2103, Ch’aqui Mayu, D14
-17.430184,-66.108672, Calle Andes #2104, Valle Hermoso Sur, D14
-17.440749,-66.112218, Calle El Alto #2105, Pukara Sur, D14
-17.438154,-66.105873, Calle Villa San Miguel #2106, Ch’aqui Mayu, D14
-17.436392,-66.116756, Calle Ferroviaria #2107, Valle Hermoso Sur, D14
-17.425836,-66.107607, Calle El Inca #2108, Pukara Sur, D14
-17.437608,-66.105742, Calle Andes #2109, Ch’aqui Mayu, D14
-17.438607,-66.109082, Calle El Alto #2110, Valle Hermoso Sur, D14
-17.442452,-66.111402, Calle Villa San Miguel #2111, Pukara Sur, D14
-17.443461,-66.112817, Calle Ferroviaria #2112, Ch’aqui Mayu, D14
-17.454894,-66.112761, Calle El Inca #2113, Valle Hermoso Sur, D14
-17.453406,-66.113317, Calle Andes #2114, Pukara Sur, D14
-17.446915,-66.115921, Calle El Alto #2115, Ch’aqui Mayu, D14
-17.449999,-66.114097, Calle Villa San Miguel #2116, Valle Hermoso Sur, D14
-17.425992,-66.114783, Calle Ferroviaria #2117, Pukara Sur, D14
-17.447861,-66.112064, Calle El Inca #2118, Ch’aqui Mayu, D14
-17.453707,-66.113606, Calle Andes #2119, Valle Hermoso Sur, D14
-17.445577,-66.114584, Calle El Alto #2120, Pukara Sur, D14
-17.424292,-66.109260, Calle Villa San Miguel #2121, Ch’aqui Mayu, D14
-17.442731,-66.113403, Calle Ferroviaria #2122, Valle Hermoso Sur, D14
-17.449315,-66.114995, Calle El Inca #2123, Pukara Sur, D14
-17.452247,-66.118095, Calle Andes #2124, Ch’aqui Mayu, D14
-17.436931,-66.110984, Calle El Alto #2125, Valle Hermoso Sur, D14
-17.446520,-66.116913, Calle Villa San Miguel #2126, Pukara Sur, D14
-17.451739,-66.107248, Calle Ferroviaria #2127, Ch’aqui Mayu, D14
-17.451064,-66.118009, Calle El Inca #2128, Valle Hermoso Sur, D14
-17.448886,-66.113452, Calle Andes #2129, Pukara Sur, D14
-17.440832,-66.115465, Calle El Alto #2130, Ch’aqui Mayu, D14
-17.438784,-66.106297, Calle Villa San Miguel #2131, Valle Hermoso Sur, D14
-17.434000,-66.111683, Calle Ferroviaria #2132, Pukara Sur, D14
-17.423060,-66.110505, Calle El Inca #2133, Ch’aqui Mayu, D14
-17.427188,-66.115030, Calle Andes #2134, Valle Hermoso Sur, D14
-17.456538,-66.116163, Calle El Alto #2135, Pukara Sur, D14
-17.425865,-66.114764, Calle Villa San Miguel #2136, Ch’aqui Mayu, D14
-17.437606,-66.112738, Calle Ferroviaria #2137, Valle Hermoso Sur, D14
-17.435523,-66.113366, Calle El Inca #2138, Pukara Sur, D14
-17.442932,-66.115724, Calle Andes #2139, Ch’aqui Mayu, D14
-17.452448,-66.108376, Calle El Alto #2140, Valle Hermoso Sur, D14
-17.439329,-66.108700, Calle Villa San Miguel #2141, Pukara Sur, D14
-17.454507,-66.116526, Calle Ferroviaria #2142, Ch’aqui Mayu, D14
-17.433532,-66.111945, Calle El Inca #2143, Valle Hermoso Sur, D14
-17.447415,-66.106768, Calle Andes #2144, Pukara Sur, D14
-17.435191,-66.115182, Calle El Alto #2145, Ch’aqui Mayu, D14
-17.444903,-66.114606, Calle Villa San Miguel #2146, Valle Hermoso Sur, D14
-17.432135,-66.105675, Calle Ferroviaria #2147, Pukara Sur, D14
-17.442134,-66.106716, Calle El Inca #2148, Ch’aqui Mayu, D14
-17.429265,-66.110683, Calle Andes #2149, Valle Hermoso Sur, D14
-17.425257,-66.109409, Calle El Alto #2150, Pukara Sur, D14
-17.448941,-66.106106, Calle Villa San Miguel #2151, Ch’aqui Mayu, D14
-17.453725,-66.108835, Calle Ferroviaria #2152, Valle Hermoso Sur, D14
-17.450326,-66.108818, Calle El Inca #2153, Pukara Sur, D14
-17.445929,-66.115394, Calle Andes #2154, Ch’aqui Mayu, D14
-17.456404,-66.114941, Calle El Alto #2155, Valle Hermoso Sur, D14
-17.436583,-66.113841, Calle Villa San Miguel #2156, Pukara Sur, D14
-17.438891,-66.107421, Calle Ferroviaria #2157, Ch’aqui Mayu, D14
-17.424050,-66.110875, Calle El Inca #2158, Valle Hermoso Sur, D14
-17.448623,-66.113036, Calle Andes #2159, Pukara Sur, D14
-17.430846,-66.106081, Calle El Alto #2160, Ch’aqui Mayu, D14
-17.449450,-66.107642, Calle Villa San Miguel #2161, Valle Hermoso Sur, D14
-17.439134,-66.114240, Calle Ferroviaria #2162, Pukara Sur, D14
-17.436610,-66.113174, Calle El Inca #2163, Ch’aqui Mayu, D14
-17.457228,-66.113870, Calle Andes #2164, Valle Hermoso Sur, D14
-17.431690,-66.111704, Calle El Alto #2165, Pukara Sur, D14
-17.453179,-66.114426, Calle Villa San Miguel #2166, Ch’aqui Mayu, D14
-17.449016,-66.114001, Calle Ferroviaria #2167, Valle Hermoso Sur, D14
-17.440180,-66.117621, Calle El Inca #2168, Pukara Sur, D14
-17.447496,-66.108508, Calle Andes #2169, Ch’aqui Mayu, D14
-17.434799,-66.115409, Calle El Alto #2170, Valle Hermoso Sur, D14
-17.453611,-66.116448, Calle Villa San Miguel #2171, Pukara Sur, D14
-17.446649,-66.105632, Calle Ferroviaria #2172, Ch’aqui Mayu, D14
-17.457906,-66.114342, Calle El Inca #2173, Valle Hermoso Sur, D14
-17.449671,-66.112687, Calle Andes #2174, Pukara Sur, D14
-17.442513,-66.108902, Calle El Alto #2175, Ch’aqui Mayu, D14
-17.434980,-66.115554, Calle Villa San Miguel #2176, Valle Hermoso Sur, D14
-17.428279,-66.113875, Calle Ferroviaria #2177, Pukara Sur, D14
-17.447404,-66.109778, Calle El Inca #2178, Ch’aqui Mayu, D14
-17.439247,-66.104936, Calle Andes #2179, Valle Hermoso Sur, D14
-17.441996,-66.106923, Calle El Alto #2180, Pukara Sur, D14
-17.449458,-66.109735, Calle Villa San Miguel #2181, Ch’aqui Mayu, D14
-17.449223,-66.110524, Calle Ferroviaria #2182, Valle Hermoso Sur, D14
-17.426201,-66.111463, Calle El Inca #2183, Pukara Sur, D14
-17.437261,-66.114486, Calle Andes #2184, Ch’aqui Mayu, D14
-17.426847,-66.111574, Calle El Alto #2185, Valle Hermoso Sur, D14
-17.451763,-66.113643, Calle Villa San Miguel #2186, Pukara Sur, D14
-17.435837,-66.110938, Calle Ferroviaria #2187, Ch’aqui Mayu, D14
-17.448302,-66.106461, Calle El Inca #2188, Valle Hermoso Sur, D14
-17.430902,-66.105095, Calle Andes #2189, Pukara Sur, D14
-17.442138,-66.116486, Calle El Alto #2190, Ch’aqui Mayu, D14
-17.444588,-66.117501, Calle Villa San Miguel #2191, Valle Hermoso Sur, D14
-17.454837,-66.111652, Calle Ferroviaria #2192, Pukara Sur, D14
-17.424206,-66.109131, Calle El Inca #2193, Ch’aqui Mayu, D14
-17.454431,-66.110129, Calle Andes #2194, Valle Hermoso Sur, D14
-17.429175,-66.109577, Calle El Alto #2195, Pukara Sur, D14
-17.429995,-66.113162, Calle Villa San Miguel #2196, Ch’aqui Mayu, D14
-17.442736,-66.117859, Calle Ferroviaria #2197, Valle Hermoso Sur, D14
-17.454604,-66.111262, Calle El Inca #2198, Pukara Sur, D14
-17.449830,-66.108640, Calle Andes #2199, Ch’aqui Mayu, D14
-17.447647,-66.107618, Calle El Alto #2200, Valle Hermoso Sur, D14
-17.441500,-66.109982, Calle Villa San Miguel #2201, Pukara Sur, D14
-17.441819,-66.113050, Calle Ferroviaria #2202, Ch’aqui Mayu, D14
-17.435417,-66.107405, Calle El Inca #2203, Valle Hermoso Sur, D14
-17.439917,-66.118463, Calle Andes #2204, Pukara Sur, D14
-17.432205,-66.104087, Calle El Alto #2205, Ch’aqui Mayu, D14
-17.423537,-66.110210, Calle Villa San Miguel #2206, Valle Hermoso Sur, D14
-17.436533,-66.114975, Calle Ferroviaria #2207, Pukara Sur, D14
-17.444398,-66.113059, Calle El Inca #2208, Ch’aqui Mayu, D14
-17.440724,-66.106005, Calle Andes #2209, Valle Hermoso Sur, D14
-17.443221,-66.116036, Calle El Alto #2210, Pukara Sur, D14
-17.446559,-66.107317, Calle Villa San Miguel #2211, Ch’aqui Mayu, D14
-17.454175,-66.110773, Calle Ferroviaria #2212, Valle Hermoso Sur, D14
-17.448470,-66.105026, Calle El Inca #2213, Pukara Sur, D14
-17.440923,-66.113576, Calle Andes #2214, Ch’aqui Mayu, D14
-17.427512,-66.112064, Calle El Alto #2215, Valle Hermoso Sur, D14
-17.438630,-66.115452, Calle Villa San Miguel #2216, Pukara Sur, D14
-17.445972,-66.108217, Calle Ferroviaria #2217, Ch’aqui Mayu, D14
-17.441830,-66.113854, Calle El Inca #2218, Valle Hermoso Sur, D14
-17.426177,-66.112404, Calle Andes #2219, Pukara Sur, D14
-17.430382,-66.109489, Calle El Alto #2220, Ch’aqui Mayu, D14
-17.434300,-66.107261, Calle Villa San Miguel #2221, Valle Hermoso Sur, D14
-17.439814,-66.114363, Calle Ferroviaria #2222, Pukara Sur, D14
-17.441637,-66.118447, Calle El Inca #2223, Ch’aqui Mayu, D14
-17.442318,-66.111139, Calle Andes #2224, Valle Hermoso Sur, D14
-17.458383,-66.114054, Calle El Alto #2225, Pukara Sur, D14
-17.432960,-66.107342, Calle Villa San Miguel #2226, Ch’aqui Mayu, D14
-17.443017,-66.109385, Calle Ferroviaria #2227, Valle Hermoso Sur, D14
-17.445187,-66.109427, Calle El Inca #2228, Pukara Sur, D14
-17.434893,-66.116161, Calle Andes #2229, Ch’aqui Mayu, D14
-17.456599,-66.112926, Calle El Alto #2230, Valle Hermoso Sur, D14
-17.449640,-66.111231, Calle Villa San Miguel #2231, Pukara Sur, D14
-17.453861,-66.117411, Calle Ferroviaria #2232, Ch’aqui Mayu, D14
-17.421120,-66.109916, Calle El Inca #2233, Valle Hermoso Sur, D14
-17.436332,-66.109096, Calle Andes #2234, Pukara Sur, D14
-17.452648,-66.109100, Calle El Alto #2235, Ch’aqui Mayu, D14
-17.451584,-66.117961, Calle Villa San Miguel #2236, Valle Hermoso Sur, D14
-17.443119,-66.106449, Calle Ferroviaria #2237, Pukara Sur, D14
-17.453290,-66.116499, Calle El Inca #2238, Ch’aqui Mayu, D14
-17.442436,-66.113590, Calle Andes #2239, Valle Hermoso Sur, D14
